GEOID10,H72003_dp,H72004_dp,H72005_dp,H72006_dp,H72007_dp,H72008_dp,H72009_dp,H72003_sf,H72004_sf,H72005_sf,H72006_sf,H72007_sf,H72008_sf,H72009_sf
390490063103,941,3,6,20,0,4,15,930,2,3,21,0,2,22
390490063104,1054,15,0,50,0,1,11,1051,14,1,51,0,3,10
390490063211,612,15,2,39,0,7,13,592,20,3,41,1,8,17
390490063212,1280,9,0,44,0,5,26,1298,7,0,43,0,1,16
390490063213,920,5,1,76,0,3,25,916,3,3,73,0,2,26
390490063214,900,3,0,82,0,2,19,906,4,0,83,0,4,19
390490063231,1153,13,2,105,1,4,16,1140,13,3,107,1,10,22
390490063232,974,9,0,60,2,5,12,982,6,0,54,1,5,6
390490063233,844,15,0,71,0,8,20,852,17,1,77,0,6,15
390490063301,610,2,1,17,0,2,10,598,7,2,25,0,2,12
390490063302,607,3,4,37,0,1,11,617,2,1,25,0,3,13
390490063303,760,4,0,43,0,0,13,755,10,0,33,0,4,12
390490063304,643,5,0,27,1,0,13,642,2,0,41,0,1,7
390490063305,698,3,0,35,0,6,30,683,2,3,26,1,3,32
390490063306,1031,20,4,40,2,9,25,1062,13,0,46,0,8,23
390490063401,1636,4,1,137,1,4,21,1641,6,1,131,0,1,13
390490063402,1048,31,1,173,1,9,42,1042,28,1,175,0,13,53
390490063511,1225,94,1,91,0,17,67,1222,82,2,95,0,9,70
390490063512,973,63,3,68,0,8,36,991,70,0,60,0,17,24
390490063513,1039,35,0,36,0,8,25,1033,36,1,42,0,4,31
390490063521,664,69,3,298,0,20,43,673,76,2,296,0,20,24
390490063522,652,82,2,247,0,53,18,644,77,6,242,1,58,31
390490063523,667,69,3,63,0,11,20,663,68,0,68,1,10,25
390490063531,1281,83,2,90,0,24,52,1286,77,2,90,0,26,48
390490063532,1004,96,1,295,1,197,38,999,96,4,302,0,201,40
390490063533,979,89,3,148,0,39,44,985,90,0,140,0,32,44
390490063711,817,81,0,62,0,41,32,831,67,1,70,0,41,48
390490063712,1642,84,2,147,0,14,56,1615,86,1,152,1,13,49
390490063713,1337,105,1,179,1,138,79,1337,106,0,179,1,141,75
390490063714,1073,79,9,394,3,48,50,1069,108,6,374,4,47,50
390490063721,1313,264,0,163,1,128,92,1316,264,0,168,1,130,89
390490063722,1775,100,4,317,1,86,76,1743,89,3,316,4,72,70
390490063723,1013,135,3,171,0,70,27,1037,148,4,167,0,75,42
390490063831,2164,89,6,392,0,13,43,2160,86,2,395,0,14,47
390490063832,1773,193,2,126,0,175,86,1771,201,3,137,0,176,83
390490063833,1168,89,2,78,0,56,48,1205,82,6,39,0,55,54
390490063834,642,55,4,41,0,49,26,618,58,1,62,0,38,32
390490063835,1222,118,6,88,0,22,38,1218,115,5,94,0,26,30
390490063841,473,45,1,96,0,31,6,477,47,3,93,0,34,30
390490063842,1376,52,4,189,1,12,55,1362,50,1,191,1,7,37
390490063843,1410,48,2,62,0,37,36,1408,48,4,70,0,36,34
390490063844,592,22,0,62,0,3,11,599,9,0,58,0,0,8
390490063845,1182,84,3,203,0,31,61,1184,97,2,200,0,33,71
390490063861,876,60,0,237,0,16,35,874,63,1,242,0,7,31
390490063862,1189,115,0,102,1,40,36,1199,104,0,123,0,55,34
390490063863,744,21,0,194,0,12,24,729,31,1,175,1,7,25
390490063871,1274,189,5,80,0,121,58,1289,196,2,81,0,129,80
390490063872,740,6,0,19,2,4,19,743,14,0,29,0,5,24
390490063873,731,22,4,72,1,20,45,714,10,0,53,0,2,9
390490063874,1748,57,3,260,0,18,28,1755,55,9,263,4,21,40
390490063911,1926,35,3,48,1,6,26,1901,42,0,47,0,7,30
390490063912,2333,78,1,253,2,13,42,2358,77,1,250,3,16,38
390490063921,1820,44,1,159,0,15,31,1814,50,1,159,0,10,38
390490063922,1581,30,5,104,0,2,31,1576,29,4,111,0,6,24
390490063923,508,11,3,33,0,2,6,515,8,1,31,0,1,8
390490063931,2183,121,7,205,2,15,84,2196,116,9,207,7,12,63
390490063932,1380,54,1,227,0,7,17,1380,54,4,229,0,4,31
390490063933,805,40,4,49,1,15,22,801,39,5,45,0,18,19
390490063941,962,44,3,44,2,11,27,955,50,3,51,0,8,31
390490063942,1418,76,1,79,0,20,62,1417,69,0,81,0,28,57
390490063951,1692,80,3,261,2,32,56,1654,79,4,270,0,30,61
390490063952,1056,73,3,303,1,60,51,1096,73,5,294,0,62,45
390490063961,1299,76,2,123,0,35,35,1294,75,2,121,0,31,46
390490063962,829,32,1,128,0,15,32,866,28,1,122,0,3,8
390490063963,786,29,1,114,0,14,39,770,31,1,113,0,18,45
390490063964,544,46,5,41,0,39,26,541,50,4,45,0,46,28
390490064101,660,1,0,11,0,3,6,670,0,0,8,1,0,12
390490064102,921,8,0,36,0,1,26,933,8,0,40,0,5,23
390490064103,921,19,0,22,0,7,25,905,17,0,23,0,6,15
390490064301,731,6,2,65,1,2,16,767,5,0,47,0,1,15
390490064302,988,3,2,30,0,2,20,980,1,3,46,0,2,14
390490064303,1014,6,0,21,1,2,8,988,5,0,10,0,11,12
390490064304,642,6,1,81,0,0,24,637,9,1,102,0,5,24
390490064305,590,6,2,156,0,8,21,590,6,3,149,0,4,22
390490065001,907,0,1,13,0,10,6,928,2,4,13,0,6,6
390490065002,849,1,0,9,0,0,7,816,0,1,12,0,7,10
390490065003,846,2,0,9,0,3,2,870,1,0,6,0,1,1
390490065004,931,5,0,28,0,3,14,919,6,0,30,0,0,7
390490066001,1386,3,0,13,0,0,19,1367,9,0,25,1,0,20
390490066002,1412,17,0,28,1,1,24,1430,14,1,15,1,2,18
390490066003,951,22,0,9,0,0,16,945,26,0,15,0,0,14
390490067101,1309,61,0,40,0,11,40,1300,52,0,51,0,14,52
390490067102,1122,27,0,17,0,7,34,1132,31,2,3,2,7,20
390490067211,544,7,0,15,2,0,4,532,10,1,18,0,0,5
390490067212,909,25,0,16,0,5,12,909,25,0,12,0,1,16
390490067213,922,4,0,21,0,1,19,930,3,0,27,0,1,24
390490067214,846,9,0,15,0,2,12,848,3,0,11,0,3,11
390490067221,1208,45,2,44,0,9,26,1209,34,0,30,0,1,11
390490067222,673,72,0,23,1,8,26,681,87,1,32,0,15,46
390490067223,642,14,0,8,0,12,15,637,10,0,11,0,9,14
390490068101,1077,17,3,20,0,2,17,1073,15,0,18,0,3,23
390490068102,981,0,1,3,0,4,16,982,2,0,7,2,3,12
390490068211,780,601,1,41,0,17,74,789,600,4,53,0,37,97
390490068212,1651,46,7,31,0,15,62,1638,52,5,22,0,7,23
390490068221,800,16,0,5,0,3,26,805,17,0,11,0,2,22
390490068222,953,34,2,20,1,5,11,950,35,0,12,0,5,17
390490069101,796,4,1,23,0,3,20,791,7,0,30,0,5,25
390490069102,652,2,1,13,0,3,14,657,2,1,6,0,1,5
390490069211,484,161,0,9,0,69,23,469,165,2,15,0,66,21
390490069212,586,113,3,32,0,31,36,579,100,0,22,0,19,34
390490069213,372,312,0,17,0,170,46,381,320,1,19,0,184,57
390490069214,839,73,0,9,0,14,29,852,65,3,8,0,16,33
390490069231,593,242,5,30,6,12,29,594,239,2,25,7,12,24
390490069232,407,258,5,27,0,41,40,404,268,6,36,0,49,37
390490069233,489,200,3,32,0,16,18,497,195,5,15,0,11,30
390490069234,573,200,2,21,1,9,22,572,201,0,24,1,6,21
390490069241,1227,541,1,40,0,40,77,1222,535,2,37,1,40,54
390490069242,745,861,0,38,0,52,52,753,862,2,36,0,50,83
390490069311,291,741,6,22,11,62,48,295,727,3,23,13,65,38
390490069312,257,301,2,17,1,37,16,263,305,3,16,0,40,17
390490069313,799,487,2,58,1,28,29,783,482,0,67,2,25,20
390490069314,452,453,2,21,0,73,30,463,465,4,14,1,71,45
390490069315,411,505,8,33,2,132,47,389,508,6,36,3,136,59
390490069316,436,324,0,23,0,26,54,456,331,3,17,0,17,38
390490069321,427,640,0,50,0,51,65,411,651,0,44,0,54,55
390490069322,251,315,2,20,0,35,20,256,296,1,26,0,26,40
390490069323,520,449,2,37,0,22,34,548,445,6,37,0,15,30
390490069324,513,656,5,65,1,32,49,509,642,1,55,0,46,57
390490069325,373,408,0,23,1,6,45,355,430,1,28,0,5,40
390490069326,437,380,0,21,0,19,20,448,371,1,26,0,15,25
390490069331,608,1264,23,17,0,75,43,608,1250,20,19,1,66,50
390490069332,210,614,6,4,1,37,21,219,602,7,4,0,31,40
390490069333,267,670,1,5,0,30,63,279,671,2,3,3,40,56
390490069334,352,789,3,12,1,86,54,338,803,2,10,1,85,47
390490069421,637,445,2,23,0,22,36,640,445,2,22,0,25,33
390490069431,674,177,0,21,0,16,32,687,202,3,16,0,22,42
390490069432,679,532,2,15,0,33,80,682,527,2,19,0,35,71
390490069433,789,193,1,30,1,17,49,781,176,0,31,0,11,28
390490069434,567,525,0,14,0,10,30,557,534,1,13,0,11,38
390490069441,577,198,2,12,0,9,28,583,177,0,9,0,9,20
390490069442,1017,268,0,20,0,11,28,1013,288,1,18,0,8,42
390490069443,512,94,3,8,0,16,23,518,103,0,6,0,22,31
390490069444,814,377,2,19,1,29,40,804,370,6,27,0,23,34
390490069451,432,690,8,25,0,146,89,436,673,12,28,3,144,86
390490069452,754,905,4,30,1,87,49,772,914,2,32,0,83,55
390490069453,839,1000,8,52,0,116,121,818,1006,9,49,0,120,111
390490069501,1842,18,0,53,0,1,27,1845,14,0,58,0,1,24
390490069502,776,4,0,13,0,4,9,767,10,0,11,1,5,8
390490069901,1126,90,3,18,1,6,31,1120,92,3,15,0,6,35
390490069902,1092,49,6,35,0,2,18,1094,57,4,39,0,0,18
390490069903,1511,37,3,17,0,5,21,1519,28,3,19,0,5,18
390490069904,464,319,4,14,2,69,48,442,305,3,12,0,64,33
390490069905,454,634,5,17,2,202,67,474,646,7,17,1,205,92
390490070101,537,306,1,8,0,7,13,537,296,2,11,0,6,24
390490070102,538,222,2,8,0,4,15,548,229,1,6,0,10,12
390490070103,1944,103,2,21,1,15,55,1929,104,3,23,0,10,51
390490070201,1721,57,2,34,0,25,27,1708,61,4,34,0,24,31
390490070202,1503,47,5,6,0,6,46,1477,49,4,13,3,8,33
390490070203,1281,52,0,20,0,4,25,1293,64,1,19,0,2,48
390490070204,1377,51,0,21,2,7,51,1406,44,0,11,0,9,26
390490070411,1788,63,5,163,0,7,38,1794,59,5,164,1,10,29
390490070431,1991,314,4,138,1,156,100,1979,319,4,143,1,160,105
390490070432,1116,80,2,118,2,4,24,1124,77,3,113,0,2,17
390490070441,1142,219,3,281,0,14,56,1141,217,4,293,0,15,34
390490070442,1008,146,6,146,3,13,20,1021,135,1,135,1,16,36
390490070443,1888,149,5,439,0,21,55,1882,163,6,435,0,23,56
390490070471,1081,133,0,122,0,13,45,1091,103,1,105,0,12,24
390490070472,1752,279,3,119,0,143,38,1757,294,3,129,2,147,59
390490070481,2281,279,3,187,0,45,116,2266,282,5,178,0,33,99
390490070482,2072,263,2,332,0,9,82,2087,257,3,343,1,19,99
390490071121,896,1120,3,95,0,40,66,876,1147,4,94,2,46,98
390490071122,1257,254,6,29,1,17,47,1271,254,6,23,0,12,41
390490071123,701,677,2,86,0,51,86,716,646,1,96,0,38,60
390490071131,628,299,1,34,1,24,57,594,283,8,26,0,40,48
390490071132,621,425,10,45,0,35,36,629,442,3,42,2,33,56
390490071133,1528,937,0,86,3,46,103,1549,944,3,92,0,37,87
390490071141,731,151,5,25,0,4,23,751,137,5,16,2,4,27
390490071142,820,298,7,20,0,24,55,801,281,7,25,0,31,36
390490071143,1584,856,7,70,0,64,77,1580,890,4,75,0,60,91
390490071151,564,316,0,14,4,23,28,575,321,3,14,3,21,35
390490071152,367,681,1,9,10,69,65,350,679,0,9,6,78,53
390490071153,485,415,2,13,1,98,53,474,415,1,24,5,105,55
390490071154,459,218,4,11,0,29,46,463,227,1,8,0,17,46
390490071155,563,657,3,27,1,93,49,565,647,4,28,0,87,61
390490071201,1705,141,2,28,0,7,52,1689,145,2,30,0,14,58
390490071202,1175,308,1,16,1,38,79,1189,313,0,18,2,40,70
390490071203,1242,192,5,29,1,30,65,1240,186,4,24,1,25,67
390490071321,1026,166,7,53,2,31,59,1023,147,6,39,0,18,54
390490071322,1760,274,5,186,1,6,48,1758,298,8,198,0,20,64
390490071323,1299,268,7,108,1,18,52,1307,256,4,111,1,22,41
390490071324,1522,302,1,108,0,45,65,1508,305,3,113,0,43,75
390490071931,777,18,0,12,0,1,17,782,27,1,9,0,1,20
390490071932,1265,57,5,21,0,5,42,1262,49,4,18,0,1,28
390490071933,668,65,2,12,0,11,9,668,59,1,21,0,6,17
390490071934,1518,56,0,35,0,3,47,1516,61,3,19,0,13,41
390490071935,686,15,2,9,0,0,16,681,25,0,16,0,6,16
390490071936,879,29,1,19,0,6,9,877,28,0,21,0,4,15
390490071941,1623,83,5,35,1,3,31,1628,87,4,33,0,8,21
390490071942,1118,55,0,16,0,4,19,1142,55,3,18,0,4,26
390490071943,1359,89,4,24,0,7,31,1342,85,1,26,0,1,34
390490071944,1586,216,10,29,1,11,56,1577,215,7,28,0,14,58
390490071981,2277,316,7,74,0,30,107,2281,317,5,76,0,28,105
390490071991,886,256,7,45,0,30,60,878,240,13,30,0,32,63
390490071992,1546,450,11,127,0,43,94,1540,463,5,135,1,43,87
390490071993,1167,461,3,28,0,10,44,1182,454,3,36,0,11,55
390490072011,169,2,0,3,0,4,2,172,4,0,6,0,2,2
390490072012,406,6,4,12,0,2,2,405,3,6,9,0,1,3
390490072021,584,331,1,23,0,6,32,570,329,2,24,1,5,26
390490072022,1121,642,6,49,3,59,62,1129,639,5,49,0,62,74
390490072031,2198,94,5,247,5,3,60,2187,103,1,250,4,7,58
390490072032,576,19,1,17,1,1,9,586,7,1,11,0,0,18
390490072051,1242,76,1,50,1,15,36,1236,84,0,48,0,15,33
390490072052,683,51,0,36,0,7,11,661,46,1,36,0,6,17
390490072053,1287,143,0,31,0,13,27,1300,150,1,35,1,11,29
390490072071,861,87,1,13,0,6,23,856,96,0,13,0,9,14
390490072072,1290,180,1,83,0,7,52,1279,172,2,86,0,7,58
390490072073,1327,134,3,58,1,15,30,1346,133,3,54,0,14,31
390490072091,2108,306,4,156,2,14,45,2119,299,6,142,2,15,47
390490072092,2281,167,1,545,0,12,65,2275,175,1,557,1,10,57
390490072101,842,20,1,45,0,4,28,840,27,0,49,0,1,30
390490072102,2848,147,4,239,4,12,81,2830,130,5,250,4,8,71
390490072103,2370,70,0,124,1,9,25,2364,75,0,118,1,18,35
390490072104,1193,36,0,71,1,6,21,1204,47,0,65,2,8,18
390490073931,1886,247,0,89,0,8,39,1879,240,3,87,0,6,41
390490073932,2029,157,3,88,0,5,32,2037,159,0,80,0,7,23
390490073933,1459,236,3,95,0,20,61,1454,238,4,80,0,23,54
390490073934,2043,119,6,80,0,2,34,2050,120,5,102,0,3,47
390490073941,691,47,0,18,2,0,10,677,43,0,21,0,4,17
390490073942,647,28,2,31,1,4,14,663,35,2,32,2,1,3
390490073943,1167,64,4,52,3,3,19,1169,63,6,47,2,4,15
390490073951,936,568,6,72,0,27,86,939,546,3,77,0,27,89
390490073952,3092,741,3,90,1,44,146,3084,750,3,92,0,41,142
390490073953,388,493,0,35,0,11,69,362,508,1,27,1,8,53
390490073954,1540,616,3,69,1,23,54,1570,633,4,77,0,26,66
390490073955,983,395,4,27,0,20,43,983,374,3,17,0,17,32
390490073956,322,312,0,11,0,31,23,322,316,4,17,0,38,29
390490073961,68,11,0,3,0,3,3,60,9,2,0,0,1,2
390490073962,5511,2334,13,170,3,72,232,5535,2320,12,169,0,73,230
390490073963,1180,161,0,57,0,6,11,1175,159,0,64,0,2,26
390490074241,462,250,5,93,0,29,34,468,256,4,96,0,26,24
390490074242,799,166,4,24,0,48,36,808,163,3,21,0,56,48
390490074243,927,53,0,18,0,6,20,923,51,2,14,1,9,21
390490074244,808,77,6,1,0,25,37,813,75,2,4,0,13,29
390490074245,690,68,3,27,0,6,24,697,59,0,37,0,12,25
390490074246,494,187,1,12,0,10,22,472,207,4,3,0,1,23
390490074251,713,35,3,19,0,7,24,717,33,1,20,0,0,17
390490074252,859,121,5,9,1,16,34,857,123,7,17,0,27,33
390490074253,830,138,1,7,1,18,27,830,136,0,4,0,15,30
390490074261,1630,104,5,25,2,17,60,1632,100,4,26,1,24,51
390490074262,902,45,3,15,0,11,9,893,54,1,14,0,8,15
390490074271,1240,361,1,42,0,16,35,1226,353,4,49,0,16,50
390490074272,2261,385,8,108,0,30,76,2252,387,3,98,0,20,61
390490074273,1164,211,0,44,0,10,40,1186,212,3,40,0,10,60
390490074921,1958,219,8,76,0,36,69,1939,220,7,90,1,36,57
390490074922,1153,155,0,84,2,4,24,1154,147,0,86,2,9,18
390490074923,1476,298,2,108,2,6,60,1488,297,4,109,2,8,64
390490074941,1741,449,8,68,0,18,66,1759,450,4,52,0,24,66
390490074942,1635,249,5,46,5,14,37,1622,249,6,63,5,8,33
390490075111,121,930,0,1,0,5,51,132,916,3,8,0,7,52
390490075112,27,664,2,3,0,1,45,30,671,1,0,0,0,31
390490075121,63,857,5,0,0,19,15,67,842,7,1,0,8,23
390490075122,207,1556,3,9,0,8,56,210,1570,3,5,0,15,60
390490075123,78,1096,6,3,0,14,55,76,1088,4,5,0,15,54
390490075201,442,1141,15,1,1,16,38,424,1143,20,1,0,32,65
390490075202,117,540,0,0,0,11,28,123,520,0,5,0,1,9
390490075203,213,695,11,4,0,19,25,219,716,7,0,0,13,23
390490075311,646,563,5,31,0,151,77,656,546,2,26,0,146,36
390490075312,217,674,0,25,0,70,34,207,700,9,28,0,71,69
390490075321,255,1571,4,20,0,140,87,255,1568,5,17,0,139,96
390490075331,136,441,3,0,0,46,10,161,438,4,0,0,49,15
390490075332,116,741,2,15,0,19,38,93,739,0,16,0,18,36
390490075341,588,1477,2,36,0,32,65,598,1443,3,41,0,33,74
390490075342,54,1366,5,9,0,9,26,63,1365,2,2,0,12,35
390490075501,146,1403,1,4,0,14,37,134,1397,2,1,0,18,43
390490075502,725,457,1,13,0,7,62,732,461,3,16,0,17,47
390490075511,1028,4756,9,269,7,162,210,1020,4737,8,273,6,155,213
390490075512,64,1574,5,12,5,3,37,70,1593,4,2,6,10,41
390490077101,326,702,7,8,4,30,37,326,707,3,9,5,27,58
390490077102,501,590,1,17,2,26,26,496,583,1,21,0,36,19
390490077103,743,224,0,15,1,21,37,745,240,1,3,0,23,42
390490077104,588,237,3,3,0,46,40,585,225,0,12,1,34,34
390490077211,548,269,14,10,0,74,67,519,285,0,8,0,60,43
390490077212,260,633,1,3,0,57,34,275,630,3,3,0,58,49
390490077213,393,506,5,5,0,136,46,387,502,16,2,0,132,55
390490077214,418,394,4,14,0,98,63,435,394,2,17,0,90,54
390490077215,166,518,5,209,0,140,61,170,510,10,210,0,153,83
390490077221,483,174,0,38,0,31,26,497,176,2,46,0,31,17
390490077222,801,272,2,39,0,43,55,808,294,2,32,0,44,53
390490077223,718,392,4,53,0,55,24,700,365,4,50,0,54,35
390490077301,943,565,6,56,1,28,56,947,573,4,51,1,19,61
390490077302,808,293,10,28,0,65,63,807,284,11,31,3,76,57
390490077401,1358,210,1,30,0,21,34,1359,207,2,29,0,24,32
390490078111,553,10,0,6,2,2,21,557,11,0,7,0,1,8
390490078112,792,7,1,43,0,6,9,790,13,1,39,0,7,19
390490078113,1202,38,2,36,0,15,21,1197,26,2,38,0,10,28
390490078114,538,48,3,87,0,4,14,544,52,2,86,0,4,19
390490078121,763,51,0,36,0,19,22,759,56,0,37,0,18,42
390490078122,725,41,0,22,0,11,34,735,40,0,13,0,9,12
390490078123,1423,92,1,53,0,11,43,1423,87,1,57,2,9,33
390490078124,695,18,1,21,0,1,13,700,15,0,23,0,1,22
390490078201,369,50,2,259,2,6,25,363,52,3,260,2,3,29
390490078202,786,181,5,336,2,34,44,789,183,2,332,0,38,59
390490078203,470,64,3,363,0,41,37,464,64,1,362,0,42,28
390490078204,540,67,0,378,1,3,25,549,64,2,382,0,2,20
390490078301,501,12,2,25,0,6,23,488,12,3,21,1,1,21
390490078302,557,35,1,188,0,7,16,559,36,0,193,0,15,26
390490078303,1103,66,8,122,0,18,28,1105,62,12,123,0,13,28
390490079211,1287,11,0,22,3,1,26,1286,14,0,18,0,3,28
390490079212,2816,91,7,349,0,18,69,2810,83,5,361,1,12,74
390490079213,2495,262,0,156,6,24,73,2500,270,3,144,8,23,76
390490079221,1370,12,1,72,0,1,20,1392,11,3,69,0,1,25
390490079222,2338,82,4,106,0,25,71,2317,80,6,107,0,29,61
390490079311,1959,34,9,61,0,69,58,1968,42,8,59,0,59,59
390490079312,1771,81,6,54,1,28,46,1767,78,6,53,0,37,39
390490079331,1016,11,1,8,0,6,18,1014,14,2,5,0,1,8
390490079332,2245,79,2,129,0,35,56,2252,77,3,123,0,46,65
390490079333,1237,64,0,53,0,26,30,1221,69,3,65,0,23,40
390490079334,2306,82,9,127,0,21,66,2321,75,6,120,0,25,48
390490079411,2159,120,0,202,4,50,48,2152,123,1,203,3,46,60
390490079511,2933,164,14,232,0,40,91,2886,181,17,237,0,42,117
390490079512,1976,46,3,112,0,11,47,2018,53,2,106,0,9,36
390490079513,1740,32,0,77,0,7,21,1729,16,0,84,0,7,17
390490079514,791,5,1,20,0,2,21,798,5,0,11,0,0,15
390490079521,1022,4,0,6,0,3,6,1014,3,0,10,0,3,24
390490079522,995,4,1,53,0,4,18,1002,4,0,50,0,3,7
390490079523,1989,35,4,66,1,9,56,2004,36,6,60,0,18,44
390490079524,1579,33,6,47,0,15,34,1549,38,8,46,0,12,41
390490079525,1273,14,3,110,0,5,33,1288,13,2,108,4,4,27
390490079531,723,36,0,75,0,15,30,746,44,0,72,0,5,16
390490079532,1037,60,2,40,5,18,25,1019,55,1,45,0,33,36
390490079533,2168,352,3,141,7,33,58,2162,341,1,130,12,41,76
390490079534,523,9,4,7,0,11,21,528,10,4,9,0,13,13
390490079535,971,71,1,76,0,10,42,966,68,2,79,0,5,37
390490079541,1886,169,0,230,1,73,69,1878,169,1,232,0,70,77
390490079542,1281,284,3,129,4,54,54,1270,261,3,126,6,40,41
390490079543,1571,434,5,101,3,345,85,1601,451,6,99,1,362,108
390490079544,719,53,1,56,0,27,25,714,57,0,50,0,23,13
390490080001,3143,89,11,59,0,18,71,3139,86,12,62,0,18,72
390490080002,1050,12,2,17,0,7,11,1033,15,2,18,0,8,16
390490080003,893,1,1,10,0,4,12,905,0,2,12,0,3,7
390490081101,1096,63,1,6,0,80,43,1103,67,2,19,0,75,34
390490081102,426,72,2,5,0,52,20,419,72,1,9,0,42,25
390490081103,686,33,2,10,0,11,32,686,30,1,3,0,16,15
390490081104,636,125,3,9,0,11,23,630,135,5,12,0,12,37
390490081105,433,50,3,3,0,16,13,432,50,2,0,0,16,23
390490081201,869,81,7,12,0,263,43,876,79,8,8,0,250,57
390490081202,1128,66,4,22,0,120,62,1138,72,7,26,0,122,39
390490081203,943,42,5,0,0,100,21,937,39,4,1,0,107,19
390490081321,970,315,5,21,0,116,79,967,304,5,49,0,114,67
390490081322,1656,185,6,52,0,250,73,1645,187,4,24,1,252,92
390490081323,1108,87,0,29,0,30,27,1126,95,1,24,1,24,20
390490081324,1034,221,6,22,0,275,51,1031,217,7,24,0,277,61
390490081411,3247,257,4,162,1,115,93,3224,241,2,165,0,111,98
390490081412,1969,189,4,71,2,100,42,1994,195,7,58,3,106,52
390490081413,1227,38,9,2,0,16,28,1242,28,10,4,0,16,19
390490081421,2309,336,10,152,2,462,128,2312,335,13,145,2,449,116
390490081422,977,92,2,69,0,20,47,978,86,0,72,1,31,47
390490081423,1790,135,10,126,4,60,73,1788,145,7,130,5,63,81
390490081611,2505,461,17,51,3,168,174,2478,472,17,58,0,169,187
390490081612,558,5,5,6,0,7,7,547,1,4,3,0,5,10
390490081613,2451,401,16,58,2,147,127,2473,393,17,59,3,156,114
390490081621,1228,30,2,11,0,41,23,1231,33,3,10,0,46,11
390490081622,2206,174,6,107,1,68,93,2177,178,5,111,0,67,88
390490081623,696,151,11,17,3,467,42,693,153,10,12,6,473,59
390490081624,978,50,2,23,0,34,32,962,55,0,30,0,26,44
390490081625,2149,194,4,54,3,146,82,2201,184,5,44,1,145,62
390490081631,1016,225,11,79,0,328,81,1004,220,8,87,1,324,89
390490081632,1020,210,6,32,0,443,67,1039,215,9,23,0,442,57
390490081641,1100,361,3,22,3,297,70,1094,357,5,26,0,294,75
390490081642,1631,197,0,56,2,207,54,1636,196,1,54,0,207,63
390490082101,750,46,7,13,0,52,28,757,48,2,14,1,50,28
390490082102,871,167,3,54,1,177,40,866,166,7,54,2,179,36
390490082301,259,126,10,3,0,93,36,264,117,3,1,0,93,33
390490082302,482,369,12,2,0,255,96,476,380,22,2,0,257,97
390490082411,1192,336,11,21,3,191,75,1179,331,11,17,0,202,75
390490082412,756,37,6,1,0,131,17,768,42,3,5,6,119,14
390490082421,1057,152,2,115,1,176,54,1037,157,1,123,4,171,62
390490082422,1671,88,2,129,0,15,48,1684,69,2,112,0,8,23
390490082423,1377,202,6,163,0,132,47,1392,211,6,160,1,141,61
390490082424,834,53,4,16,0,59,28,828,52,2,24,0,56,38
390490083111,906,761,1,15,5,22,58,902,761,4,16,9,30,75
390490083112,1324,97,12,28,4,133,61,1350,91,6,30,0,120,39
390490083113,725,269,18,28,1,312,78,705,279,26,23,0,313,78
390490083121,459,406,6,34,22,94,69,460,418,2,28,17,78,58
390490083122,265,447,1,17,34,62,55,274,445,3,11,44,66,81
390490083123,861,75,1,30,7,58,23,838,55,1,49,0,55,23
390490083124,730,62,0,19,0,21,18,731,69,4,18,0,31,16
390490083125,659,80,9,57,0,99,26,662,82,5,53,0,103,25
390490083211,619,79,0,37,0,21,23,609,81,1,42,0,21,31
390490083212,720,72,3,29,1,10,22,718,63,1,32,0,21,14
390490083213,505,88,0,37,0,16,20,513,89,1,24,1,12,25
390490083221,626,129,4,16,0,30,29,633,118,3,9,0,35,36
390490083222,1360,115,4,14,0,33,44,1336,114,4,12,0,28,44
390490083223,956,93,8,48,1,42,37,978,105,1,61,0,36,27
390490083224,814,88,9,0,0,18,21,811,90,9,0,0,21,25
390490083301,1093,39,3,7,2,0,17,1094,43,5,10,0,2,13
390490083302,528,34,0,1,0,4,17,521,40,0,1,1,7,7
390490083401,1054,204,3,33,0,20,34,1058,210,1,31,0,16,46
390490083402,1973,373,15,84,0,89,114,1957,366,16,85,0,89,86
390490083403,1517,380,5,60,0,8,19,1519,391,10,63,0,6,38
390490083501,1631,512,12,52,8,230,113,1639,504,8,50,4,241,91
390490083502,731,1463,5,32,2,114,58,738,1432,11,35,3,129,92
390490083503,1063,427,7,35,3,123,61,1061,445,5,37,3,106,50
390490083601,1675,281,12,115,0,48,60,1688,287,14,107,1,51,58
390490083602,2313,220,9,46,0,58,90,2294,213,7,46,0,59,106
390490083603,1195,151,4,19,0,48,23,1197,153,5,21,0,37,22
390490083701,2201,51,5,27,0,20,33,2192,52,7,29,0,21,37
390490083702,2578,233,12,104,0,86,80,2580,230,13,100,0,83,94
390490083703,1793,56,5,21,0,30,46,1796,58,5,18,1,29,39
390490083801,1067,88,3,14,0,30,40,1050,74,4,25,0,34,29
390490083802,2411,238,4,56,0,49,75,2429,239,5,47,0,45,86
390490083803,630,665,6,2,0,20,15,629,677,5,1,0,22,16
390490084001,995,17,2,10,0,4,31,981,15,3,13,0,9,29
390490084002,1151,6,1,19,0,4,17,1161,5,0,17,0,3,17
390490084003,665,20,2,11,0,2,7,668,21,1,13,0,2,4
390490085001,624,16,1,1,0,6,17,631,15,1,10,0,8,11
390490085002,1013,19,3,22,0,7,23,1021,20,1,13,0,17,34
390490085003,769,6,3,7,0,10,10,757,8,4,8,2,2,8
390490085004,686,9,0,6,0,7,5,656,8,0,7,0,2,4
