GEOID10,H72003_dp,H72004_dp,H72005_dp,H72006_dp,H72007_dp,H72008_dp,H72009_dp,H72003_sf,H72004_sf,H72005_sf,H72006_sf,H72007_sf,H72008_sf,H72009_sf
390490038002017,0,1,0,0,0,0,1,0,2,0,0,0,0,2
390490038002018,7,29,0,0,0,0,1,7,33,0,1,0,0,0
390490038002019,21,50,0,0,0,0,0,26,50,0,1,0,1,0
390490038002020,11,0,0,0,0,0,3,11,5,0,0,0,0,0
390490038002021,1,11,0,0,0,0,0,7,15,0,0,0,1,0
390490038002022,18,18,0,0,0,0,0,13,15,0,0,0,0,0
390490038002023,4,25,0,0,0,0,0,0,21,1,0,0,0,0
390490038002024,4,2,0,1,0,0,1,0,5,0,0,0,0,0
390490038002025,8,11,0,0,0,0,0,10,11,0,0,0,0,3
390490038002026,0,2,0,0,0,0,0,3,4,0,0,0,0,0
390490038002027,14,13,0,0,0,0,0,11,17,0,1,0,0,0
390490038002028,1,7,0,0,0,1,0,4,4,0,0,0,0,0
390490038002029,18,8,0,0,0,0,1,8,7,0,0,0,0,0
390490038002030,2,11,0,0,0,3,0,2,8,0,0,0,0,0
390490038002031,9,2,0,0,0,0,1,10,5,0,0,0,0,0
390490038002032,5,10,0,0,0,0,0,4,10,0,0,0,0,1
390490038002033,6,11,0,0,0,0,1,5,0,0,0,0,0,0
390490038002034,10,7,0,0,0,0,0,13,5,0,0,0,0,0
390490038002035,3,1,0,0,0,0,1,9,2,0,0,0,0,1
390490038002036,13,7,0,0,0,0,0,16,8,0,0,0,0,1
390490038002037,3,5,0,0,0,0,4,3,0,0,0,0,0,0
390490038002038,8,0,1,0,0,0,0,9,3,0,0,0,0,0
390490038002039,9,9,0,0,0,0,3,6,8,0,3,0,0,6
390490038002040,7,18,0,0,0,0,2,2,18,0,0,0,0,0
390490038002041,4,17,0,0,0,0,0,5,24,1,0,0,1,0
390490038002042,10,3,0,0,0,0,0,11,0,0,0,0,0,0
390490038002043,3,3,0,0,0,0,2,3,0,0,0,0,0,0
390490038002044,0,0,0,0,0,0,1,5,2,0,0,0,0,0
390490038002045,10,4,2,0,0,0,1,10,6,0,0,0,0,0
390490038002046,0,4,0,0,0,0,0,4,7,0,0,0,0,0
390490038002047,2,36,0,0,0,0,0,4,29,0,0,0,0,0
390490038002048,7,0,0,0,0,0,0,2,0,0,0,0,0,1
390490038002049,8,5,0,0,0,0,0,10,3,0,0,0,0,0
390490038002050,4,8,0,0,0,0,0,2,7,0,0,0,0,1
390490038002052,3,9,0,1,0,0,0,3,10,0,0,0,0,0
390490038002053,5,5,0,0,0,0,0,8,0,0,0,0,0,0
390490038002054,20,8,0,2,0,0,0,11,7,0,0,0,0,1
390490038002055,21,25,0,0,0,0,2,18,20,0,0,0,0,0
390490038002056,12,8,0,0,0,0,0,18,9,0,0,0,0,5
390490038002057,24,0,0,0,0,0,0,18,0,0,1,0,0,0
390490038002058,27,38,0,0,0,0,0,28,45,0,0,0,0,1
390490038002059,6,5,0,0,0,0,1,13,6,0,0,0,0,0
390490040001015,22,9,0,3,0,0,1,24,6,0,2,0,0,2
390490040001016,2,0,0,5,0,2,1,0,2,0,0,0,0,0
390490040001017,2,0,0,0,0,0,7,0,2,0,0,0,0,0
390490040001022,47,54,0,2,0,0,1,45,54,0,0,0,0,2
390490040001026,2,0,0,0,0,0,0,0,1,0,0,0,0,0
390490040001034,1,4,0,0,0,0,1,2,3,0,0,0,0,0
390490040001039,0,0,0,4,0,0,3,8,0,0,0,0,0,3
390490040001040,20,0,0,0,0,0,2,17,1,0,1,0,0,2
390490040001042,206,146,0,7,0,1,13,212,139,1,6,0,4,13
390490040001043,100,121,0,2,0,0,1,96,120,2,3,0,1,8
390490040001045,0,0,0,1,0,2,1,9,0,0,1,0,0,0
390490040001046,12,32,0,0,0,0,6,15,32,1,0,0,1,7
390490040001047,54,2,0,0,0,0,5,44,3,0,5,0,0,4
390490040001048,11,1,0,4,0,0,3,6,1,0,0,0,0,1
390490040001054,12,0,0,0,0,2,0,14,0,0,0,0,0,0
390490040001058,7,0,0,2,0,1,0,9,0,0,0,0,0,1
390490040001060,12,0,4,0,0,0,0,18,0,0,0,0,1,2
390490040001061,9,15,0,1,0,0,0,7,11,0,0,0,1,0
390490040001062,137,57,0,13,0,1,0,138,63,0,15,0,2,5
390490040001064,56,2,0,0,0,0,8,59,3,0,4,0,0,2
390490040001066,45,70,3,0,0,1,4,43,77,2,1,0,1,13
390490040001067,9,6,0,0,0,0,0,9,8,0,0,0,0,0
390490040001090,116,10,0,1,0,0,1,115,7,0,8,0,1,0
390490040001097,86,8,1,4,0,2,1,88,8,0,4,0,1,0
390490040002000,3,7,0,0,0,2,1,11,9,0,0,0,1,0
390490040002005,84,6,0,8,0,5,1,84,6,1,6,0,4,3
390490040002007,12,2,0,2,0,0,1,15,0,0,0,0,1,1
390490040002009,12,6,0,0,0,4,3,8,2,0,0,0,0,0
390490040002012,30,0,0,0,0,0,0,35,4,0,0,0,0,1
390490040002015,136,13,0,9,0,0,2,128,11,0,8,0,1,10
390490040002017,7,0,0,0,0,1,0,5,2,0,0,0,0,2
390490040002018,0,0,0,0,0,0,2,0,0,0,1,0,0,0
390490040002020,6,1,0,0,0,0,0,2,2,0,0,0,0,1
390490040002021,286,66,0,20,0,2,10,288,72,2,24,0,5,9
390490040002022,27,0,0,7,0,0,0,24,0,0,5,0,0,0
390490040002026,63,4,0,4,0,2,0,65,7,0,6,0,0,2
390490040002027,0,0,0,0,0,0,1,1,0,0,1,0,0,0
390490040002028,28,7,0,1,0,1,1,28,9,0,1,0,2,1
390490040002029,50,12,1,0,0,0,0,44,9,0,1,0,0,6
390490040002030,5,2,0,0,0,0,2,5,0,0,0,0,0,0
390490040002033,29,2,0,5,0,0,1,32,1,0,4,0,3,0
390490040002034,4,0,0,0,0,0,2,3,0,0,0,0,0,0
390490040002035,16,18,0,1,0,1,2,15,18,1,1,0,0,0
390490040002036,84,9,0,1,0,1,1,86,8,0,2,0,1,4
390490040002037,3,7,0,0,0,0,0,0,4,0,0,0,0,0
390490040002038,1,4,0,1,0,0,0,6,0,0,0,0,0,0
390490040002043,3,4,0,2,0,0,0,4,7,0,0,0,0,0
390490040002055,3,0,0,0,0,0,0,1,0,0,0,0,0,0
390490040002057,26,70,0,0,0,0,0,29,72,0,1,0,0,0
390490040002064,5,0,0,0,0,0,0,1,1,0,0,0,0,0
390490040002065,0,1,0,0,0,0,0,0,0,0,1,0,0,0
390490042001003,10,0,0,0,0,0,0,4,0,0,0,0,0,1
390490042001013,4,7,0,0,0,0,0,0,1,0,0,0,0,0
390490042001015,4,16,0,0,0,0,7,0,19,0,0,0,1,4
390490042001016,6,10,0,0,0,0,0,3,0,0,0,0,0,0
390490042001017,7,3,0,0,0,0,0,10,4,0,0,0,0,0
390490042001018,1,0,0,0,0,0,2,9,0,0,0,0,0,0
390490042001019,13,1,4,0,0,4,3,17,3,0,0,0,0,0
390490042001026,4,24,0,0,0,0,0,4,27,0,0,0,4,0
390490042001027,5,0,0,0,0,0,1,8,0,1,0,0,0,0
390490042001029,5,0,0,0,0,0,3,3,0,0,0,0,0,0
390490042001030,12,11,0,0,0,0,0,10,12,0,0,0,0,2
390490042001031,162,215,0,0,0,0,15,170,218,2,1,0,3,20
390490042001034,4,3,0,0,0,0,0,5,0,0,0,0,0,1
390490042001037,0,6,0,0,0,0,0,0,9,0,0,0,0,0
390490042001038,17,0,0,0,0,0,1,9,0,0,0,0,0,0
390490042001042,6,27,0,0,0,0,0,11,46,0,0,0,0,1
390490042001044,17,3,0,0,0,0,1,15,4,0,0,0,0,0
390490042001045,4,7,0,0,0,0,0,6,0,0,0,0,0,0
390490042001046,10,14,0,0,0,0,2,9,10,0,0,0,0,2
390490042001050,0,3,1,0,0,0,0,3,0,0,0,0,0,0
390490042001051,17,0,0,0,0,1,1,12,0,0,0,0,0,0
390490042001052,10,1,0,0,0,0,1,6,0,0,0,2,0,0
390490042001068,2,6,0,0,0,0,1,4,0,1,0,0,0,0
390490042001069,7,4,0,0,0,0,1,5,0,0,0,0,0,0
390490042001071,2,4,0,0,0,0,0,6,0,0,0,0,0,0
390490042001072,8,0,0,0,0,2,0,6,0,0,0,0,0,0
390490042001074,10,0,0,0,0,0,1,6,0,0,0,0,0,0
390490042001075,23,1,0,0,0,0,1,18,2,0,0,0,0,0
390490042001076,17,31,0,0,0,0,2,27,30,0,0,0,0,3
390490042001077,44,140,0,0,0,0,0,48,137,1,0,0,0,5
390490042001078,41,0,0,0,0,0,0,41,3,0,0,0,0,4
390490042001080,30,252,0,0,0,0,8,28,264,0,0,0,1,18
390490043001001,64,3,0,0,0,0,3,65,2,0,0,0,0,2
390490043001002,417,18,1,40,0,1,4,419,19,0,44,0,4,10
390490043001004,62,1,0,5,0,0,2,56,2,0,9,0,0,1
390490043001005,119,5,0,12,0,8,1,120,4,0,10,0,0,0
390490043001010,516,14,0,56,0,0,20,516,15,0,60,1,4,15
390490043001012,268,12,0,27,0,3,0,270,8,1,23,0,5,4
390490043001013,75,3,0,12,0,0,0,79,2,0,8,0,2,0
390490043001014,76,3,0,5,0,0,2,79,2,0,6,0,2,7
390490043001015,125,0,0,0,0,0,3,119,1,1,2,0,0,3
390490043001016,728,6,0,33,0,11,11,722,14,1,31,0,3,19
390490043001019,62,0,2,8,0,0,3,58,1,0,13,0,0,0
390490043002005,2,0,0,0,0,0,0,0,0,0,0,0,0,1
390490043002006,1,0,0,0,0,0,1,2,0,0,0,0,0,0
390490043002014,206,2,0,9,0,0,2,207,3,0,9,1,1,1
390490043002015,131,3,0,17,1,8,0,131,6,0,12,0,9,0
390490043002016,219,4,0,6,0,0,3,224,4,0,6,0,6,4
390490043002029,12,3,0,0,0,1,0,13,0,0,0,0,0,0
390490043002059,2,0,0,4,0,1,1,3,0,0,0,0,0,1
390490043002061,1,7,0,2,0,0,2,0,0,0,0,0,3,0
390490043002062,7,0,0,0,0,1,1,2,0,0,1,0,0,0
390490043002068,12,3,0,1,0,3,5,16,3,0,0,0,0,0
390490043002069,42,4,0,0,0,3,0,41,0,0,0,0,0,1
390490043002070,65,0,0,0,0,0,10,67,0,0,0,0,0,6
390490043002071,72,23,0,2,0,4,3,73,29,0,0,0,4,8
390490043002077,22,4,0,0,0,0,0,23,4,0,0,0,0,0
390490043002078,3,3,0,0,0,1,6,7,0,0,0,0,0,0
390490043002081,59,11,0,0,0,5,2,52,19,0,0,0,6,13
390490043002082,45,2,0,0,0,0,6,46,2,0,0,0,0,0
390490043002083,32,2,1,0,0,8,1,25,0,0,0,0,10,4
390490043002085,10,2,0,0,0,7,2,9,1,0,0,0,0,0
390490043002088,5,3,0,0,1,1,1,3,0,0,0,0,0,0
390490043002089,2,18,0,0,0,1,3,14,19,0,0,0,0,8
390490043003000,55,24,0,2,0,2,5,49,29,0,0,0,0,2
390490043003001,49,18,1,0,0,7,5,55,8,0,0,0,6,7
390490043003002,60,7,0,0,0,2,2,67,10,0,0,0,7,0
390490043003003,61,13,0,0,0,0,6,66,14,0,0,0,0,6
390490043003004,63,1,0,4,0,2,4,60,0,0,5,0,4,2
390490043003005,91,9,1,0,0,3,6,88,8,1,0,0,9,1
390490043003006,64,7,0,0,0,0,1,61,9,1,0,0,5,6
390490043003007,61,14,0,0,1,3,7,62,12,2,1,0,0,0
390490043004000,72,8,0,2,0,0,0,69,15,1,0,0,0,5
390490043004001,63,4,2,0,0,2,8,60,3,0,4,0,3,0
390490043004003,132,86,1,5,0,12,1,128,81,2,8,0,13,8
390490043004004,34,9,0,3,0,1,3,22,1,0,4,0,0,0
390490043004005,47,0,0,2,0,1,3,50,1,0,0,0,1,3
390490043004006,94,19,0,3,0,1,16,98,23,2,0,0,2,16
390490043004007,109,71,3,4,0,0,4,116,72,0,5,0,0,10
390490043004008,44,44,0,0,0,0,7,42,52,1,0,0,0,2
390490045001000,19,0,0,0,0,2,3,11,2,0,0,0,0,0
390490045001002,130,13,0,0,0,1,12,129,15,0,0,0,5,11
390490045001006,31,2,0,0,0,0,0,29,5,1,0,0,0,1
390490045001007,20,10,0,0,0,0,3,14,0,0,0,0,0,1
390490045001008,91,13,0,2,0,0,0,90,9,0,3,0,0,0
390490045001009,55,11,0,0,0,0,0,54,11,0,0,0,0,2
390490045001010,83,29,0,0,0,3,5,84,30,1,0,0,1,7
390490045001011,103,7,0,0,0,1,6,104,7,0,0,0,1,6
390490045001012,111,6,0,0,0,5,4,118,3,0,0,0,4,8
390490045001013,32,1,0,0,0,1,7,29,3,0,0,0,0,4
390490045001014,31,2,0,3,0,3,2,39,4,0,2,0,8,1
390490045001015,61,17,0,0,0,0,3,59,17,0,2,0,0,4
390490045002001,93,106,0,0,0,0,1,92,102,2,0,0,1,3
390490045002002,50,0,0,2,0,3,1,47,4,0,1,0,0,1
390490045002004,38,14,0,0,0,0,7,30,12,0,0,0,0,1
390490045002005,13,6,1,0,0,1,0,21,3,0,1,0,0,7
390490045002010,40,12,0,0,0,2,4,36,18,0,0,0,3,10
390490045002011,33,2,0,0,0,1,10,36,2,0,0,0,1,13
390490045002012,48,14,0,0,0,0,6,43,7,0,0,0,0,0
390490045002013,29,5,0,0,0,0,2,34,6,0,0,0,0,0
390490045002014,19,12,0,0,0,0,12,25,9,0,0,0,0,8
390490045002015,39,2,0,0,0,10,1,42,7,0,0,0,13,0
390490045002016,46,0,0,0,0,1,0,52,0,0,0,0,0,0
390490045002017,84,29,2,0,0,8,7,95,30,0,1,0,6,7
390490045002018,31,7,5,0,0,5,3,40,0,0,0,0,0,0
390490045003000,66,11,0,0,0,0,1,67,11,0,2,0,0,2
390490045003001,38,10,0,0,0,0,6,40,8,0,0,0,0,3
390490045003002,50,12,2,0,0,12,2,52,15,1,0,0,10,5
390490045003003,116,12,0,8,0,5,10,120,10,0,8,0,8,7
390490045003004,22,2,1,2,0,0,1,23,0,1,3,0,1,3
390490045003005,48,0,0,0,0,0,2,46,0,0,0,0,0,5
390490045003006,56,12,0,1,0,4,8,59,11,0,1,0,11,11
390490045003007,73,13,0,0,0,0,0,73,15,0,0,0,0,2
390490045003008,65,11,0,0,0,0,5,69,7,0,0,0,0,16
390490045003009,27,6,0,0,0,0,2,28,0,0,0,0,0,2
390490045004000,157,16,0,0,0,6,3,148,20,0,0,0,8,1
390490045004001,0,1,0,5,0,0,0,4,0,0,0,0,0,0
390490045004002,66,3,0,0,0,3,8,58,2,0,1,0,4,1
390490045004003,47,1,0,2,0,2,9,41,4,1,0,0,0,4
390490045004004,74,15,0,0,0,0,8,75,27,0,0,0,1,7
390490045004005,82,13,0,5,0,0,12,78,17,2,5,0,0,10
390490045004006,62,5,0,0,0,0,1,52,2,0,0,0,0,0
390490045004007,93,17,0,0,0,4,1,94,16,1,0,0,0,3
390490045004008,71,6,0,7,0,5,4,66,7,5,7,0,0,8
390490045004009,52,17,1,0,0,4,3,54,19,1,0,0,0,0
390490045005000,24,4,0,0,0,2,1,23,5,0,0,0,0,3
390490045005002,74,4,0,2,0,0,2,78,7,6,0,0,0,6
390490045005004,86,5,0,0,0,0,1,83,7,0,0,0,1,3
390490045005005,71,11,3,0,0,0,3,64,16,0,0,0,0,6
390490045005006,66,13,0,0,0,0,0,66,12,0,0,0,0,2
390490045005007,90,5,0,0,0,5,6,82,8,0,0,0,0,11
390490045005008,61,2,0,2,0,1,2,61,4,1,0,0,0,6
390490045005009,61,5,0,0,0,0,0,62,9,0,0,0,0,1
390490045005010,63,8,0,0,0,0,0,70,4,0,0,0,1,1
390490045005011,49,4,0,4,0,6,0,45,4,1,0,0,3,1
390490045005012,114,17,0,0,0,2,4,118,15,1,2,0,0,1
390490045005013,51,5,2,5,0,1,5,55,4,1,5,0,4,1
390490045005014,8,7,0,0,0,0,1,1,1,0,0,0,0,1
390490045005015,30,0,2,0,0,0,2,33,0,0,0,0,0,0
390490045005017,93,5,0,2,0,5,6,88,6,0,0,0,2,1
390490045005018,19,8,0,0,0,1,2,22,6,0,0,0,1,0
390490045005019,56,9,0,0,0,0,5,56,15,0,1,0,0,4
390490045005020,41,9,0,7,0,0,1,43,9,0,7,0,0,4
390490045005021,64,7,0,0,0,3,6,63,7,0,7,0,10,3
390490045005022,64,15,3,0,0,0,4,67,6,0,0,0,4,3
390490045005023,72,5,1,0,0,1,1,66,10,1,0,0,0,3
390490045005024,77,19,0,0,0,1,3,80,15,0,0,0,5,3
390490045005025,61,0,1,0,0,2,1,64,3,0,0,0,0,0
390490045005026,26,3,0,1,0,6,2,27,3,0,3,0,6,1
390490045005027,3,1,0,1,0,1,4,2,0,0,0,0,0,0
390490046101000,59,1,0,0,0,3,4,58,0,0,0,0,3,0
390490046101001,46,0,0,0,0,0,0,44,0,0,0,0,0,1
390490046101002,29,5,0,0,0,5,1,36,0,0,0,0,0,0
390490046101003,64,1,0,0,0,1,0,52,4,0,0,0,8,2
390490046101004,31,1,0,1,0,0,2,35,6,0,0,0,0,0
390490046101005,57,7,0,0,0,0,6,57,3,0,0,0,0,0
390490046101006,63,5,5,1,0,5,1,59,6,1,0,0,0,5
390490046101007,56,1,1,0,0,0,1,56,0,0,0,0,0,0
390490046101008,74,0,0,0,0,0,1,75,0,3,0,0,0,5
390490046101009,87,6,0,0,0,1,0,87,4,0,0,0,0,0
390490046101010,97,5,0,0,0,0,0,86,5,0,1,0,2,4
390490046101011,18,2,0,1,0,0,2,21,0,0,0,1,0,0
390490046101012,51,3,0,0,0,1,2,49,2,0,0,0,0,0
390490046101013,74,1,0,0,0,0,3,77,2,0,0,0,0,0
390490046102000,80,2,0,0,0,0,1,80,2,0,0,0,0,3
390490046102001,38,0,0,0,0,0,3,40,4,0,1,0,1,6
390490046102002,92,3,0,0,0,4,12,90,9,0,0,0,4,11
390490046102004,47,2,0,0,0,0,3,47,5,0,0,0,0,4
390490046102005,80,4,0,0,0,0,0,85,6,0,3,0,0,0
390490046102006,53,6,0,0,0,0,1,50,4,0,0,0,7,1
390490046102008,4,0,0,0,0,0,1,1,0,0,0,0,0,0
390490046102009,40,2,0,2,0,5,1,38,3,1,0,0,0,0
390490046102010,30,13,0,0,0,3,2,50,10,0,1,0,0,0
390490046102011,24,0,0,0,0,7,5,25,0,0,0,0,9,6
390490046102012,31,0,0,0,0,3,0,30,2,0,0,0,3,0
390490046102013,42,4,0,4,0,0,5,42,4,0,0,0,6,4
390490046102014,12,2,0,0,0,1,0,11,0,0,0,0,0,0
390490046102015,42,3,0,0,0,2,0,42,1,0,0,0,0,1
390490046103000,72,1,0,0,0,0,2,73,4,0,0,0,0,0
390490046103001,73,3,0,0,0,0,2,66,3,0,0,0,0,0
390490046103002,75,7,0,3,0,0,2,76,5,1,2,0,0,1
390490046103003,55,12,0,0,0,3,5,70,10,0,0,0,0,12
390490046103004,61,7,0,0,0,2,4,53,6,0,0,0,1,1
390490046103005,50,7,0,0,0,3,0,63,9,0,0,0,0,1
390490046103006,61,4,0,0,0,0,1,53,5,0,0,0,3,1
390490046103007,62,7,0,0,0,0,8,61,1,0,2,0,0,16
390490046103008,61,1,0,0,0,0,1,65,3,0,0,0,0,0
390490046103009,53,0,0,0,0,1,3,50,0,0,0,0,0,0
390490046103010,34,0,0,0,0,1,1,34,0,0,0,0,0,0
390490046103011,67,5,1,0,0,0,7,71,5,3,0,0,3,3
390490046103013,61,5,0,0,0,0,1,57,4,0,1,0,0,0
390490046104000,43,2,1,0,0,0,3,42,3,0,0,0,0,0
390490046104001,67,0,0,0,0,0,0,64,2,0,2,0,0,3
390490046104002,42,7,0,1,0,2,2,46,4,0,0,0,2,0
390490046104003,48,7,0,1,0,1,0,46,4,0,1,0,0,0
390490046104004,57,12,0,2,0,2,1,57,8,0,3,0,0,1
390490046104005,17,3,0,2,0,15,0,13,5,0,0,0,19,0
390490046104006,67,6,0,0,0,0,1,72,3,0,0,0,2,2
390490046104007,95,7,0,0,0,0,2,92,8,0,0,0,1,4
390490046104008,51,2,0,0,0,0,5,53,0,0,0,0,0,0
390490046104009,36,3,0,0,0,1,3,32,6,0,3,0,0,3
390490046104010,65,0,0,0,0,3,2,66,0,1,0,0,1,0
390490046104011,58,0,1,2,0,0,1,63,1,0,0,0,0,0
390490046104012,43,3,0,13,0,0,0,39,7,1,15,0,0,4
390490046104013,50,0,0,0,0,0,4,48,1,0,0,0,1,3
390490046201000,58,41,3,5,0,3,14,57,40,1,1,0,2,9
390490046201001,93,20,0,0,0,8,10,95,17,0,0,0,4,15
390490046201002,104,17,0,2,0,0,10,99,20,0,0,0,0,10
390490046201003,63,6,0,7,0,1,3,70,3,0,11,0,0,1
390490046201004,75,18,1,0,0,5,3,71,22,0,0,0,5,4
390490046201005,59,14,0,1,0,3,8,59,14,0,2,0,0,4
390490046201006,49,19,0,1,0,6,13,43,18,1,0,0,15,2
390490046201007,86,4,0,0,0,4,1,93,7,0,0,0,8,6
390490046202000,147,6,0,0,0,3,7,136,9,0,0,0,0,23
390490046202001,60,15,0,3,0,2,7,62,18,3,2,0,3,9
390490046202002,70,34,0,0,0,14,1,70,33,0,1,0,8,3
390490046202003,90,26,0,17,0,8,2,80,16,0,15,0,6,2
390490046202004,87,13,0,0,0,1,6,88,18,1,2,0,5,1
390490046202005,105,7,0,0,0,18,2,98,2,0,0,0,15,6
390490046202006,81,10,0,0,0,7,3,86,11,0,0,0,8,11
390490046202007,67,20,0,2,0,6,4,70,24,0,0,0,0,6
390490046202008,43,0,0,0,0,4,4,42,0,0,0,0,7,0
390490046203000,61,18,0,0,0,11,6,62,20,0,4,0,13,11
390490046203001,29,9,0,2,0,2,2,32,7,0,4,0,1,4
390490046203002,47,3,0,6,0,4,3,44,2,0,1,0,0,1
390490046203003,58,16,0,6,0,2,11,63,23,0,10,0,0,13
390490046203004,61,13,4,3,0,3,3,55,10,1,0,0,3,2
390490046203005,32,7,0,0,0,2,6,35,4,3,2,0,0,3
390490046203006,71,14,0,3,0,4,8,69,11,0,0,0,3,9
390490046203007,124,5,0,2,0,0,12,118,8,1,6,0,16,8
390490046203008,113,15,0,0,0,5,9,114,18,2,0,0,5,9
390490047001000,76,77,0,0,0,3,7,77,77,2,1,0,7,17
390490047001001,76,61,0,4,0,0,10,74,62,0,3,0,0,15
390490047001002,64,39,0,1,0,6,4,61,35,0,10,0,7,2
390490047001003,17,17,0,0,0,2,5,21,18,1,0,0,6,9
390490047001004,12,24,0,0,0,0,13,10,27,1,0,0,0,12
390490047001005,19,13,2,2,0,1,10,19,25,0,0,0,0,10
390490047001006,12,4,0,3,0,23,4,16,6,0,0,0,22,4
390490047002000,56,66,0,0,0,0,7,53,67,0,1,0,0,7
390490047002001,53,74,2,0,0,12,3,54,66,0,0,0,15,3
390490047002002,38,25,2,2,0,0,10,34,27,0,0,0,0,11
390490047002003,16,9,0,0,0,2,4,17,8,0,0,0,0,0
390490047002004,7,12,0,0,0,0,1,12,12,0,0,0,5,0
390490047002005,27,61,0,0,0,0,10,38,58,1,2,0,6,6
390490047002006,9,1,0,0,0,0,3,8,2,0,0,0,0,1
390490047002007,18,32,0,14,0,5,11,19,25,0,19,0,5,10
390490047002008,42,28,1,7,0,1,1,40,34,2,2,0,4,1
390490047002009,6,21,0,0,0,8,4,6,19,0,0,0,5,1
390490047002010,19,37,2,0,0,6,1,11,35,0,0,0,4,0
390490047002011,21,22,0,0,0,3,12,23,14,0,0,0,8,10
390490047002012,19,12,0,0,0,5,17,8,12,0,0,0,0,8
390490047002013,0,5,1,8,0,3,3,10,12,0,0,0,0,0
390490047002014,47,48,0,1,0,5,4,49,47,0,0,0,8,8
390490047002015,41,31,0,0,0,0,5,49,34,0,0,0,0,5
390490047002016,25,9,0,1,0,0,2,26,11,0,2,0,0,3
390490047002017,12,24,2,0,0,0,1,8,22,0,0,0,0,3
390490047002018,4,25,0,0,0,6,1,5,28,0,0,0,1,4
390490047002019,25,42,0,0,0,0,4,25,32,0,2,0,0,0
390490047003000,23,5,6,0,0,2,3,16,1,7,0,0,0,2
390490047003001,58,61,1,0,0,0,11,72,49,1,4,0,6,19
390490047003002,63,48,1,1,0,8,1,59,51,2,0,0,5,5
390490047003003,86,35,1,0,0,4,10,87,35,3,0,0,0,5
390490047003004,51,21,0,9,0,20,1,47,19,0,14,1,31,2
390490047003005,7,15,0,2,0,6,11,10,25,5,0,0,0,0
390490047003006,28,18,1,4,0,9,0,18,15,0,0,0,4,0
390490047003007,17,19,1,0,0,0,5,14,18,0,1,0,0,3
390490047003008,18,16,0,0,0,2,5,22,15,0,0,0,0,0
390490047004000,41,48,0,0,0,4,7,44,48,0,0,0,1,10
390490047004001,43,26,0,6,0,0,15,40,31,0,0,0,0,19
390490047004002,61,23,4,0,0,2,8,65,30,0,0,0,2,7
390490047004003,45,22,0,0,0,2,0,46,19,0,0,0,0,5
390490047004004,68,19,0,0,0,17,3,66,18,0,0,0,14,8
390490047004005,98,42,3,0,0,5,0,99,46,0,0,0,6,6
390490047004006,29,60,0,0,0,1,7,30,66,0,0,0,0,6
390490047005000,62,35,0,0,0,4,4,62,37,3,0,0,0,3
390490047005001,87,30,0,0,0,6,9,83,32,6,0,0,0,15
390490047005002,79,9,1,0,0,8,5,75,14,1,1,0,8,6
390490047005003,86,4,0,4,0,8,1,81,3,0,1,2,15,1
390490047005004,59,7,0,2,0,0,0,65,7,0,0,0,0,4
390490047005005,24,25,0,11,0,2,19,31,29,0,17,0,6,10
390490047005006,73,27,2,1,0,0,6,72,27,0,0,0,4,0
390490047005007,88,17,1,2,0,6,8,80,18,0,0,0,0,4
390490047005008,100,17,0,0,0,0,11,97,14,0,0,0,0,12
390490047006000,76,22,1,0,0,13,7,75,18,0,0,0,12,8
390490047006001,79,14,1,2,0,4,5,72,16,0,0,0,0,16
390490047006002,106,0,3,0,0,4,4,107,0,0,0,0,6,5
390490047006003,97,4,0,0,0,6,8,104,10,0,0,0,5,3
390490047006004,87,11,0,0,0,6,13,91,1,1,1,0,9,14
390490047006005,94,31,0,0,0,10,9,94,28,0,0,0,10,4
390490048101000,56,11,0,5,0,0,2,67,9,4,11,0,1,0
390490048101001,49,1,0,3,0,3,0,50,0,0,2,0,0,0
390490048101002,55,12,0,2,0,0,0,50,4,0,2,0,0,4
390490048101003,57,18,1,0,0,4,3,59,22,0,4,0,0,8
390490048101004,14,6,1,7,0,0,0,12,9,0,0,0,0,1
390490048101005,78,28,0,0,0,2,9,70,24,0,4,0,5,11
390490048101006,31,4,0,2,0,0,2,31,3,0,0,0,4,0
390490048101007,120,20,0,8,0,0,0,128,22,0,14,0,0,11
390490048101008,39,3,2,1,0,3,3,39,3,2,0,0,4,2
390490048101009,54,9,0,0,0,7,8,47,14,0,0,0,3,4
390490048101010,62,0,1,1,0,4,1,65,5,0,0,0,2,1
390490048101011,71,10,0,11,0,2,0,66,14,0,7,0,8,0
390490048101012,70,10,0,0,0,0,3,70,6,0,0,0,2,1
390490048102000,58,16,0,1,0,0,2,62,15,0,0,0,0,3
390490048102001,55,15,3,0,0,1,5,56,14,0,0,0,5,2
390490048102002,43,6,0,0,0,2,1,37,7,0,0,0,6,3
390490048102003,28,9,0,1,0,5,5,28,5,1,0,0,0,0
390490048102004,20,8,0,2,0,5,2,23,10,0,0,0,0,0
390490048102005,17,1,0,6,0,1,4,20,0,0,5,0,0,0
390490048102006,46,0,0,2,0,7,0,44,0,0,1,0,1,0
390490048102007,48,4,0,0,0,0,1,48,1,0,0,0,0,1
390490048102008,59,3,0,1,0,1,3,51,5,0,0,0,5,2
390490048102009,56,0,0,0,0,3,0,60,7,0,0,0,9,1
390490048102010,57,3,0,0,0,0,0,61,8,0,0,0,2,1
390490048102011,54,3,0,0,0,4,0,46,8,2,1,0,0,1
390490048103000,49,4,0,1,0,0,7,50,6,0,0,0,2,3
