GEOID10,obj
390490079212022,13.0
390490079212023,0.0
390490079212024,0.0
390490080001000,0.0
390490080001001,0.0
390490080001002,0.0
390490080001003,0.0
390490080001004,0.0
390490080002000,0.0
390490080002001,0.0
390490080002002,0.0
390490080002003,0.0
390490080002004,0.0
390490080002005,0.0
390490080002006,0.0
390490080002007,0.0
390490080002008,0.0
390490080002009,0.0
390490080002011,0.0
390490080002014,0.0
390490080002015,0.0
390490080002016,0.0
390490080002017,0.0
390490080002018,0.0
390490080002019,0.0
390490080002020,0.0
390490080002024,0.0
390490080002025,0.0
390490080002026,0.0
390490080002027,0.0
390490080002028,0.0
390490080002029,0.0
390490080002030,0.0
390490080002031,0.0
390490080002032,19.0
390490080002033,0.0
390490080002034,0.0
390490080002037,0.0
390490080002038,0.0
390490080002039,0.0
390490080002040,13.0
390490080002041,0.0
390490080002042,0.0
390490080002043,1.0
390490080002044,0.0
390490080002045,0.0
390490080002046,0.0
390490080002047,0.0
390490080002053,1.0
390490080002057,0.0
390490080002058,0.0
390490080003000,0.0
390490080003001,0.0
390490080003002,0.0
390490080003003,0.0
390490080003004,0.0
390490080003005,0.0
390490080003006,0.0
390490080003007,0.0
390490080003008,0.0
390490080003009,0.0
390490080003010,0.0
390490080003011,0.0
390490080003012,0.0
390490080003013,0.0
390490080003014,1.0
390490080003015,0.0
390490080003016,0.0
390490080003017,0.0
390490080003018,1.0
390490080003019,0.0
390490080003020,0.0
390490080003021,13.0
390490080003022,0.0
390490080003023,0.0
390490080003024,0.0
390490080003025,0.0
390490080003026,0.0
390490080003027,0.0
390490081411014,0.0
390490081411015,0.0
390490081411016,0.0
390490003101001,0.0
390490003101002,0.0
390490003101003,0.0
390490003101004,0.0
390490003101007,0.0
390490008201000,0.0
390490008201004,0.0
390490008201011,0.0
390490008201012,0.0
390490008201013,0.0
390490008201014,0.0
390490008201015,0.0
390490011221015,0.0
390490011221016,0.0
390490011221022,0.0
390490011221042,0.0
390490011221043,0.0
390490011221050,0.0
390490011221051,0.0
390490011221052,0.0
390490011221053,0.0
390490011221054,0.0
390490011221056,0.0
390490019012007,0.0
390490019012008,0.0
390490019012009,0.0
390490019012010,0.0
390490019012011,0.0
390490019012012,0.0
390490019012015,0.0
390490019012017,0.0
390490019021001,13.0
390490019021002,0.0
390490025103044,0.0
390490025103045,0.0
390490025103046,0.0
390490075311019,0.0
390490075311027,0.0
390490075311030,0.0
390490075311031,0.0
390490075311032,0.0
390490075341011,0.0
390490075341012,4.0
390490075341014,0.0
390490075341015,0.0
390490075341018,0.0
390490075341028,34.0
390490075341031,1.0
390490075341032,0.0
390490075342012,0.0
390490077101000,0.0
390490077101001,1.0
390490077101006,0.0
390490077101007,0.0
390490077101008,0.0
390490077101009,0.0
390490077101011,0.0
390490077101012,0.0
390490077101013,0.0
390490077101014,43.0
390490077101016,0.0
390490077101017,4.0
390490077101020,0.0
390490077101022,8.0
390490077101023,0.0
390490077101026,0.0
390490077102000,0.0
390490077102002,0.0
390490077102013,0.0
390490077102014,0.0
390490077103006,16.0
390490077103007,1.0
390490077104000,4.0
390490077211001,0.0
390490077211005,0.0
390490077211006,0.0
390490077211010,0.0
390490077211011,1.0
390490077211013,1.0
390490077211015,0.0
390490077211016,0.0
390490077211017,0.0
390490077211018,0.0
390490077211022,0.0
390490077211023,0.0
390490077211024,1.0
390490077211025,0.0
390490077214003,0.0
390490077214004,0.0
390490077214005,0.0
390490077214006,8.0
390490077214007,16.0
390490077214008,4.0
390490077214009,17.0
390490077214010,0.0
390490077221000,0.0
390490077221001,4.0
390490077221002,0.0
390490077221003,0.0
390490077221006,0.0
390490077221007,0.0
390490077221008,0.0
390490077221009,0.0
390490077221010,1.0
390490077221011,0.0
390490077221014,0.0
390490077222003,13.0
390490077222004,0.0
390490077222005,13.0
390490077222006,13.0
390490077222007,0.0
390490077222011,0.0
390490077222012,35.0
