TRACT,detail,va_race,race
39059977100,7,4,0
39059977200,5,4,0
39059977300,8,5,1
39059977400,7,6,1
39059977500,6,5,0
39059977600,7,3,1
39059977700,4,3,0
39059977800,7,5,0
39059977900,6,5,1
39059978000,5,2,0
