White,Black,AIAN,Asian,NHPI,Other race alone,Two or more races,total_pop,total_true
32,0,0,0,0,0,0,32,0
64,27,0,11,0,0,0,102,0
66,8,0,1,0,0,0,75,1
11,0,0,0,0,0,1,12,1
109,30,0,0,0,0,5,144,0
1,0,0,1,0,0,2,4,0
70,53,1,4,0,0,2,130,1
48,23,2,9,0,2,0,84,0
20,18,0,4,0,0,2,44,0
17,9,0,1,0,0,1,28,0
187,82,0,15,0,0,12,296,0
31,14,0,5,0,0,0,50,0
205,402,4,6,0,4,38,659,0
91,16,0,0,0,0,5,112,0
45,6,0,1,0,0,1,53,0
53,20,0,0,0,3,1,77,0
5,9,0,0,0,0,6,20,0
126,114,2,31,0,8,19,300,0
39,27,0,2,0,2,1,71,0
10,77,0,0,0,0,13,100,0
5,0,0,0,0,1,0,6,0
15,13,0,2,0,0,2,32,0
88,170,0,2,0,4,17,281,0
38,80,0,0,0,0,5,123,0
48,46,0,0,0,9,10,113,0
98,7,0,0,0,0,3,108,0
16,18,0,0,0,0,5,39,0
176,13,0,1,0,3,1,194,0
29,4,0,0,0,0,0,33,0
26,100,1,0,0,0,15,142,0
20,0,0,0,0,0,0,20,0
192,12,2,9,0,0,6,221,0
30,19,0,0,0,1,0,50,1
53,18,2,0,0,0,0,73,0
11,0,0,0,0,0,0,11,0
186,11,0,0,0,0,10,207,0
81,0,0,0,0,0,0,81,0
65,2,0,0,0,0,5,72,0
66,0,0,0,0,5,3,74,0
72,4,0,0,0,0,1,77,0
49,0,0,0,0,0,0,49,0
14,30,0,0,0,0,2,46,0
328,130,3,9,0,5,24,499,0
10,5,0,0,0,0,0,15,0
62,19,0,2,1,0,4,88,0
18,4,0,0,0,1,2,25,0
16,6,0,0,0,0,0,22,0
46,0,0,0,0,0,0,46,0
78,1,0,0,0,0,7,86,0
75,2,1,4,0,0,0,82,0
78,4,0,0,0,0,0,82,0
48,1,0,0,0,0,1,50,1
65,5,0,0,0,4,3,77,0
98,5,1,0,0,1,4,109,0
122,0,0,2,0,0,0,124,0
89,3,0,0,0,6,0,98,0
47,1,0,0,0,0,7,55,0
78,3,0,0,0,3,4,88,0
25,0,0,0,0,0,9,34,0
99,5,0,0,0,0,3,107,0
55,1,0,0,0,0,0,56,0
23,0,0,0,0,0,0,23,0
18,10,0,0,0,0,0,28,0
22,1,0,5,0,0,0,28,0
40,9,0,0,0,0,3,52,0
278,29,2,1,0,5,18,333,0
42,3,0,5,0,0,12,62,0
38,6,0,0,0,1,5,50,1
28,6,0,0,0,4,5,43,0
40,0,0,1,0,0,2,43,0
39,11,0,0,0,0,1,51,0
43,0,0,0,0,0,5,48,0
39,7,0,0,0,0,3,49,0
60,7,0,0,0,6,5,78,0
57,6,0,0,0,0,4,67,0
109,42,0,1,0,0,4,156,0
85,13,0,1,0,0,0,99,0
42,0,0,4,0,3,0,49,0
67,1,0,0,0,0,0,68,0
48,11,0,0,0,0,5,64,0
56,12,0,0,0,5,0,73,0
29,10,0,0,0,0,2,41,0
66,4,1,1,0,0,6,78,0
73,20,0,0,7,6,6,112,0
50,15,0,1,0,0,5,71,0
37,8,0,0,0,0,0,45,0
27,0,0,0,0,2,0,29,0
104,148,1,3,0,10,9,275,0
67,104,0,0,0,4,4,179,0
46,11,0,0,1,0,0,58,0
66,3,1,2,0,0,0,72,0
36,3,0,0,0,0,3,42,0
37,12,0,0,0,0,6,55,0
36,2,0,0,0,2,1,41,0
59,7,0,0,0,1,0,67,0
58,0,0,0,0,0,2,60,0
55,7,0,0,0,1,11,74,0
39,9,0,1,0,6,4,59,1
34,4,0,0,0,0,0,38,0
168,232,6,6,1,11,40,464,0
15,16,0,0,0,0,1,32,0
70,5,0,0,0,0,2,77,0
47,13,0,0,0,0,1,61,0
46,5,0,0,0,0,1,52,0
44,1,1,0,0,0,1,47,0
72,11,1,2,0,0,9,95,0
24,113,0,0,0,14,1,152,0
31,1,0,2,0,0,2,36,1
45,5,0,0,0,2,6,58,0
247,45,1,5,0,3,2,303,0
48,0,0,0,0,0,1,49,0
55,43,0,1,0,2,3,104,0
92,22,0,2,0,0,8,124,0
38,0,0,1,0,1,1,41,0
49,2,0,0,0,0,0,51,0
105,1,0,0,0,0,0,106,0
50,0,0,0,0,0,0,50,0
78,17,0,0,0,0,2,97,0
84,3,0,0,0,1,0,88,1
190,13,1,0,0,0,7,211,0
159,90,0,0,0,3,10,262,0
88,7,1,1,0,0,3,100,0
21,1,0,0,0,0,0,22,0
24,0,0,0,0,0,0,24,0
121,7,1,4,0,0,2,135,0
50,4,0,0,0,0,3,57,0
36,9,0,0,0,0,0,45,0
20,0,0,0,0,0,0,20,0
32,2,0,0,0,2,0,36,0
5,0,0,0,0,0,0,5,0
46,5,0,0,0,0,0,51,0
18,0,0,0,0,0,0,18,0
51,2,0,0,0,2,6,61,0
77,7,0,0,0,0,1,85,0
0,3,0,0,0,0,0,3,0
2,0,0,0,0,0,0,2,0
5,0,0,0,0,0,0,5,0
5,0,0,0,0,0,0,5,0
7,0,0,0,0,0,0,7,0
17,0,0,0,0,0,0,17,0
6,0,0,0,0,0,0,6,0
12,0,0,0,0,0,0,12,0
35,0,0,0,0,0,0,35,0
2,0,0,0,0,0,0,2,0
6,0,0,0,0,0,0,6,0
12,0,0,0,0,0,0,12,0
50,8,0,0,0,0,5,63,0
40,0,0,0,0,0,2,42,0
19,0,0,0,0,0,0,19,0
42,4,0,0,0,0,1,47,0
127,37,0,2,0,0,5,171,0
5,0,0,0,0,0,0,5,0
111,17,0,0,0,0,2,130,0
11,1,0,0,0,0,3,15,1
34,16,0,12,0,0,2,64,0
41,23,0,4,0,0,2,70,0
277,111,0,20,0,2,12,422,0
43,6,0,0,0,0,3,52,0
16,6,0,0,0,0,0,22,0
20,5,0,0,0,0,0,25,0
19,0,0,1,0,0,0,20,0
32,5,2,1,0,0,3,43,0
81,50,1,8,0,0,4,144,0
17,25,0,6,0,2,4,54,0
45,17,0,12,0,0,2,76,0
240,64,1,1,0,2,11,319,0
178,39,0,4,0,4,2,227,0
31,3,0,0,0,0,0,34,0
32,5,0,2,0,0,0,39,0
82,9,0,1,0,0,2,94,1
370,598,0,4,0,13,30,1015,0
96,82,0,2,0,3,18,201,0
13,17,0,0,0,0,0,30,0
21,24,0,0,1,0,5,51,0
32,50,0,0,0,0,0,82,0
28,22,1,0,0,7,0,58,0
49,53,1,0,0,1,2,106,1
31,9,0,4,0,0,0,44,0
152,167,3,0,0,42,32,396,0
78,31,0,2,0,3,3,117,0
35,39,0,0,0,3,4,81,0
33,28,3,0,0,0,4,68,0
33,20,0,0,0,0,0,53,0
59,33,0,2,0,0,11,105,0
27,83,0,0,0,8,5,123,0
54,33,0,0,0,17,5,109,0
40,47,0,0,0,16,8,111,0
1,13,0,0,0,0,0,14,0
2,0,0,0,0,0,0,2,0
76,2,0,0,0,0,0,78,0
30,6,0,0,0,0,0,36,0
7,0,0,0,0,0,0,7,0
4,0,0,0,0,0,0,4,0
67,7,0,0,0,0,3,77,0
235,20,1,2,0,0,5,263,0
4,0,0,0,0,0,0,4,0
0,1,0,0,0,0,0,1,0
27,9,0,2,0,0,0,38,0
2,0,0,0,0,0,0,2,0
291,41,0,9,8,0,9,358,0
38,5,0,4,0,0,0,47,0
157,81,3,3,0,0,24,268,0
99,5,0,0,0,5,5,114,0
38,22,0,0,0,0,0,60,0
66,33,0,14,0,2,9,124,0
39,31,0,0,0,0,5,75,0
22,12,0,0,0,0,0,34,0
33,7,0,0,0,0,0,40,0
49,8,1,0,0,0,3,61,0
5,0,0,0,0,0,0,5,0
21,22,0,6,0,0,4,53,0
2,0,0,0,0,0,0,2,0
134,11,0,0,0,0,0,145,0
63,13,0,0,0,0,5,81,0
46,0,0,0,0,0,0,46,0
5,0,0,0,0,0,0,5,0
6,0,0,0,0,0,0,6,0
1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,1,0
71,6,0,0,0,0,0,77,0
14,0,0,0,0,0,2,16,0
11,0,0,0,0,0,1,12,0
2,1,0,4,0,0,3,10,1
6,1,0,0,0,0,0,7,0
3,2,0,0,0,0,0,5,0
3,0,0,0,0,0,0,3,0
32,6,0,2,0,0,4,44,0
2,0,0,0,0,0,0,2,0
10,0,1,0,0,0,1,12,1
45,37,4,0,0,0,0,86,0
3,0,0,0,0,0,0,3,0
1,0,0,0,0,0,0,1,0
7,0,0,0,0,1,2,10,0
71,33,0,10,0,0,0,114,0
34,18,0,6,0,0,0,58,0
70,15,0,5,0,0,1,91,0
31,14,0,0,0,0,0,45,0
38,59,0,4,0,0,4,105,0
43,39,0,7,0,0,3,92,0
98,41,0,3,0,2,0,144,0
26,11,0,5,0,0,0,42,0
6,8,0,0,0,0,0,14,0
11,1,0,0,0,0,2,14,0
69,15,0,0,0,3,0,87,0
157,28,0,6,0,3,12,206,0
39,20,0,0,0,1,1,61,1
24,44,0,5,0,0,6,79,0
71,14,0,0,0,0,6,91,0
63,9,0,3,0,0,5,80,0
27,6,0,4,0,0,0,37,0
30,1,0,0,0,0,2,33,0
546,52,2,8,0,11,27,646,0
0,2,0,0,0,0,0,2,0
61,10,0,2,0,2,0,75,0
69,0,4,0,0,7,3,83,0
73,0,0,0,0,4,0,77,0
5,0,0,0,0,0,0,5,0
28,3,0,0,0,0,0,31,0
14,0,0,0,0,3,0,17,0
2,0,0,0,0,0,0,2,0
29,0,0,0,0,8,0,37,0
2,0,0,0,0,0,1,3,1
45,5,0,0,0,0,5,55,0
34,0,0,5,0,0,0,39,0
23,0,0,0,0,0,0,23,0
3,3,0,0,0,0,0,6,0
8,2,0,0,0,0,0,10,0
44,1,0,0,0,3,1,49,0
57,12,0,0,0,1,2,72,1
86,8,0,0,0,0,4,98,0
50,4,0,0,0,0,3,57,0
25,3,0,0,0,0,0,28,0
116,29,0,1,0,0,10,156,0
47,3,0,1,0,1,0,52,0
27,0,0,0,0,0,0,27,0
35,3,0,2,0,0,0,40,0
20,18,0,4,0,1,0,43,0
106,14,1,0,0,6,7,134,0
36,24,0,0,5,0,5,70,0
20,10,0,0,0,0,2,32,0
113,28,0,0,0,1,4,146,0
173,78,0,8,0,3,12,274,0
107,8,0,0,0,1,2,118,1
32,2,1,0,0,0,0,35,0
20,10,0,1,0,0,1,32,0
120,15,0,0,0,9,8,152,0
72,2,0,0,0,11,2,87,0
16,107,0,0,0,0,8,131,0
11,67,1,8,0,0,3,90,0
8,70,0,1,0,3,6,88,0
5,9,0,0,0,0,0,14,0
175,30,1,5,0,0,10,221,0
25,4,0,0,0,4,0,33,0
220,66,0,3,0,15,6,310,0
57,27,0,1,0,0,0,85,0
75,28,0,2,0,10,5,120,0
72,23,1,0,0,1,6,103,1
51,7,0,0,0,0,0,58,0
62,6,0,2,0,0,5,75,0
60,27,0,1,0,1,5,94,0
68,10,0,1,0,2,4,85,0
147,52,0,2,0,0,13,214,0
0,25,0,5,0,0,0,30,0
36,2,0,0,0,0,4,42,0
92,6,1,0,0,0,0,99,0
109,25,0,0,2,4,6,146,0
90,22,0,2,0,6,0,120,0
311,38,0,1,0,7,7,364,0
113,22,0,0,0,0,15,150,0
44,6,0,0,0,0,2,52,0
162,16,1,0,6,0,8,193,0
52,13,0,0,0,1,0,66,0
86,0,0,0,0,4,0,90,0
156,20,0,0,0,0,3,179,0
76,31,0,0,0,1,4,112,0
87,19,0,0,0,0,3,109,0
114,25,0,1,0,1,9,150,0
102,22,0,0,0,6,9,139,0
82,12,0,0,0,0,7,101,0
124,52,3,2,0,0,18,199,0
99,0,0,0,0,0,0,99,0
227,54,1,12,0,0,12,306,0
119,15,0,0,0,0,1,135,0
108,10,1,1,0,0,8,128,0
79,17,1,0,0,1,1,99,0
72,7,0,0,0,0,6,85,0
71,25,0,0,0,0,0,96,0
95,21,0,0,0,0,3,119,0
78,5,0,0,0,0,3,86,0
126,10,0,0,0,0,0,136,0
132,335,0,0,1,20,24,512,1
14,139,0,4,0,0,0,157,0
245,147,1,17,0,2,9,421,0
39,10,0,0,0,1,1,51,0
56,8,2,0,0,0,7,73,0
102,19,0,5,0,0,0,126,0
28,7,0,0,0,0,0,35,0
21,16,0,9,0,0,0,46,0
34,27,0,0,0,0,2,63,0
39,7,0,15,0,0,0,61,0
77,16,0,0,0,0,4,97,0
50,17,0,0,0,3,0,70,0
109,17,0,6,0,2,10,144,0
60,3,0,0,0,0,1,64,1
31,3,0,1,0,0,0,35,0
90,44,0,1,0,0,3,138,1
41,7,0,0,0,0,0,48,0
48,4,0,0,0,0,0,52,0
95,4,0,3,0,0,2,104,0
46,4,0,0,0,0,1,51,0
47,12,0,0,0,5,0,64,0
51,6,0,0,0,0,0,57,0
53,1,1,0,0,0,0,55,0
49,8,0,0,0,0,0,57,0
73,9,0,1,0,0,0,83,0
45,13,0,0,5,0,0,63,0
28,1,0,0,0,0,0,29,0
76,8,0,3,0,0,0,87,0
132,0,1,1,0,2,3,139,0
5,3,0,0,0,0,0,8,0
17,3,0,0,0,0,0,20,0
19,0,0,0,0,0,1,20,0
12,0,0,0,0,0,0,12,0
7,0,0,0,0,0,0,7,0
16,0,0,0,0,0,1,17,0
12,0,0,0,0,0,0,12,0
250,136,3,18,0,6,21,434,0
24,10,0,0,0,0,0,34,0
0,2,0,0,0,0,0,2,0
32,16,1,2,0,0,1,52,0
9,0,0,0,0,0,0,9,0
4,0,0,0,0,0,0,4,0
464,129,1,5,0,6,16,621,1
188,56,0,6,0,0,16,266,0
69,12,1,0,0,0,6,88,1
75,69,0,3,0,0,6,153,0
20,5,0,0,0,2,0,27,0
83,24,0,1,1,4,5,118,0
102,16,0,4,0,0,0,122,0
130,21,0,1,0,1,9,162,0
120,22,0,2,0,1,6,151,0
48,2,0,5,0,0,0,55,0
21,9,0,0,0,0,6,36,0
69,9,0,0,0,0,0,78,0
65,18,0,0,0,0,4,87,0
43,1,0,0,0,0,3,47,0
66,1,0,0,0,0,0,67,0
453,198,1,14,1,11,16,694,0
48,17,0,0,0,3,1,69,1
50,6,0,4,0,0,0,60,0
51,10,0,0,0,5,5,71,0
43,5,0,1,0,0,2,51,0
18,13,0,0,0,1,0,32,0
32,28,1,0,0,0,0,61,0
46,5,0,10,0,2,0,63,0
24,43,1,0,0,4,0,72,0
35,1,0,1,0,6,7,50,0
20,16,0,2,0,4,0,42,0
39,22,0,0,0,0,0,61,0
10,0,0,0,0,0,1,11,0
22,23,0,0,0,0,0,45,0
161,179,1,10,0,15,14,380,0
21,32,0,1,0,0,2,56,0
10,19,0,0,0,0,0,29,0
27,24,0,0,0,0,0,51,0
41,18,0,1,0,2,0,62,1
92,102,2,0,0,9,3,208,0
33,44,0,0,0,0,1,78,1
1,0,0,0,0,0,1,2,0
13,11,0,0,0,0,10,34,0
49,7,0,2,0,0,0,58,0
140,386,4,12,0,12,29,583,0
10,15,0,0,0,0,0,25,0
38,78,0,1,0,5,10,132,0
5,25,0,0,0,0,0,30,0
0,2,0,0,0,0,0,2,0
14,12,0,1,0,0,1,28,0
16,95,0,5,0,6,7,129,0
58,86,0,1,0,6,8,159,0
18,19,0,1,2,0,2,42,0
42,139,0,7,0,3,14,205,0
0,13,0,0,0,0,0,13,0
20,0,0,0,0,0,0,20,0
50,1,0,0,0,0,2,53,0
13,0,0,0,0,0,0,13,0
54,2,0,0,0,0,0,56,0
2,0,0,0,0,0,0,2,0
148,12,0,3,0,1,4,168,0
0,0,0,0,0,0,1,1,1
2,0,0,0,0,0,0,2,0
5,0,0,0,0,0,0,5,0
2,0,0,0,0,0,0,2,0
336,19,2,0,0,3,11,371,0
12,0,0,0,0,0,0,12,0
13,0,0,0,0,0,0,13,0
17,0,0,0,0,0,0,17,0
41,2,0,0,0,0,0,43,0
41,14,1,0,0,0,3,59,0
66,0,1,3,0,0,0,70,0
71,1,0,0,0,1,0,73,0
2,0,0,0,0,0,0,2,0
14,0,0,0,0,2,0,16,0
20,0,0,0,0,0,0,20,0
14,0,0,0,0,0,0,14,0
23,0,0,0,0,0,1,24,0
34,0,0,0,0,0,1,35,0
19,0,0,0,0,0,0,19,0
33,0,0,0,0,0,0,33,0
5,0,0,0,0,0,1,6,0
11,0,0,0,0,0,0,11,0
24,0,0,0,0,0,0,24,0
8,0,0,0,0,0,0,8,0
35,0,0,0,0,0,0,35,0
12,0,0,0,0,0,0,12,0
2,0,0,0,0,0,0,2,0
3,0,0,0,0,0,0,3,0
13,0,0,0,0,0,0,13,0
5,1,0,0,0,0,1,7,0
7,0,0,0,0,0,0,7,0
8,0,0,0,0,0,0,8,0
9,0,0,0,0,0,0,9,0
6,0,0,0,0,0,0,6,0
11,0,0,0,0,0,0,11,0
17,0,0,0,0,0,0,17,0
8,0,0,0,0,0,0,8,0
10,0,0,0,0,0,0,10,0
10,0,0,0,0,0,1,11,0
6,0,0,0,0,3,0,9,0
30,0,0,0,0,0,0,30,0
47,0,0,0,0,0,0,47,0
83,0,0,1,0,0,0,84,0
7,0,0,0,0,0,0,7,0
4,0,0,0,0,0,0,4,0
2,0,0,0,0,0,0,2,0
5,0,0,0,0,0,0,5,0
10,0,0,0,0,0,2,12,0
193,0,0,1,0,0,5,199,0
10,3,0,0,0,0,0,13,0
51,0,0,0,0,2,2,55,0
1,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,12,0
25,0,0,0,0,0,3,28,0
18,0,0,0,0,0,0,18,0
29,0,0,0,0,0,0,29,0
211,28,0,0,0,0,10,249,0
9,0,0,0,0,0,0,9,0
361,6,2,2,0,3,7,381,0
15,0,0,0,0,0,0,15,0
19,0,0,0,0,0,1,20,0
22,0,0,0,0,3,0,25,0
7,0,0,0,0,0,0,7,0
4,0,0,0,0,0,0,4,0
185,1,1,0,0,0,3,190,1
105,0,1,0,0,1,5,112,0
148,0,0,0,0,0,6,154,0
28,0,0,0,0,0,0,28,0
27,0,0,1,0,0,0,28,0
31,0,0,0,0,0,2,33,0
73,0,0,0,0,0,1,74,0
15,0,4,0,0,0,0,19,0
18,2,0,0,0,7,0,27,0
11,0,0,0,0,0,0,11,0
13,0,0,1,0,0,2,16,0
49,52,0,0,0,0,1,102,0
31,10,0,0,0,0,2,43,0
10,0,0,0,0,0,0,10,0
28,24,0,4,0,3,0,59,0
3,0,0,0,0,0,3,6,0
9,0,0,0,0,1,0,10,0
102,36,0,11,0,0,2,151,0
2,3,0,0,0,0,0,5,0
11,20,0,5,0,0,2,38,0
22,8,0,0,0,0,0,30,0
71,44,0,12,0,0,3,130,0
10,21,0,0,0,0,0,31,0
133,48,0,16,0,11,0,208,0
45,23,1,3,0,0,0,72,0
66,40,0,0,0,0,10,116,0
8,0,0,0,0,0,0,8,0
22,12,1,0,0,3,2,40,0
62,3,0,12,0,1,0,78,1
5,2,0,1,0,0,0,8,0
2,0,0,0,0,1,2,5,0
9,0,0,0,0,0,0,9,0
32,0,0,5,0,0,0,37,0
0,4,0,0,0,0,0,4,0
12,4,0,0,0,3,0,19,0
25,0,0,1,0,0,1,27,1
30,0,0,0,0,0,0,30,0
24,0,0,0,0,0,0,24,0
109,6,0,0,0,0,0,115,0
23,2,0,0,0,0,0,25,0
26,0,0,0,0,0,0,26,0
38,4,0,0,1,0,0,43,0
24,0,0,0,0,0,0,24,0
476,16,1,9,0,5,5,512,0
40,10,0,0,0,0,0,50,0
22,1,0,0,0,0,0,23,0
12,0,0,0,0,0,2,14,0
51,0,0,0,0,0,0,51,0
32,0,0,0,0,0,0,32,0
2,0,0,0,0,0,0,2,0
22,10,0,2,0,0,0,34,0
128,11,0,7,0,1,3,150,0
124,15,0,1,0,0,3,143,0
193,7,0,9,0,0,4,213,0
64,0,0,0,0,0,0,64,0
63,1,0,1,0,0,0,65,0
2,0,0,0,0,0,0,2,0
112,11,0,0,0,0,0,123,0
15,0,0,0,0,2,1,18,0
22,0,0,0,0,0,0,22,0
18,3,0,0,0,0,0,21,0
13,0,0,0,0,0,0,13,0
124,5,0,0,0,0,0,129,0
47,0,0,1,0,0,0,48,0
65,0,0,0,0,0,0,65,0
25,2,0,1,0,0,0,28,0
40,0,0,1,0,0,1,42,0
167,20,0,5,0,1,0,193,0
416,32,0,2,0,0,5,455,0
46,4,0,0,0,5,3,58,0
106,14,0,5,0,0,0,125,0
25,2,0,1,0,3,2,33,0
531,45,0,5,0,8,24,613,0
44,10,0,0,0,0,0,54,0
19,11,0,0,0,0,0,30,0
3,0,0,0,0,0,0,3,0
172,11,4,0,0,0,1,188,0
140,8,0,2,0,0,0,150,0
4,0,0,0,0,0,0,4,0
2,0,0,0,0,0,0,2,0
3,0,0,0,0,0,0,3,0
5,0,0,0,0,0,0,5,0
15,0,0,0,0,0,0,15,0
2,0,0,0,0,0,0,2,0
30,1,0,0,0,0,1,32,1
25,0,0,0,0,0,0,25,0
271,10,0,7,0,1,8,297,0
130,0,0,0,0,0,0,130,0
45,0,0,0,0,0,0,45,0
1,0,0,2,0,0,0,3,0
3,0,0,0,0,0,0,3,0
21,3,0,0,0,0,0,24,0
38,5,0,0,0,0,0,43,0
253,26,0,5,0,0,2,286,0
282,9,0,2,0,0,4,297,0
15,2,0,0,0,0,0,17,0
20,0,0,0,0,0,2,22,0
42,0,0,1,0,0,2,45,0
8,3,0,0,0,0,0,11,0
49,1,1,0,0,0,0,51,1
2,0,0,0,0,0,0,2,0
15,0,0,2,0,0,0,17,0
98,0,0,0,0,0,0,98,0
34,0,0,0,0,0,0,34,0
30,0,0,0,0,0,0,30,0
20,4,0,0,0,0,0,24,0
38,0,0,0,0,0,1,39,0
17,2,0,0,0,0,2,21,0
29,5,0,0,0,0,3,37,0
51,0,0,0,0,0,2,53,0
56,1,0,1,0,1,4,63,0
99,5,0,6,0,0,3,113,0
13,2,0,0,0,0,0,15,0
10,0,0,0,0,0,1,11,0
121,0,0,0,0,1,7,129,0
0,2,0,0,0,0,0,2,0
566,278,0,19,0,16,66,945,0
177,26,0,0,0,1,9,213,0
125,32,0,0,0,6,3,166,0
140,13,1,3,0,6,14,177,0
21,22,0,6,0,0,10,59,0
39,14,0,0,0,0,1,54,0
24,22,0,0,0,0,0,46,0
56,21,0,0,0,0,9,86,0
39,1,0,0,0,0,2,42,0
51,111,0,0,0,2,8,172,0
55,44,0,0,0,0,3,102,0
77,15,0,0,0,0,0,92,0
10,33,0,0,0,0,0,43,0
132,12,0,1,0,0,5,150,0
10,0,0,6,0,0,0,16,0
1,0,0,0,0,0,0,1,0
103,18,0,3,0,0,7,131,0
89,12,0,2,0,0,4,107,0
27,34,0,0,0,0,5,66,0
16,0,0,0,0,0,0,16,0
14,0,0,0,0,0,0,14,0
4,0,0,0,0,0,0,4,0
1,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,21,0
4,0,0,0,0,0,0,4,0
4,0,0,0,0,0,0,4,0
2,0,0,0,0,0,0,2,0
11,4,0,0,0,0,0,15,0
13,6,1,0,0,0,0,20,0
215,2,0,0,0,34,2,253,0
0,0,0,3,0,0,0,3,0
12,1,0,0,0,0,0,13,0
205,36,0,12,0,1,15,269,0
46,4,0,4,0,0,1,55,0
93,16,0,8,0,4,1,122,1
2,0,0,0,0,0,0,2,0
65,19,3,0,0,0,5,92,0
30,27,0,12,0,0,2,71,0
4,0,0,0,0,0,0,4,0
6,16,0,3,0,12,1,38,0
11,0,0,0,0,0,0,11,0
19,0,0,5,0,0,1,25,1
3,5,0,0,0,0,0,8,0
0,0,0,5,0,0,0,5,0
4,0,0,0,0,0,0,4,0
98,0,0,0,1,0,0,99,0
32,0,0,0,0,0,0,32,0
3,4,0,0,0,0,2,9,0
5,0,0,0,0,0,0,5,0
2,0,0,0,0,0,0,2,0
31,3,0,5,0,0,0,39,0
7,0,0,0,0,0,0,7,0
180,39,1,5,0,1,8,234,0
23,5,0,0,0,0,0,28,0
0,1,0,0,0,0,0,1,0
7,0,0,0,0,0,0,7,0
70,18,0,1,0,0,9,98,0
140,12,0,0,0,0,1,153,0
113,50,0,0,0,0,3,166,0
44,21,1,0,0,0,1,67,0
165,33,1,0,0,4,9,212,0
61,6,0,0,0,1,1,69,0
41,2,0,5,0,2,0,50,0
34,5,0,4,0,4,0,47,0
40,13,0,0,0,0,0,53,0
80,16,0,2,0,3,2,103,0
66,20,0,0,0,5,3,94,0
290,253,2,8,0,27,37,617,0
13,38,0,0,0,5,0,56,0
33,18,0,0,0,4,2,57,0
9,49,0,0,0,0,0,58,0
60,23,0,0,0,4,6,93,0
50,18,0,0,0,0,4,72,0
113,43,0,7,0,0,3,166,0
25,9,0,10,0,0,1,45,0
55,27,0,0,0,5,4,91,0
9,0,0,0,0,0,1,10,0
2,0,0,0,0,0,0,2,0
11,0,0,0,0,0,0,11,0
27,0,0,0,0,0,0,27,0
5,0,0,0,0,0,0,5,0
17,0,0,0,0,0,0,17,0
2,0,0,0,0,0,3,5,0
7,0,0,0,0,0,0,7,0
2,0,0,0,0,0,0,2,0
15,0,0,0,0,0,0,15,0
11,0,0,0,0,0,0,11,0
2,0,0,0,0,0,0,2,0
3,0,0,0,0,0,0,3,0
336,71,0,2,0,3,12,424,0
58,25,0,3,0,0,1,87,0
43,0,0,1,0,0,0,44,0
41,12,0,0,0,0,2,55,0
35,13,0,11,0,0,3,62,0
18,6,0,0,0,0,0,24,0
33,0,0,0,0,0,0,33,0
11,8,0,0,0,0,0,19,0
10,7,0,0,0,0,0,17,0
50,1,0,10,0,0,2,63,0
5,0,0,0,0,0,0,5,0
36,0,0,0,0,0,0,36,0
17,0,0,0,0,0,0,17,0
24,0,0,0,0,0,0,24,0
7,0,0,0,0,0,0,7,0
100,9,0,0,0,0,4,113,0
38,0,0,0,0,0,0,38,0
41,0,0,1,0,0,0,42,0
17,0,0,0,0,0,0,17,0
2,0,0,0,0,0,0,2,0
5,0,0,0,0,0,0,5,0
11,0,0,0,0,0,0,11,0
69,0,0,0,0,1,0,70,0
6,0,0,0,0,2,0,8,0
13,0,0,0,0,0,0,13,0
34,0,0,0,0,0,0,34,0
62,0,0,0,0,1,0,63,0
45,2,0,0,0,0,1,48,0
2,0,0,0,0,0,0,2,0
47,0,0,1,0,0,0,48,1
15,1,0,0,0,0,0,16,0
12,0,0,12,0,0,0,24,0
39,0,0,1,0,0,0,40,0
2,0,0,0,0,0,0,2,0
0,0,0,1,0,0,0,1,0
22,0,0,1,0,0,4,27,0
2,0,0,0,0,0,0,2,0
43,0,0,0,0,0,0,43,0
34,0,0,0,0,0,0,34,0
4,0,0,0,0,0,0,4,0
21,0,0,0,0,0,0,21,0
6,0,0,0,0,0,0,6,0
26,0,0,0,0,0,0,26,0
7,0,0,0,0,0,0,7,0
159,2,0,0,0,0,0,161,0
16,0,0,1,0,0,0,17,1
85,0,0,0,0,0,11,96,0
49,0,0,0,0,0,0,49,0
142,4,0,1,0,0,0,147,0
160,0,2,1,0,0,3,166,0
95,5,0,0,0,0,1,101,0
28,0,0,1,0,0,0,29,0
7,0,0,0,0,0,0,7,0
34,0,0,1,0,0,0,35,0
9,0,0,0,0,0,0,9,0
6,0,0,0,0,0,0,6,0
0,0,0,4,0,0,0,4,0
183,15,9,4,0,0,7,218,0
108,0,0,2,0,3,4,117,0
7,0,1,0,0,0,0,8,0
77,7,0,0,0,0,0,84,0
52,8,0,0,0,0,0,60,0
13,1,0,0,0,0,0,14,0
75,18,0,6,0,0,2,101,0
51,4,0,6,0,6,2,69,0
2,0,0,0,0,0,0,2,0
114,32,0,0,0,0,6,152,0
97,44,1,1,0,0,6,149,1
70,10,0,2,0,0,0,82,0
135,0,0,0,0,0,1,136,0
16,0,0,0,0,0,0,16,0
6,0,0,0,0,0,0,6,0
11,0,0,0,0,0,0,11,0
24,0,0,0,0,2,0,26,0
5,0,0,0,0,0,0,5,0
6,0,0,0,0,0,0,6,0
86,0,0,1,0,0,0,87,0
48,7,0,0,0,0,3,58,0
