PUMAID,RAC1P,RAC3P,AGEP,HISP,RELSHIPP,SEX
3904106,1,1,26,1,20,2
3904106,1,1,32,1,23,2
3904111,1,1,26,1,20,1
3904102,2,2,24,1,20,2
3904103,6,4,66,1,20,1
3904109,1,1,45,1,20,2
3904109,1,1,45,1,21,1
3904109,1,1,19,1,25,2
3904109,1,1,16,1,25,2
3904106,6,9,56,1,20,1
3904106,6,9,33,1,21,2
3904106,6,9,51,1,28,1
3904106,6,7,36,1,20,1
3904104,1,1,42,1,20,2
3904104,6,7,46,1,21,1
3904104,9,21,14,1,25,1
3904104,9,21,12,1,25,2
3904109,1,1,44,1,20,1
3904109,1,1,35,1,21,2
3904109,1,1,1,1,25,2
3904109,1,1,67,1,29,2
3904109,1,1,68,1,20,1
3904109,1,1,68,1,21,2
3904109,1,1,45,1,25,1
3904109,1,1,39,1,32,2
3904110,1,1,47,1,20,1
3904110,1,1,13,1,25,2
3904110,1,1,11,1,25,2
3904110,1,1,58,1,22,2
3904105,1,1,64,1,20,2
3904105,1,1,68,1,20,1
3904110,2,2,23,1,20,1
3904110,2,2,22,1,28,1
3904110,2,2,21,1,28,1
3904110,2,2,20,1,28,1
3904110,2,2,20,1,28,2
3904110,2,2,50,1,29,1
3904110,6,4,32,1,20,2
3904110,6,4,58,1,29,2
3904104,9,16,25,1,20,2
3904104,2,2,28,1,21,1
3904104,2,2,2,1,25,2
3904104,2,2,0,1,25,1
3904105,1,1,23,1,20,1
3904105,1,1,23,1,34,1
3904105,1,1,23,1,22,2
3904107,1,1,37,3,20,1
3904107,1,1,23,3,21,2
3904106,2,2,73,1,20,1
3904106,2,2,71,1,21,2
3904104,1,1,45,1,20,1
3904104,1,1,41,1,21,2
3904104,1,1,8,1,25,1
3904104,1,1,6,1,25,1
3904104,1,1,4,1,25,1
3904101,2,2,61,1,20,2
3904101,2,2,35,1,25,1
3904101,2,2,26,1,25,1
3904101,8,15,37,2,20,1
3904101,8,15,35,2,21,2
3904101,8,15,13,2,25,1
3904103,1,1,90,1,20,1
3904103,1,1,94,1,21,2
3904110,9,16,24,1,20,2
3904110,9,16,4,1,25,2
3904110,9,29,0,3,25,1
3904102,1,1,62,1,20,1
3904102,1,1,70,1,21,2
3904106,1,1,64,1,20,2
3904108,2,2,48,1,20,2
3904108,2,2,54,1,21,1
3904107,2,2,56,1,20,1
3904107,2,2,8,1,25,2
3904107,2,2,54,1,22,2
3904104,1,1,62,1,20,2
3904101,1,1,36,1,20,1
3904101,1,1,36,1,21,2
3904101,1,1,5,1,25,2
3904101,1,1,3,1,25,1
3904101,1,1,2,1,25,1
3904108,1,1,42,1,20,2
3904108,1,1,18,1,25,1
3904108,1,1,14,1,25,2
3904108,1,1,13,1,25,2
3904107,2,2,42,1,20,2
3904104,1,1,28,1,20,2
3904105,1,1,24,1,20,1
3904104,1,1,74,1,20,2
3904104,1,1,74,1,21,1
3904104,1,1,25,1,20,1
3904104,1,1,28,1,33,1
3904108,1,1,80,1,20,2
3904104,1,1,26,1,20,1
3904104,1,1,26,1,21,2
3904105,6,5,22,1,20,1
3904106,2,2,46,1,20,2
3904106,2,2,50,1,21,1
3904106,2,2,20,1,25,2
3904108,2,2,25,1,20,2
3904108,2,2,4,1,25,2
3904106,2,2,61,1,20,1
3904110,1,1,60,1,20,1
3904110,1,1,64,1,22,2
3904104,1,1,78,1,20,1
3904104,1,1,85,1,20,1
3904106,1,1,25,1,20,2
3904106,1,1,26,1,22,1
3904110,1,1,50,1,20,1
3904110,1,1,75,1,29,2
3904108,1,1,79,1,20,2
3904108,1,1,80,1,21,1
3904104,1,1,42,1,20,1
3904104,1,1,39,1,21,2
3904104,1,1,8,1,25,1
3904104,1,1,6,1,25,2
3904104,1,1,3,1,25,1
3904103,1,1,32,1,20,2
3904103,1,1,32,1,21,1
3904105,6,5,28,1,20,2
3904104,1,1,25,1,20,2
3904104,1,1,54,1,20,2
3904104,1,1,56,1,21,1
3904102,1,1,56,1,20,1
3904102,1,1,55,1,20,1
3904102,9,20,52,1,21,2
3904106,1,1,70,1,20,2
3904103,1,1,37,1,20,2
3904105,1,1,22,1,20,1
3904105,1,1,22,1,34,1
3904105,1,1,21,1,34,1
3904105,1,1,21,1,34,1
3904101,1,1,48,1,20,2
3904101,1,1,66,24,20,1
3904101,1,1,61,1,21,2
3904101,1,1,9,1,35,1
3904101,1,1,4,1,35,1
3904110,1,1,24,1,20,1
3904110,1,1,23,1,22,2
3904103,1,1,52,1,20,1
3904103,1,1,51,1,21,2
3904103,1,1,24,1,25,2
3904103,1,1,19,1,25,1
3904103,1,1,15,1,25,1
3904103,1,1,13,1,25,2
3904103,1,1,2,1,30,1
3904102,1,1,58,1,20,2
3904103,1,1,73,1,20,1
3904105,1,1,26,1,20,1
3904105,1,1,26,1,22,2
3904107,1,1,82,1,20,1
3904107,1,1,68,1,36,1
3904105,1,1,62,1,20,1
3904105,1,1,67,1,21,2
3904106,1,1,57,1,20,2
3904109,1,1,57,1,20,2
3904109,1,1,33,1,25,1
3904109,1,1,18,1,33,2
3904107,1,1,52,1,20,2
3904104,1,1,23,1,20,2
3904104,1,1,33,1,21,1
3904104,1,1,1,1,25,1
3904102,1,1,50,1,20,2
3904102,1,1,49,1,21,1
3904102,1,1,8,1,25,2
3904102,1,1,4,1,25,1
3904103,1,1,27,1,20,2
3904103,1,1,27,1,21,1
3904102,1,1,74,1,20,1
3904102,1,1,69,1,34,2
3904102,9,17,57,1,20,2
3904107,1,1,63,1,20,2
3904107,1,1,68,1,21,1
3904104,1,1,61,1,20,1
3904104,1,1,63,1,21,2
3904104,1,1,35,1,25,1
3904103,1,1,47,1,20,1
3904103,1,1,39,1,21,2
3904103,1,1,9,1,25,1
3904103,1,1,5,1,25,2
3904106,1,1,78,1,20,1
3904106,1,1,76,1,21,2
3904103,1,1,40,1,20,1
3904103,6,9,41,1,21,2
3904103,9,23,6,1,25,1
3904103,9,23,3,1,25,1
3904108,2,2,31,1,20,2
3904103,1,1,58,3,20,1
3904103,1,1,52,1,21,2
3904103,1,1,71,1,20,2
3904103,1,1,68,1,20,2
3904103,1,1,63,1,21,1
3904108,1,1,50,1,20,2
3904108,1,1,62,1,21,1
3904108,1,1,17,1,25,2
3904102,1,1,43,1,20,1
3904102,1,1,42,1,21,2
3904102,1,1,10,1,25,2
3904102,1,1,4,1,25,1
3904110,1,1,62,1,20,2
3904110,1,1,73,1,21,1
3904104,1,1,48,1,20,2
3904104,1,1,48,1,21,1
3904104,1,1,16,1,25,2
3904104,1,1,15,1,25,1
3904105,1,1,21,2,20,1
3904105,1,1,19,2,28,2
3904105,1,1,53,2,29,2
3904106,1,1,69,1,20,1
3904106,6,6,36,1,21,2
3904106,8,15,38,1,36,1
3904110,1,1,65,1,20,2
3904110,1,1,64,1,21,1
3904106,2,2,26,1,20,1
3904106,2,2,8,1,25,1
3904106,2,2,5,1,25,2
3904106,2,2,2,1,25,2
3904106,2,2,0,1,26,2
3904107,1,1,63,1,20,2
3904107,1,1,66,1,21,1
3904107,1,1,16,1,30,1
3904107,2,2,48,1,20,1
3904107,2,2,26,1,25,1
3904110,1,1,49,1,20,2
3904110,1,1,32,1,22,1
3904104,1,1,65,1,20,2
3904104,1,1,94,1,29,2
3904111,1,1,59,1,20,2
3904111,1,1,57,1,21,1
3904106,2,2,49,1,20,2
3904106,2,2,28,1,25,2
3904106,2,2,10,1,30,1
3904106,2,2,8,1,30,2
3904106,1,1,6,1,30,2
3904106,2,2,40,1,20,2
3904106,2,2,13,1,25,2
3904107,1,1,45,1,20,1
3904105,1,1,25,1,20,2
3904111,6,10,25,1,20,1
3904105,1,1,21,1,20,1
3904105,1,1,22,1,34,1
3904105,1,1,20,1,34,1
3904109,1,1,59,1,20,1
3904109,1,1,60,1,21,2
3904109,1,1,33,1,20,1
3904109,2,2,45,1,21,2
3904109,9,16,11,1,25,1
3904109,9,16,5,1,25,2
3904109,9,16,16,1,27,1
3904102,1,1,40,11,20,1
3904102,1,1,31,11,21,2
3904102,1,1,11,11,25,1
3904102,1,1,8,11,25,2
3904102,1,1,6,11,25,2
3904107,1,1,85,1,20,1
3904107,1,1,85,1,21,2
3904111,6,5,27,1,20,2
3904111,1,1,28,1,21,1
3904110,1,1,75,1,20,1
3904110,1,1,53,1,25,1
3904106,1,1,78,1,20,2
3904106,1,1,38,1,30,2
3904106,9,16,10,1,33,1
3904106,9,16,8,1,33,1
3904105,1,1,20,1,20,1
3904111,1,1,26,1,20,1
3904111,1,1,21,1,22,2
3904108,2,2,44,1,20,2
3904108,2,2,19,1,25,2
3904108,2,2,19,1,33,1
3904106,1,1,54,1,20,2
3904111,1,1,44,1,20,2
3904111,1,1,4,1,26,2
3904110,2,2,34,1,20,2
3904108,1,1,25,7,20,1
3904106,1,1,59,1,20,2
3904106,2,2,77,1,22,1
3904106,1,1,68,1,20,2
3904104,1,1,58,1,20,1
3904104,1,1,18,1,25,1
3904104,1,1,26,1,36,1
3904110,1,1,21,1,20,1
3904110,1,1,21,1,21,2
3904111,1,1,39,1,20,1
3904109,1,1,29,1,20,1
3904109,6,6,30,1,21,2
3904109,9,20,3,1,25,1
3904109,9,20,6,1,26,2
3904105,1,1,26,1,20,1
3904105,1,1,23,1,28,1
3904105,1,1,26,1,34,1
3904111,1,1,57,1,20,1
3904107,2,2,55,1,20,2
3904107,2,2,59,1,21,1
3904107,2,2,20,1,25,1
3904104,1,1,32,1,20,1
3904104,9,16,28,5,34,1
3904104,9,16,24,1,34,1
3904109,2,2,34,1,20,2
3904109,2,2,32,1,22,1
3904104,1,1,31,1,20,2
3904104,9,22,32,1,21,1
3904105,1,1,29,1,20,1
3904107,1,1,42,1,20,1
3904107,1,1,41,1,21,2
3904107,1,1,6,1,25,2
3904107,1,1,3,1,25,1
3904109,1,1,52,1,20,1
3904109,1,1,50,1,21,2
3904109,1,1,23,1,25,2
3904105,2,2,33,1,20,1
3904108,9,16,26,1,20,2
3904101,1,1,35,1,20,1
3904101,1,1,32,1,21,2
3904101,1,1,6,1,27,1
3904108,2,2,58,1,20,2
3904108,2,2,59,1,21,1
3904107,1,1,47,1,20,1
3904109,6,8,42,1,20,2
3904109,6,8,44,1,21,1
3904109,6,8,22,1,25,1
3904109,6,8,11,1,25,1
3904104,1,1,37,1,20,2
3904104,6,6,40,1,21,1
3904104,6,6,5,1,25,2
3904104,6,6,3,1,25,2
3904104,6,6,1,1,25,1
3904111,1,1,83,1,20,2
3904107,2,2,68,1,20,2
3904107,2,2,79,1,21,1
3904107,2,2,20,1,30,1
3904107,2,2,18,1,30,2
3904107,1,1,39,1,20,2
3904107,1,1,44,1,22,1
3904105,1,1,54,1,20,1
3904105,1,1,53,1,21,2
3904106,2,2,43,1,20,1
3904106,2,2,25,1,25,2
3904108,1,1,66,1,20,2
3904108,1,1,67,1,21,1
3904110,1,1,52,1,20,2
3904110,1,1,50,1,21,1
3904110,1,1,14,1,25,2
3904103,1,1,25,1,20,2
3904103,1,1,25,1,22,1
3904107,1,1,56,1,20,1
3904111,1,1,30,1,20,2
3904111,1,1,2,1,26,1
3904111,1,1,28,1,22,1
3904105,1,1,21,1,20,1
3904105,1,1,20,1,34,1
3904106,2,2,36,1,20,1
3904106,2,2,35,1,21,2
3904106,2,2,12,1,25,2
3904106,2,2,11,1,25,1
3904106,2,2,8,1,25,2
3904106,2,2,7,1,25,2
3904106,2,2,5,1,25,1
3904106,2,2,3,1,25,1
3904106,2,2,2,1,25,1
3904109,1,1,58,1,20,2
3904107,1,1,58,1,20,2
3904107,2,2,57,1,21,1
3904107,1,1,23,1,25,1
3904107,1,1,21,1,25,2
3904103,1,1,39,1,20,2
3904103,1,1,17,1,25,1
3904103,1,1,0,14,25,1
3904103,1,1,55,1,20,2
3904103,1,1,56,1,21,1
3904103,1,1,23,1,25,2
3904108,3,3,32,3,20,2
3904108,9,38,32,3,22,1
3904106,2,2,33,1,20,2
3904106,2,2,38,1,21,1
3904106,2,2,8,1,25,2
3904106,2,2,4,1,25,2
3904106,2,2,1,1,25,2
3904111,1,1,61,1,20,1
3904111,1,1,61,1,21,2
3904102,1,1,66,1,20,2
3904105,1,1,23,1,20,1
3904105,1,1,23,1,34,2
3904105,1,1,21,1,34,1
3904110,1,1,65,1,20,1
3904103,1,1,22,1,20,2
3904103,1,1,67,1,20,2
3904103,1,1,69,1,20,1
3904102,1,1,55,1,20,1
3904109,1,1,67,1,20,2
3904104,1,1,33,1,20,1
3904104,1,1,34,1,21,2
3904104,1,1,7,1,25,1
3904104,1,1,6,1,25,1
3904104,1,1,4,1,25,2
3904107,1,1,32,1,20,1
3904107,1,1,34,1,36,1
3904108,2,2,42,1,20,2
3904111,1,1,55,1,20,2
3904111,1,1,31,1,25,1
3904111,1,1,26,1,25,1
3904111,1,1,50,1,28,1
3904106,1,1,64,1,20,2
3904106,1,1,66,1,20,2
3904107,1,1,67,1,20,2
3904106,2,2,61,1,20,2
3904105,1,1,68,1,20,2
3904105,1,1,76,1,21,1
3904104,1,1,65,1,20,2
3904103,6,7,52,1,20,1
3904103,6,7,49,1,21,2
3904103,6,7,15,1,25,1
3904107,2,2,34,1,20,1
3904107,2,2,3,1,25,1
3904107,2,2,1,1,25,2
3904107,2,2,38,1,22,2
3904110,1,1,58,1,20,2
3904110,1,1,60,1,22,1
3904109,1,1,59,1,20,1
3904109,1,1,56,1,21,2
3904106,1,1,59,1,20,2
3904106,1,1,52,1,21,1
3904109,1,1,72,1,20,1
3904110,1,1,55,1,20,2
3904110,1,1,53,1,21,1
3904110,1,1,27,1,25,2
3904110,1,1,5,1,30,2
3904110,1,1,3,1,30,2
3904107,1,1,72,1,20,2
3904107,1,1,72,1,21,1
3904110,1,1,30,1,20,1
3904110,1,1,30,1,21,2
3904110,1,1,28,1,34,1
3904107,1,1,36,1,20,2
3904107,9,16,12,1,25,1
3904107,9,16,8,1,25,2
3904107,9,16,6,1,25,1
3904107,9,16,4,1,25,2
3904103,1,1,29,1,20,2
3904103,1,1,35,1,21,1
3904101,1,1,30,1,20,1
3904101,1,1,27,1,21,2
3904109,1,1,43,1,20,2
3904109,1,1,38,1,23,2
3904110,1,1,59,1,20,2
3904110,1,1,63,1,34,1
3904106,2,2,32,1,20,1
3904106,2,2,59,1,29,2
3904106,2,2,14,1,33,2
3904105,1,1,26,1,20,2
3904105,1,1,31,1,21,1
3904107,2,2,71,1,20,2
3904104,1,1,59,1,20,2
3904103,1,1,70,1,20,1
3904102,1,1,60,1,20,1
3904102,1,1,56,1,21,2
3904102,1,1,22,1,25,1
3904102,1,1,20,1,25,1
3904102,1,1,18,1,25,1
3904111,1,1,83,1,20,2
3904111,1,1,84,1,21,1
3904107,2,2,64,1,20,1
3904107,2,2,63,1,21,2
3904111,2,2,63,1,20,1
3904111,2,2,50,1,21,2
3904110,1,1,71,1,20,2
3904104,1,1,41,1,20,2
3904104,1,1,43,1,21,1
3904104,1,1,8,1,25,2
3904104,1,1,5,1,25,2
3904107,1,1,83,1,20,2
3904107,1,1,66,1,20,1
3904107,1,1,64,1,21,2
3904107,2,2,33,1,20,2
3904107,2,2,11,1,25,2
3904107,2,2,7,1,25,2
3904107,2,2,3,1,25,1
3904107,2,2,0,1,25,2
3904104,1,1,73,1,20,1
3904101,6,5,60,1,20,1
3904101,6,5,53,1,21,2
3904101,6,4,14,1,25,2
3904101,6,4,51,1,33,2
3904105,1,1,28,1,20,1
3904105,1,1,37,1,33,1
3904106,2,2,57,1,20,1
3904106,2,2,40,1,21,2
3904106,2,2,60,1,33,2
3904104,1,1,42,1,20,1
3904104,1,1,32,1,21,2
3904104,1,1,0,1,25,2
3904108,9,16,25,1,20,2
3904108,9,16,5,1,25,1
3904104,1,1,27,1,20,1
3904104,1,1,29,1,28,2
3904104,1,1,44,1,20,1
3904104,1,1,42,1,21,2
3904104,1,1,8,1,25,2
3904104,1,1,6,1,25,1
3904104,1,1,2,1,25,2
3904107,1,1,55,1,20,1
3904107,1,1,33,1,21,2
3904110,1,1,53,1,20,2
3904110,1,1,56,1,21,1
3904102,6,4,41,1,20,1
3904102,6,4,30,1,34,1
3904110,1,1,80,1,20,1
3904110,1,1,76,1,21,2
3904108,1,1,58,1,20,1
3904105,1,1,27,1,20,1
3904105,9,24,27,1,21,2
3904102,6,4,76,1,20,1
3904102,6,4,72,1,21,2
3904106,2,2,20,1,20,2
3904106,2,2,18,1,28,2
3904106,2,2,8,1,28,2
3904106,2,2,4,1,28,1
3904106,2,2,57,1,29,1
3904106,2,2,83,1,20,2
3904104,1,1,55,1,20,2
3904104,1,1,53,1,21,1
3904105,1,1,23,1,20,2
3904107,2,2,31,1,20,1
3904107,2,2,9,1,25,1
3904107,2,2,8,1,25,2
3904107,2,2,0,1,25,1
3904107,2,2,8,1,27,1
3904107,2,2,7,1,27,1
3904107,2,2,7,1,27,1
3904107,2,2,28,1,22,2
3904106,2,2,47,1,20,2
3904106,6,10,59,1,20,1
3904106,6,10,48,1,21,2
3904106,6,10,22,1,25,2
3904106,6,10,19,1,25,1
3904106,6,10,16,1,25,2
3904106,6,10,9,1,25,2
3904103,1,1,65,1,20,1
3904103,1,1,63,1,21,2
3904103,1,1,24,1,25,2
3904110,1,1,65,1,20,2
3904110,1,1,64,1,22,1
3904105,1,1,44,1,20,1
3904105,6,6,44,1,21,2
3904105,9,20,8,1,25,1
3904105,9,20,4,1,25,2
3904107,1,1,26,1,20,2
3904109,1,1,54,1,20,1
3904110,1,1,60,1,20,2
3904108,2,2,29,1,20,1
3904108,2,2,29,1,21,2
3904108,2,2,8,1,25,1
3904108,2,2,1,1,25,1
3904104,1,1,31,1,20,2
3904104,1,1,33,1,21,1
3904104,1,1,5,1,25,2
3904104,1,1,2,1,25,2
3904106,2,2,65,1,20,1
3904106,1,1,55,1,21,2
3904106,8,15,17,1,25,2
3904106,1,1,88,1,31,2
3904109,1,1,41,1,20,1
3904109,1,1,42,1,21,2
3904109,1,1,10,1,25,1
3904109,1,1,7,1,25,2
3904107,2,2,67,1,20,2
3904104,1,1,65,1,20,2
3904104,1,1,65,1,21,1
3904104,6,8,24,1,26,1
3904110,2,2,30,1,20,2
3904110,2,2,27,1,21,1
3904110,2,2,1,1,25,2
3904110,2,2,55,1,31,2
3904107,2,2,58,1,20,2
3904101,1,1,43,1,20,2
3904101,1,1,17,1,25,2
3904101,9,18,8,1,25,2
3904103,1,1,62,1,20,2
3904103,1,1,54,1,34,2
3904109,6,10,49,1,20,1
3904109,1,1,46,1,21,2
3904109,9,24,13,1,25,1
3904109,1,1,22,1,20,1
3904109,1,1,24,1,36,1
3904109,1,1,23,1,36,1
3904106,6,8,55,1,20,2
3904107,1,1,72,1,20,2
3904107,1,1,33,1,25,1
3904109,2,2,31,1,20,2
3904109,1,1,53,1,20,2
3904109,1,1,54,1,21,1
3904109,1,1,19,1,25,1
3904109,1,1,15,1,25,1
3904104,1,1,37,1,20,1
3904104,1,1,36,1,21,2
3904104,1,1,1,1,25,2
3904104,1,1,1,1,25,2
3904103,1,1,65,1,20,2
3904103,1,1,44,1,20,2
3904103,1,1,16,1,25,1
3904103,1,1,14,1,25,2
3904103,1,1,44,1,22,1
3904107,8,15,44,11,20,1
3904107,8,15,44,11,21,2
3904107,8,15,25,11,27,1
3904107,8,15,20,11,27,2
3904107,8,15,1,11,30,2
3904107,1,1,68,1,20,2
3904107,1,1,75,1,21,1
3904105,1,1,32,1,20,1
3904105,1,1,30,14,21,2
3904105,1,1,21,1,20,2
3904105,1,1,21,1,34,2
3904102,1,1,39,1,20,1
3904102,1,1,39,1,21,2
3904101,1,1,74,1,20,1
3904101,1,1,70,1,21,2
3904107,2,2,30,1,20,2
3904107,2,2,10,1,25,2
3904107,2,2,7,1,25,1
3904111,1,1,71,1,20,2
3904111,1,1,14,1,30,1
3904106,2,2,26,1,20,2
3904106,2,2,5,1,25,2
3904106,2,2,3,1,25,1
3904101,6,5,65,1,20,1
3904101,6,5,64,1,21,2
3904111,1,1,24,1,20,2
3904111,1,1,51,1,29,2
3904110,8,15,38,11,20,1
3904110,8,15,32,11,21,2
3904110,8,15,7,11,25,1
3904110,8,15,0,11,25,2
3904108,1,1,59,1,20,2
3904108,1,1,59,1,21,1
3904108,1,1,26,1,25,1
3904104,1,1,34,1,20,2
3904104,2,2,38,1,21,1
3904104,9,16,0,1,25,2
3904111,1,1,63,1,20,1
3904111,1,1,57,1,21,2
3904102,1,1,28,1,20,2
3904104,1,1,47,1,20,2
3904104,1,1,22,24,25,1
3904104,1,1,17,24,25,2
3904104,1,1,14,24,25,2
3904109,1,1,25,1,20,1
3904108,1,1,52,1,20,1
3904110,1,1,65,1,20,2
3904106,2,2,36,1,20,2
3904106,2,2,18,1,25,2
3904106,2,2,15,1,25,2
3904106,2,2,13,1,25,2
3904106,2,2,3,1,25,2
3904105,1,1,30,1,20,1
3904105,1,1,28,1,22,2
3904102,2,2,44,1,20,1
3904102,2,2,51,1,21,2
3904102,9,16,25,1,25,2
3904102,9,16,3,1,30,2
3904102,1,1,28,1,33,1
3904111,1,1,45,1,20,1
3904111,1,1,41,1,21,2
3904111,1,1,13,1,25,2
3904111,1,1,11,1,25,2
3904111,1,1,7,1,25,1
3904105,1,1,67,1,20,1
3904105,1,1,64,1,21,2
3904105,1,1,21,1,25,2
3904111,1,1,40,1,20,1
3904111,1,1,38,1,21,2
3904111,1,1,6,1,25,1
3904111,1,1,6,1,25,2
3904105,1,1,32,1,20,2
3904108,2,2,37,1,20,2
3904105,1,1,26,1,20,1
3904105,1,1,25,1,34,1
3904109,1,1,53,1,20,2
3904109,8,15,16,1,25,1
3904109,8,15,13,1,25,2
3904110,1,1,69,1,20,2
3904110,1,1,35,1,25,2
3904110,1,1,10,1,30,1
3904110,1,1,7,1,30,2
3904110,1,1,50,1,32,1
3904107,1,1,63,1,20,1
3904107,1,1,66,1,28,1
3904104,1,1,89,1,20,2
3904104,1,1,43,1,20,1
3904104,1,1,37,1,21,2
3904104,1,1,0,1,25,1
3904102,1,1,74,1,20,2
3904106,1,1,24,1,20,1
3904106,1,1,25,1,34,1
3904106,1,1,23,1,34,2
3904106,2,2,70,1,20,2
3904106,2,2,31,1,25,2
3904106,2,2,7,1,30,1
3904106,2,2,5,1,30,2
3904106,2,2,35,1,32,1
3904104,1,1,44,1,20,2
3904104,1,1,49,1,21,1
3904104,1,1,11,1,25,2
3904104,1,1,9,1,25,1
3904104,1,1,6,1,25,1
3904108,1,1,56,1,20,2
3904108,1,1,59,1,21,1
3904108,1,1,29,1,25,1
3904108,1,1,6,1,30,2
3904104,9,17,54,1,20,1
3904104,9,17,15,1,25,1
3904104,9,17,6,1,25,2
3904104,1,1,41,1,22,2
3904102,2,2,69,1,20,2
3904107,1,1,69,1,20,2
3904105,1,1,69,1,20,2
3904106,1,1,26,1,20,2
3904106,9,16,2,1,25,2
3904106,2,2,27,1,22,1
3904102,1,1,63,1,20,2
3904102,1,1,57,1,21,1
3904105,6,10,29,1,20,2
3904105,1,1,29,1,21,1
3904105,1,1,29,1,20,2
3904103,1,1,66,1,20,1
3904103,1,1,72,1,21,2
3904102,1,1,23,1,20,2
3904102,1,1,25,1,22,1
3904105,1,1,32,1,20,1
3904105,1,1,33,1,21,2
3904105,1,1,1,1,25,1
3904102,1,1,87,1,20,1
3904108,1,1,59,1,20,2
3904108,1,1,63,1,21,1
3904108,1,1,34,1,25,2
3904105,1,1,25,1,20,1
3904106,2,2,68,1,20,1
3904106,2,2,63,1,21,2
3904106,2,2,37,1,26,1
3904106,1,1,34,1,26,1
3904106,2,2,30,1,26,1
3904106,2,2,30,1,26,1
3904106,1,1,25,1,26,1
3904106,2,2,22,1,26,1
3904106,2,2,26,1,30,1
3904106,2,2,65,1,33,1
3904103,6,10,36,1,20,1
3904103,6,10,36,1,21,2
3904103,6,10,4,1,25,1
3904103,6,10,1,1,25,2
3904102,1,1,86,1,20,1
3904106,1,1,94,1,20,2
3904108,1,1,49,1,20,2
3904108,2,2,44,1,21,1
3904105,1,1,72,1,20,2
3904108,1,1,94,1,20,1
3904103,6,5,29,1,20,1
3904103,8,15,28,15,21,2
3904101,1,1,61,1,20,1
3904101,1,1,59,1,21,2
3904110,1,1,56,1,20,1
3904110,1,1,50,1,21,2
3904103,1,1,54,1,20,1
3904104,1,1,59,1,20,1
3904108,2,2,45,1,20,2
3904108,2,2,26,1,25,1
3904108,2,2,22,1,25,2
3904108,2,2,11,1,25,2
3904108,1,1,23,1,20,2
3904108,1,1,27,1,21,1
3904105,1,1,53,1,20,1
3904102,1,1,43,1,20,2
3904102,1,1,44,1,21,1
3904102,1,1,14,1,25,1
3904102,1,1,11,1,25,1
3904106,2,2,81,1,20,1
3904110,8,15,41,2,20,2
3904110,8,15,21,2,25,2
3904110,8,15,16,2,25,2
3904110,8,15,11,2,25,1
3904110,8,15,6,2,25,2
3904105,1,1,34,1,20,2
3904105,2,2,40,1,21,1
3904105,9,16,10,1,25,1
3904105,9,16,5,1,25,1
3904111,1,1,40,1,20,1
3904111,1,1,36,1,21,2
3904111,1,1,4,1,25,1
3904111,1,1,1,1,25,1
3904111,1,1,1,1,25,1
3904105,1,1,27,1,20,2
3904103,6,4,45,1,20,1
3904103,6,4,39,1,21,2
3904103,6,4,12,1,25,2
3904109,2,2,32,1,20,1
3904109,2,2,13,1,25,1
3904109,1,1,54,1,20,1
3904106,2,2,50,1,20,1
3904102,1,1,84,1,20,1
3904102,1,1,76,1,21,2
3904104,1,1,94,1,20,2
3904109,1,1,70,1,20,2
3904105,6,8,30,1,20,1
3904105,6,8,31,1,21,2
3904107,2,2,72,1,20,2
3904106,2,2,27,1,20,1
3904107,1,1,30,1,20,1
3904107,1,1,27,1,22,2
3904109,1,1,66,1,20,2
3904109,1,1,78,1,21,1
3904103,1,1,39,1,20,2
3904103,1,1,39,1,21,1
3904103,1,1,6,1,25,1
3904102,2,2,41,1,20,1
3904105,1,1,56,1,20,2
3904105,1,1,60,1,21,1
3904108,2,2,41,1,20,2
3904109,1,1,56,1,20,2
3904103,1,1,72,1,20,2
3904102,1,1,47,1,20,2
3904102,1,1,52,1,21,1
3904101,1,1,62,1,20,1
3904104,1,1,30,1,20,2
3904104,1,1,31,1,22,1
3904101,1,1,39,1,20,1
3904101,1,1,31,1,21,2
3904109,1,1,85,1,20,2
3904109,1,1,56,1,25,2
3904109,1,1,28,1,30,1
3904104,1,1,37,3,20,2
3904104,1,1,8,3,25,1
3904109,2,2,68,1,20,2
3904109,2,2,66,1,21,1
3904105,2,2,21,1,20,1
3904105,1,1,25,1,34,1
3904105,6,5,25,1,34,1
3904108,1,1,24,1,20,1
3904108,1,1,1,1,25,1
3904108,1,1,30,1,22,2
3904107,2,2,21,1,20,2
3904107,2,2,27,1,28,1
3904107,2,2,23,1,22,1
3904105,1,1,28,1,20,1
3904105,1,1,31,1,22,2
3904105,1,1,21,1,20,2
3904105,1,1,21,1,34,2
3904105,1,1,46,1,20,2
3904108,1,1,37,1,20,2
3904108,1,1,37,1,21,1
3904108,1,1,5,1,25,1
3904104,1,1,38,1,20,1
3904104,1,1,33,1,21,2
3904104,1,1,3,1,25,2
3904106,1,1,56,1,20,2
3904106,1,1,58,1,21,1
3904106,1,1,17,1,25,1
3904111,1,1,54,1,20,1
3904111,1,1,56,1,28,1
3904111,1,1,47,1,28,1
3904105,1,1,22,1,20,1
3904104,1,1,54,1,20,2
3904110,1,1,34,1,20,2
3904106,2,2,43,1,20,1
3904106,2,2,72,1,33,1
3904104,1,1,59,1,20,2
3904108,1,1,59,1,20,1
3904108,2,2,57,1,21,2
3904106,1,1,77,1,20,2
3904106,1,1,81,1,21,1
3904106,1,1,69,1,20,2
3904106,1,1,71,1,21,1
3904110,1,1,44,1,20,1
3904110,1,1,44,1,22,2
