PUMAID,SEX,RAC1P,AGEP,DIS,MSP,MIG,MIL,SCHL,FOD1P,HICOV,PRIVCOV,PUBCOV,PINCP,POVPIP,COW,ESR,SOCP,JWMNP,JWRIP,JWTRNS
3904107,2,2,39,2,1.0,1.0,4.0,19.0,,1,2,1,1100.0,53.0,1.0,2.0,412010,,,
3904107,1,2,40,2,1.0,1.0,4.0,18.0,,1,2,1,0.0,53.0,1.0,3.0,37201X,,,
3904107,1,2,21,2,6.0,3.0,4.0,19.0,,1,1,2,1600.0,53.0,1.0,1.0,533030,60.0,,2.0
3904107,1,2,17,2,6.0,1.0,4.0,14.0,,1,2,1,12800.0,53.0,1.0,1.0,412010,5.0,,12.0
3904107,1,2,16,1,6.0,1.0,,13.0,,1,2,1,0.0,53.0,,6.0,,,,
3904104,2,1,68,2,1.0,1.0,4.0,22.0,2310.0,1,1,1,60000.0,501.0,,6.0,,,,
3904104,1,1,68,2,1.0,1.0,4.0,24.0,5200.0,1,1,1,66800.0,501.0,6.0,1.0,19303X,10.0,1.0,1.0
3904110,2,1,73,2,6.0,1.0,4.0,22.0,2300.0,1,1,1,75000.0,501.0,2.0,1.0,251000,23.0,1.0,1.0
3904106,1,1,30,2,1.0,3.0,2.0,16.0,,1,1,2,40700.0,212.0,1.0,1.0,352021,30.0,1.0,1.0
3904106,2,1,25,2,1.0,3.0,4.0,16.0,,1,2,1,0.0,212.0,,6.0,,,,
3904106,2,1,0,2,,,,,,1,2,1,,212.0,,,,,,
3904105,1,1,19,2,6.0,3.0,4.0,18.0,,1,1,2,3900.0,,3.0,6.0,37201X,,,
3904108,1,1,38,1,6.0,3.0,4.0,17.0,,1,2,1,0.0,0.0,1.0,6.0,537064,,,
3904107,2,2,89,1,4.0,1.0,4.0,16.0,,1,2,1,44900.0,432.0,,6.0,,,,
3904107,2,2,65,1,4.0,1.0,4.0,16.0,,1,2,1,17500.0,432.0,,6.0,,,,
3904101,1,1,32,2,6.0,1.0,4.0,19.0,,1,1,2,90000.0,501.0,1.0,1.0,111021,5.0,1.0,1.0
3904101,1,1,2,2,,1.0,,,,1,1,2,,501.0,,,,,,
3904101,2,1,29,2,6.0,1.0,4.0,21.0,2901.0,1,2,1,0.0,0.0,1.0,6.0,353031,,,
3904107,2,2,28,2,6.0,1.0,4.0,14.0,,1,2,1,3200.0,11.0,1.0,3.0,537064,,,
3904107,1,2,11,2,,1.0,,7.0,,1,2,1,,11.0,,,,,,
3904107,2,2,8,2,,1.0,,4.0,,1,2,1,,11.0,,,,,,
3904107,1,2,6,2,,1.0,,3.0,,1,2,1,,11.0,,,,,,
3904107,2,2,1,2,,1.0,,,,1,2,1,,11.0,,,,,,
3904111,1,1,39,2,1.0,1.0,4.0,21.0,5501.0,1,1,2,38000.0,414.0,7.0,1.0,1191XX,30.0,1.0,1.0
3904111,2,1,31,2,1.0,1.0,4.0,21.0,3700.0,1,1,2,62000.0,414.0,1.0,1.0,131023,30.0,1.0,1.0
3904111,1,1,3,2,,1.0,,1.0,,1,1,2,,414.0,,,,,,
3904111,2,1,2,2,,1.0,,,,1,1,2,,414.0,,,,,,
3904105,1,1,82,1,4.0,1.0,3.0,23.0,6106.0,1,2,1,17700.0,154.0,,6.0,,,,
3904107,1,1,20,2,6.0,3.0,4.0,19.0,,1,1,2,6000.0,,2.0,1.0,397010,5.0,,10.0
3904105,2,1,30,2,6.0,1.0,4.0,22.0,5200.0,1,1,2,58000.0,466.0,4.0,1.0,1191XX,20.0,,10.0
3904111,1,1,58,2,6.0,1.0,4.0,19.0,,1,1,2,39600.0,319.0,1.0,1.0,113051,30.0,1.0,1.0
3904111,1,1,25,2,1.0,1.0,4.0,21.0,2414.0,1,1,2,88000.0,501.0,1.0,1.0,192099,40.0,1.0,1.0
3904111,2,1,24,2,1.0,1.0,4.0,21.0,6107.0,1,1,2,48000.0,501.0,2.0,1.0,291141,15.0,1.0,1.0
3904106,2,1,23,2,6.0,3.0,4.0,21.0,1901.0,1,1,2,10700.0,70.0,1.0,1.0,434081,15.0,1.0,1.0
3904106,1,1,20,2,6.0,3.0,4.0,16.0,,1,1,2,500.0,70.0,1.0,6.0,536021,,,
3904101,1,1,62,2,1.0,1.0,4.0,23.0,3600.0,1,1,2,43000.0,501.0,7.0,1.0,131111,,,11.0
3904101,2,1,60,2,1.0,1.0,4.0,23.0,5501.0,1,1,2,100000.0,501.0,1.0,1.0,2310XX,25.0,1.0,1.0
3904110,1,9,25,2,6.0,3.0,4.0,13.0,,1,1,2,34000.0,,1.0,6.0,472181,,,
3904102,1,1,43,1,4.0,3.0,4.0,15.0,,1,2,1,3000.0,,6.0,6.0,472031,,,
3904108,2,1,72,2,4.0,1.0,4.0,16.0,,1,1,1,33300.0,291.0,,6.0,,,,
3904106,2,2,70,2,3.0,1.0,4.0,18.0,,1,2,1,17700.0,122.0,,6.0,,,,
3904106,1,2,48,1,6.0,1.0,4.0,16.0,,1,2,1,0.0,122.0,1.0,6.0,519061,,,
3904102,2,2,84,1,3.0,1.0,4.0,16.0,,1,2,1,5900.0,,,6.0,,,,
3904102,1,1,49,2,4.0,1.0,4.0,16.0,,2,2,2,20000.0,121.0,6.0,1.0,371011,,,11.0
3904102,2,9,2,2,,1.0,,,,1,2,1,,121.0,,,,,,
3904102,2,2,25,2,6.0,1.0,4.0,21.0,5503.0,2,2,2,-2400.0,0.0,6.0,1.0,131111,,,11.0
3904109,2,2,55,2,1.0,1.0,2.0,24.0,2314.0,1,1,1,310900.0,501.0,3.0,1.0,252020,20.0,1.0,1.0
3904109,1,2,56,2,1.0,1.0,2.0,18.0,,1,1,1,23700.0,501.0,2.0,1.0,37201X,5.0,1.0,1.0
3904109,2,2,13,2,,1.0,,10.0,,1,1,2,,501.0,,,,,,
3904105,2,1,51,2,1.0,1.0,4.0,19.0,,1,1,2,60000.0,501.0,2.0,1.0,299000,15.0,1.0,1.0
3904105,1,1,49,2,1.0,1.0,4.0,21.0,5007.0,1,1,2,102000.0,501.0,1.0,1.0,151251,35.0,2.0,1.0
3904105,2,1,18,2,6.0,1.0,4.0,14.0,,1,1,2,1.0,501.0,,6.0,,,,
3904105,1,1,15,2,6.0,1.0,,13.0,,1,1,2,0.0,501.0,,,,,,
3904107,2,1,47,2,5.0,3.0,4.0,16.0,,1,1,2,62000.0,321.0,4.0,1.0,333012,15.0,1.0,1.0
3904107,1,2,5,2,,3.0,,1.0,,1,2,1,,321.0,,,,,,
3904107,1,2,4,2,,3.0,,1.0,,1,2,1,,321.0,,,,,,
3904102,2,1,21,2,6.0,3.0,4.0,19.0,,1,1,2,6500.0,,2.0,1.0,151230,5.0,,10.0
3904104,2,1,48,2,4.0,1.0,4.0,22.0,6206.0,1,1,2,59000.0,474.0,3.0,1.0,252030,30.0,1.0,1.0
3904110,1,1,42,1,6.0,1.0,4.0,16.0,,1,2,1,12000.0,96.0,,6.0,,,,
3904110,1,1,68,2,1.0,1.0,4.0,21.0,2406.0,1,1,1,72000.0,501.0,4.0,6.0,172051,,,
3904110,2,1,67,2,1.0,1.0,4.0,19.0,,1,1,1,49200.0,501.0,1.0,1.0,232011,15.0,1.0,1.0
3904111,1,1,73,2,1.0,1.0,4.0,20.0,,1,1,1,35200.0,293.0,,6.0,,,,
3904111,2,1,72,2,1.0,1.0,4.0,16.0,,1,2,1,6900.0,293.0,,6.0,,,,
3904108,1,2,55,2,1.0,1.0,2.0,18.0,,1,1,1,79000.0,501.0,5.0,1.0,131041,28.0,1.0,1.0
3904108,2,2,54,2,1.0,1.0,4.0,18.0,,1,1,2,79000.0,501.0,5.0,1.0,434161,35.0,1.0,1.0
3904110,2,1,27,2,6.0,3.0,4.0,21.0,4001.0,1,1,2,41600.0,336.0,1.0,1.0,433011,15.0,1.0,1.0
3904110,1,1,27,2,6.0,3.0,4.0,18.0,,2,2,2,30000.0,242.0,1.0,1.0,113071,10.0,1.0,1.0
3904108,2,2,44,2,4.0,1.0,4.0,19.0,,1,1,2,33000.0,265.0,1.0,1.0,434051,15.0,1.0,1.0
3904110,2,1,61,2,1.0,1.0,4.0,16.0,,1,1,2,30500.0,475.0,2.0,1.0,436014,15.0,1.0,1.0
3904110,1,1,62,2,1.0,1.0,4.0,16.0,,1,1,2,45000.0,475.0,1.0,1.0,517011,30.0,1.0,1.0
3904101,1,6,45,2,1.0,1.0,4.0,21.0,2105.0,1,1,2,91000.0,319.0,1.0,1.0,151299,30.0,1.0,1.0
3904101,2,6,42,2,1.0,1.0,4.0,18.0,,1,1,2,0.0,319.0,1.0,3.0,311122,,,
3904101,1,6,16,2,6.0,1.0,,13.0,,1,1,2,0.0,319.0,,6.0,,,,
3904101,1,6,14,2,,1.0,,11.0,,1,1,2,,319.0,,,,,,
3904101,2,6,11,2,,1.0,,8.0,,1,1,2,,319.0,,,,,,
3904101,2,1,51,2,1.0,1.0,4.0,21.0,5007.0,1,1,2,65000.0,501.0,3.0,1.0,252030,10.0,1.0,1.0
3904101,1,1,51,2,1.0,1.0,4.0,22.0,5506.0,1,1,2,450000.0,501.0,1.0,1.0,113111,25.0,1.0,1.0
3904107,2,1,77,2,3.0,1.0,4.0,16.0,,1,1,2,0.0,0.0,4.0,6.0,254031,,,
3904109,1,1,72,1,1.0,1.0,2.0,19.0,,1,2,1,18000.0,131.0,1.0,6.0,339030,,,
3904109,2,1,72,2,1.0,1.0,4.0,14.0,,1,1,1,12800.0,131.0,1.0,1.0,352021,15.0,1.0,1.0
3904109,2,1,16,1,6.0,1.0,,13.0,,1,1,2,1000.0,131.0,1.0,3.0,434171,,,
3904109,2,1,9,1,,1.0,,6.0,,1,2,1,,131.0,,,,,,
3904108,1,2,52,2,1.0,1.0,2.0,19.0,,1,1,1,70000.0,333.0,5.0,1.0,433031,40.0,1.0,1.0
3904108,2,1,43,2,1.0,1.0,4.0,15.0,,1,1,2,25000.0,333.0,1.0,1.0,431011,,,11.0
3904108,2,1,16,2,6.0,1.0,,12.0,,1,1,2,0.0,333.0,,6.0,,,,
3904108,1,1,13,1,,1.0,,9.0,,1,1,2,,333.0,,,,,,
3904108,1,1,13,2,,1.0,,9.0,,1,1,2,,333.0,,,,,,
3904106,1,1,60,1,6.0,1.0,4.0,16.0,,1,2,1,15000.0,120.0,,6.0,,,,
3904105,2,1,19,2,6.0,3.0,4.0,19.0,,1,1,2,4800.0,,1.0,1.0,412010,15.0,,10.0
3904102,1,2,25,2,6.0,3.0,4.0,19.0,,1,1,2,24000.0,193.0,1.0,1.0,533030,12.0,1.0,1.0
3904105,1,1,40,2,1.0,1.0,4.0,24.0,4101.0,1,1,2,155100.0,501.0,1.0,1.0,112022,30.0,1.0,1.0
3904105,2,1,41,2,1.0,1.0,4.0,21.0,6000.0,1,1,2,55000.0,501.0,1.0,1.0,27102X,12.0,1.0,1.0
3904111,1,1,66,1,4.0,1.0,2.0,19.0,,1,1,1,37800.0,329.0,1.0,1.0,412010,15.0,1.0,1.0
3904111,2,1,50,2,4.0,1.0,4.0,18.0,,1,1,2,25500.0,204.0,1.0,1.0,353023,17.0,1.0,1.0
3904109,1,1,83,2,3.0,1.0,2.0,16.0,,1,2,1,27000.0,236.0,,6.0,,,,
3904107,1,1,68,2,1.0,1.0,4.0,16.0,,1,1,1,16800.0,192.0,1.0,6.0,412021,,,
3904107,2,1,68,1,1.0,1.0,4.0,16.0,,1,1,1,11000.0,192.0,,6.0,,,,
3904105,2,2,24,2,6.0,1.0,4.0,20.0,,1,2,1,30000.0,156.0,3.0,1.0,319092,60.0,3.0,1.0
3904105,2,2,2,2,,1.0,,,,1,2,1,,156.0,,,,,,
3904105,1,2,0,2,,,,,,1,2,1,,156.0,,,,,,
3904106,1,2,27,2,6.0,3.0,4.0,19.0,,2,2,2,17600.0,106.0,6.0,2.0,472140,,,
3904106,2,9,0,2,,,,,,1,2,1,,106.0,,,,,,
3904106,2,1,24,2,6.0,3.0,4.0,16.0,,1,2,1,0.0,0.0,1.0,3.0,434051,,,
3904104,2,1,87,2,4.0,1.0,4.0,21.0,6200.0,1,1,1,52950.0,466.0,,6.0,,,,
3904111,1,1,43,2,1.0,3.0,4.0,22.0,2105.0,1,1,2,150000.0,501.0,1.0,1.0,414010,20.0,,10.0
3904111,2,1,43,2,1.0,3.0,4.0,22.0,2405.0,1,1,2,10000.0,501.0,1.0,1.0,439021,5.0,,10.0
3904111,1,1,11,2,,3.0,,8.0,,1,1,2,,501.0,,,,,,
3904111,1,1,9,2,,3.0,,6.0,,1,1,2,,501.0,,,,,,
3904111,2,1,7,2,,3.0,,4.0,,1,1,2,,501.0,,,,,,
3904103,2,1,69,2,4.0,1.0,4.0,16.0,,1,2,1,18700.0,,1.0,6.0,436014,,,
3904109,1,1,75,2,1.0,1.0,2.0,17.0,,1,2,1,2200.0,82.0,1.0,1.0,435021,20.0,1.0,1.0
3904109,2,1,71,2,1.0,1.0,4.0,13.0,,1,2,1,9600.0,82.0,,6.0,,,,
3904105,1,1,62,1,3.0,1.0,4.0,21.0,2300.0,1,1,2,69800.0,501.0,,6.0,,,,
3904106,1,2,59,1,6.0,1.0,4.0,19.0,,1,2,1,22500.0,181.0,1.0,1.0,292061,15.0,1.0,1.0
3904104,1,1,53,2,1.0,1.0,4.0,21.0,3401.0,1,1,2,12000.0,501.0,6.0,1.0,119141,15.0,1.0,1.0
3904104,2,1,57,2,1.0,1.0,4.0,21.0,5404.0,1,1,2,190000.0,501.0,4.0,1.0,1110XX,5.0,1.0,1.0
3904105,2,1,20,2,6.0,1.0,4.0,16.0,,1,1,2,1500.0,12.0,1.0,1.0,439061,15.0,,10.0
3904110,2,1,25,2,6.0,1.0,4.0,21.0,2310.0,1,1,2,41600.0,336.0,4.0,1.0,413091,20.0,1.0,1.0
3904106,1,1,64,2,6.0,1.0,4.0,21.0,2901.0,1,1,2,26000.0,210.0,3.0,6.0,252030,,,
3904103,2,1,23,2,6.0,3.0,4.0,19.0,,1,1,2,17000.0,136.0,1.0,1.0,399032,20.0,1.0,1.0
3904103,1,1,29,2,6.0,3.0,4.0,24.0,6108.0,1,1,1,6000.0,48.0,1.0,6.0,292053,,,
3904106,2,1,63,2,1.0,1.0,4.0,18.0,,1,1,2,14600.0,284.0,,6.0,,,,
3904106,1,1,61,2,1.0,1.0,2.0,17.0,,1,1,2,30700.0,284.0,1.0,6.0,534010,,,
3904111,1,1,79,1,3.0,1.0,2.0,19.0,,1,1,1,57900.0,501.0,,6.0,,,,
3904106,2,1,39,2,2.0,1.0,4.0,16.0,,1,1,2,32000.0,248.0,1.0,1.0,434051,30.0,1.0,1.0
3904106,2,1,21,1,6.0,3.0,4.0,19.0,,1,1,2,14200.0,248.0,1.0,1.0,311131,30.0,1.0,1.0
3904106,1,1,18,2,6.0,1.0,4.0,14.0,,1,1,2,0.0,248.0,,6.0,,,,
3904104,2,1,28,2,6.0,1.0,4.0,20.0,,1,1,2,32000.0,259.0,1.0,1.0,312020,20.0,1.0,1.0
3904104,2,1,27,2,6.0,1.0,4.0,20.0,,1,1,2,53000.0,429.0,1.0,1.0,312010,15.0,1.0,1.0
3904104,2,1,27,2,6.0,1.0,4.0,21.0,2311.0,1,1,2,38000.0,307.0,3.0,1.0,252020,30.0,1.0,1.0
3904106,2,9,27,2,4.0,1.0,4.0,19.0,,1,2,1,28000.0,116.0,4.0,1.0,434171,20.0,1.0,1.0
3904106,1,9,7,2,,1.0,,4.0,,1,2,1,,116.0,,,,,,
3904106,2,9,6,2,,1.0,,2.0,,1,2,1,,116.0,,,,,,
3904106,1,9,3,2,,1.0,,1.0,,1,2,1,,116.0,,,,,,
3904108,1,2,32,2,2.0,1.0,4.0,21.0,2102.0,1,1,2,28000.0,226.0,2.0,1.0,211029,20.0,1.0,1.0
3904103,2,1,49,2,4.0,1.0,4.0,21.0,2304.0,1,1,2,61000.0,347.0,1.0,1.0,433021,30.0,1.0,1.0
3904103,1,1,18,2,6.0,1.0,4.0,18.0,,1,1,2,6000.0,347.0,1.0,1.0,352010,12.0,1.0,1.0
3904103,2,1,13,2,,1.0,,10.0,,1,1,2,,347.0,,,,,,
3904105,2,1,28,2,6.0,1.0,4.0,24.0,1104.0,1,1,2,48000.0,389.0,2.0,1.0,192099,15.0,1.0,1.0
3904105,2,1,27,2,6.0,3.0,4.0,22.0,6200.0,1,1,2,24000.0,193.0,2.0,1.0,251000,25.0,,10.0
3904105,1,1,25,2,6.0,1.0,4.0,22.0,3700.0,1,1,2,24050.0,193.0,4.0,1.0,2590XX,15.0,,10.0
3904105,2,1,24,2,6.0,3.0,4.0,21.0,3600.0,1,1,2,10000.0,80.0,1.0,1.0,434081,30.0,,10.0
3904104,1,1,53,2,6.0,1.0,4.0,19.0,,1,2,1,80.0,0.0,1.0,6.0,49904X,,,
3904105,2,2,31,1,6.0,1.0,4.0,15.0,,2,2,2,0.0,0.0,1.0,3.0,516011,,,
3904105,1,2,18,2,6.0,1.0,4.0,19.0,,2,2,2,0.0,0.0,,6.0,,,,
3904105,2,2,15,2,6.0,1.0,,12.0,,1,2,1,0.0,0.0,,,,,,
3904105,2,2,10,2,,1.0,,6.0,,1,2,1,,0.0,,,,,,
3904105,1,2,9,2,,1.0,,4.0,,1,2,1,,0.0,,,,,,
3904105,2,2,55,1,2.0,1.0,4.0,16.0,,1,2,1,0.0,0.0,,6.0,,,,
3904102,2,1,50,2,1.0,3.0,4.0,21.0,6104.0,1,1,2,121000.0,501.0,1.0,1.0,119111,15.0,1.0,1.0
3904102,1,1,51,2,1.0,3.0,4.0,21.0,6005.0,1,1,2,40000.0,501.0,6.0,1.0,274030,10.0,1.0,1.0
3904102,1,1,11,2,,3.0,,8.0,,1,1,2,,501.0,,,,,,
3904105,2,1,26,2,6.0,1.0,4.0,19.0,,1,1,2,13000.0,105.0,1.0,1.0,353011,3.0,1.0,1.0
3904105,1,1,31,2,6.0,1.0,4.0,21.0,3301.0,1,1,2,35000.0,283.0,1.0,1.0,132070,25.0,1.0,1.0
3904103,1,1,51,2,1.0,1.0,4.0,22.0,5501.0,1,1,2,52000.0,450.0,1.0,1.0,131111,40.0,1.0,1.0
3904103,2,6,48,2,1.0,1.0,4.0,21.0,6004.0,1,1,2,22000.0,450.0,1.0,1.0,537062,15.0,1.0,1.0
3904103,2,6,18,2,6.0,3.0,4.0,20.0,,1,1,2,10000.0,450.0,2.0,1.0,212021,6.0,1.0,1.0
3904101,1,1,31,2,1.0,3.0,4.0,19.0,,1,1,2,40000.0,172.0,1.0,1.0,511011,30.0,1.0,1.0
3904101,2,1,30,2,1.0,3.0,4.0,21.0,2901.0,1,1,2,1500.0,172.0,1.0,6.0,353031,,,
3904101,1,1,5,2,,3.0,,2.0,,1,1,2,,172.0,,,,,,
3904101,1,1,1,2,,3.0,,,,1,1,2,,172.0,,,,,,
3904107,2,2,79,1,4.0,1.0,4.0,12.0,,1,2,1,8400.0,73.0,,6.0,,,,
3904105,1,1,53,2,1.0,1.0,4.0,22.0,6200.0,1,1,2,195020.0,501.0,1.0,1.0,119021,20.0,1.0,1.0
3904105,2,1,52,2,1.0,1.0,4.0,21.0,2304.0,1,1,2,15000.0,501.0,1.0,1.0,412031,15.0,1.0,1.0
3904105,1,1,22,2,6.0,1.0,4.0,19.0,,1,1,2,2000.0,,1.0,6.0,272021,,,
3904105,1,1,20,2,6.0,3.0,4.0,19.0,,1,1,2,0.0,,,6.0,,,,
3904108,2,2,60,1,4.0,1.0,4.0,10.0,,1,2,1,47560.0,383.0,1.0,6.0,434171,,,
3904109,1,1,40,2,6.0,1.0,4.0,21.0,1904.0,1,1,2,117000.0,501.0,1.0,1.0,414010,45.0,1.0,1.0
3904106,2,5,51,2,4.0,1.0,4.0,19.0,,1,1,2,43200.0,349.0,5.0,1.0,433051,20.0,1.0,1.0
3904105,2,1,20,2,6.0,1.0,4.0,19.0,,1,1,2,5000.0,,4.0,2.0,439061,,,
3904108,1,2,63,2,4.0,1.0,4.0,16.0,,1,1,1,14200.0,114.0,,6.0,,,,
3904109,2,1,23,2,6.0,3.0,4.0,21.0,2407.0,1,1,2,45000.0,362.0,1.0,1.0,151252,40.0,1.0,1.0
3904102,2,1,70,2,1.0,1.0,4.0,16.0,,1,1,1,4204.0,161.0,,6.0,,,,
3904102,1,1,81,2,1.0,1.0,2.0,16.0,,1,1,1,19004.0,161.0,,6.0,,,,
3904107,2,2,42,1,5.0,1.0,4.0,19.0,,1,2,1,8800.0,48.0,,6.0,,,,
3904107,2,2,20,1,6.0,1.0,4.0,14.0,,1,2,1,3000.0,48.0,1.0,3.0,5191XX,,,
3904107,1,2,8,2,,1.0,,6.0,,1,2,1,,48.0,,,,,,
3904107,2,2,1,2,,1.0,,,,1,2,1,,48.0,,,,,,
3904105,2,2,19,2,6.0,3.0,4.0,18.0,,1,1,2,4400.0,,1.0,6.0,412010,,,
3904104,1,1,66,2,1.0,1.0,4.0,22.0,5506.0,1,1,1,133000.0,501.0,2.0,6.0,251000,,,
3904104,2,1,54,2,1.0,1.0,4.0,21.0,2300.0,1,1,2,36800.0,501.0,2.0,6.0,212011,,,
3904102,2,1,62,2,1.0,1.0,4.0,19.0,,1,1,2,26000.0,501.0,1.0,1.0,436011,20.0,1.0,1.0
3904102,1,1,52,2,1.0,1.0,4.0,21.0,2001.0,1,1,2,110000.0,501.0,1.0,1.0,434051,20.0,1.0,1.0
3904104,1,1,33,2,6.0,1.0,4.0,19.0,,1,1,2,108000.0,501.0,1.0,1.0,414010,20.0,1.0,1.0
3904104,1,1,29,2,6.0,1.0,4.0,20.0,,1,1,2,10300.0,501.0,1.0,3.0,351012,,,
3904102,1,1,33,2,6.0,1.0,4.0,16.0,,1,1,2,42000.0,339.0,1.0,1.0,411011,8.0,1.0,1.0
3904102,2,1,37,2,6.0,1.0,4.0,16.0,,1,1,2,30000.0,242.0,1.0,1.0,412031,8.0,1.0,1.0
3904111,2,1,61,2,1.0,1.0,4.0,22.0,2303.0,1,1,2,24900.0,501.0,7.0,1.0,291141,25.0,1.0,1.0
3904111,1,1,62,2,1.0,2.0,4.0,21.0,6200.0,1,1,2,426000.0,501.0,1.0,1.0,2310XX,25.0,1.0,1.0
3904108,1,1,57,2,4.0,1.0,2.0,18.0,,1,1,1,42200.0,342.0,1.0,1.0,49904X,35.0,1.0,1.0
3904110,2,1,63,2,3.0,1.0,4.0,14.0,,1,1,2,38700.0,313.0,2.0,1.0,292072,20.0,1.0,1.0
3904110,2,1,55,1,4.0,1.0,4.0,18.0,,1,2,1,11600.0,72.0,,6.0,,,,
3904110,1,1,25,1,6.0,1.0,4.0,17.0,,2,2,2,0.0,72.0,,6.0,,,,
3904110,2,1,74,1,3.0,1.0,4.0,21.0,3600.0,1,2,1,40030.0,349.0,,6.0,,,,
3904102,1,1,28,2,6.0,3.0,4.0,21.0,5200.0,1,1,2,32000.0,259.0,1.0,1.0,151211,15.0,1.0,1.0
3904108,1,2,26,2,6.0,3.0,4.0,19.0,,2,2,2,37400.0,300.0,1.0,1.0,433011,15.0,1.0,1.0
3904107,2,1,45,1,4.0,3.0,4.0,20.0,,1,2,1,20180.0,111.0,,6.0,,,,
3904107,2,9,24,2,6.0,3.0,4.0,17.0,,2,2,2,1200.0,111.0,1.0,6.0,353031,,,
3904107,1,1,15,2,6.0,3.0,,13.0,,2,2,2,0.0,111.0,,,,,,
3904101,2,1,31,2,1.0,1.0,4.0,21.0,6108.0,1,1,2,0.0,261.0,,6.0,,,,
3904101,1,1,33,2,1.0,1.0,4.0,22.0,6207.0,1,1,2,63000.0,261.0,1.0,1.0,132011,30.0,1.0,1.0
3904101,2,1,4,2,,1.0,,2.0,,1,1,2,,261.0,,,,,,
3904101,2,1,2,2,,1.0,,,,1,1,2,,261.0,,,,,,
3904105,1,1,23,2,6.0,3.0,4.0,21.0,1401.0,1,1,2,18000.0,145.0,1.0,1.0,271024,7.0,1.0,1.0
3904105,1,1,22,2,6.0,3.0,4.0,16.0,,1,1,2,0.0,0.0,1.0,6.0,434051,,,
3904110,1,1,57,1,1.0,1.0,4.0,14.0,,1,2,1,15200.0,185.0,1.0,6.0,533030,,,
3904110,2,1,43,1,1.0,1.0,4.0,16.0,,1,2,1,14300.0,185.0,1.0,6.0,292061,,,
3904109,2,1,73,2,6.0,1.0,4.0,16.0,,1,1,1,16500.0,144.0,,6.0,,,,
3904111,2,1,39,2,1.0,1.0,4.0,21.0,6107.0,1,1,2,72000.0,501.0,2.0,1.0,291141,30.0,1.0,1.0
3904111,1,1,39,2,1.0,1.0,4.0,22.0,3301.0,1,1,2,82000.0,501.0,1.0,1.0,112030,40.0,1.0,1.0
3904111,1,1,8,1,,1.0,,5.0,,1,1,2,,501.0,,,,,,
3904111,1,1,5,1,,1.0,,2.0,,1,1,2,,501.0,,,,,,
3904111,2,1,0,2,,,,,,1,1,2,,501.0,,,,,,
3904108,2,2,55,2,6.0,1.0,4.0,18.0,,1,1,2,16900.0,200.0,4.0,6.0,432021,,,
3904108,2,2,56,2,6.0,1.0,4.0,20.0,,1,2,1,15000.0,200.0,1.0,1.0,434051,15.0,2.0,1.0
3904106,2,1,38,2,4.0,3.0,4.0,22.0,6201.0,1,1,2,70700.0,292.0,1.0,1.0,132011,45.0,2.0,1.0
3904106,2,1,16,2,6.0,3.0,,12.0,,1,1,2,80.0,292.0,1.0,1.0,434051,10.0,1.0,1.0
3904106,2,1,14,2,,3.0,,10.0,,1,1,2,,292.0,,,,,,
3904106,1,1,11,2,,3.0,,7.0,,1,1,2,,292.0,,,,,,
3904106,1,1,34,2,6.0,3.0,4.0,18.0,,1,2,1,9000.0,72.0,1.0,1.0,537081,30.0,2.0,1.0
3904102,1,2,74,2,1.0,1.0,2.0,16.0,,1,1,1,43000.0,492.0,,6.0,,,,
3904102,2,2,74,1,1.0,1.0,4.0,16.0,,1,2,1,28000.0,492.0,,6.0,,,,
3904106,1,2,36,2,1.0,1.0,4.0,21.0,2602.0,1,2,1,20000.0,62.0,1.0,1.0,434051,30.0,1.0,1.0
3904106,2,1,36,1,1.0,1.0,4.0,13.0,,1,2,1,0.0,62.0,,6.0,,,,
3904106,1,9,10,2,,1.0,,7.0,,1,2,1,,62.0,,,,,,
3904106,1,9,5,2,,1.0,,1.0,,1,2,1,,62.0,,,,,,
3904106,1,9,3,2,,1.0,,1.0,,1,2,1,,62.0,,,,,,
3904106,1,9,12,2,,1.0,,9.0,,1,2,1,,62.0,,,,,,
3904110,2,1,55,2,4.0,1.0,4.0,18.0,,1,2,1,10000.0,81.0,1.0,1.0,252010,3.0,1.0,1.0
3904110,1,1,42,2,6.0,1.0,4.0,11.0,,1,1,2,36000.0,292.0,1.0,1.0,537051,15.0,1.0,1.0
3904104,1,2,59,2,1.0,3.0,4.0,23.0,6212.0,1,1,2,20000.0,128.0,6.0,1.0,2310XX,125.0,1.0,1.0
3904104,2,1,59,2,1.0,3.0,4.0,22.0,1901.0,1,1,2,500.0,128.0,,6.0,,,,
3904102,2,1,94,1,3.0,1.0,4.0,16.0,,1,2,1,14600.0,,,6.0,,,,
3904111,2,1,25,2,1.0,1.0,4.0,16.0,,1,1,2,25000.0,266.0,1.0,1.0,399011,2.0,1.0,1.0
3904111,1,1,30,2,1.0,1.0,4.0,14.0,,1,1,2,26000.0,266.0,1.0,1.0,537062,10.0,1.0,1.0
3904111,2,1,1,2,,1.0,,,,1,1,2,,266.0,,,,,,
3904104,2,1,71,2,3.0,1.0,4.0,21.0,2304.0,1,1,1,72000.0,501.0,3.0,6.0,252020,,,
3904110,2,1,54,2,4.0,1.0,4.0,20.0,,1,2,1,0.0,0.0,,6.0,,,,
3904110,1,1,63,1,4.0,1.0,2.0,16.0,,1,2,1,14000.0,112.0,,6.0,,,,
3904109,2,1,86,2,3.0,1.0,4.0,15.0,,1,1,1,33120.0,290.0,,6.0,,,,
