PUMAID,SEX,RAC1P,AGEP,DIS,MSP,MIG,MIL,SCHL,FOD1P,HICOV,PRIVCOV,PUBCOV,PINCP,POVPIP,COW,ESR,SOCP,JWMNP,JWRIP,JWTRNS
3904101,1,1,37,2,6.0,1.0,4.0,21.0,6200.0,1,1,2,56000.0,438.0,1.0,1.0,411011,30.0,1.0,1.0
3904101,2,1,32,2,4.0,1.0,4.0,19.0,,1,1,2,42000.0,328.0,1.0,1.0,119111,,,11.0
3904111,1,1,30,2,1.0,1.0,4.0,24.0,3700.0,1,1,2,60000.0,202.0,2.0,1.0,291210,35.0,1.0,1.0
3904111,2,1,30,2,1.0,1.0,4.0,21.0,6402.0,1,1,2,0.0,202.0,,6.0,,,,
3904111,1,1,6,2,,1.0,,3.0,,1,1,2,,202.0,,,,,,
3904111,1,1,4,2,,1.0,,1.0,,1,1,2,,202.0,,,,,,
3904111,1,1,1,2,,1.0,,,,1,1,2,,202.0,,,,,,
3904102,1,1,57,2,1.0,1.0,4.0,23.0,6203.0,1,1,2,658000.0,501.0,7.0,1.0,2310XX,25.0,1.0,1.0
3904102,2,1,57,2,1.0,1.0,4.0,20.0,,1,1,2,75000.0,501.0,7.0,1.0,395094,,,11.0
3904107,1,1,49,2,4.0,3.0,2.0,24.0,5506.0,1,2,1,328000.0,501.0,6.0,1.0,2310XX,12.0,,8.0
3904108,2,1,61,2,6.0,1.0,4.0,19.0,,1,1,2,30130.0,234.0,5.0,6.0,431011,,,
3904102,2,1,65,2,1.0,1.0,4.0,19.0,,1,1,2,227000.0,501.0,1.0,1.0,433031,15.0,1.0,1.0
3904102,1,2,64,2,1.0,1.0,4.0,19.0,,1,1,2,1900.0,501.0,,6.0,,,,
3904102,2,9,27,2,4.0,1.0,4.0,1.0,,1,1,2,2000.0,501.0,1.0,3.0,434051,,,
3904111,2,1,65,1,3.0,1.0,4.0,21.0,3700.0,1,1,1,34380.0,466.0,2.0,1.0,436014,10.0,2.0,1.0
3904111,2,1,39,2,6.0,1.0,4.0,21.0,2310.0,1,1,2,35000.0,466.0,2.0,1.0,252050,40.0,1.0,1.0
3904102,2,2,55,2,1.0,1.0,4.0,19.0,,1,1,2,46700.0,285.0,1.0,1.0,411011,20.0,2.0,1.0
3904102,1,2,65,2,1.0,1.0,4.0,24.0,1302.0,1,2,1,1200.0,285.0,6.0,6.0,291210,,,
3904107,1,1,36,2,1.0,1.0,4.0,21.0,6004.0,1,1,2,80000.0,242.0,1.0,1.0,271024,5.0,1.0,1.0
3904107,2,1,33,2,1.0,1.0,4.0,21.0,6004.0,1,1,2,0.0,242.0,,6.0,,,,
3904107,1,1,7,2,,1.0,,3.0,,1,1,2,,242.0,,,,,,
3904107,2,1,5,2,,1.0,,2.0,,1,1,2,,242.0,,,,,,
3904107,1,1,3,2,,1.0,,2.0,,1,1,2,,242.0,,,,,,
3904107,2,1,0,2,,,,,,1,1,2,,242.0,,,,,,
3904110,1,1,74,2,6.0,1.0,4.0,21.0,6203.0,1,1,1,108340.0,501.0,2.0,1.0,132011,145.0,1.0,1.0
3904104,1,1,72,1,6.0,1.0,2.0,21.0,3601.0,1,1,1,40300.0,339.0,,6.0,,,,
3904105,2,1,23,2,6.0,3.0,4.0,21.0,5501.0,1,1,2,59000.0,461.0,1.0,1.0,132051,30.0,1.0,1.0
3904108,2,2,63,2,4.0,1.0,4.0,16.0,,1,2,1,13500.0,105.0,,6.0,,,,
3904111,1,1,62,2,1.0,1.0,4.0,21.0,2304.0,1,1,2,38000.0,452.0,2.0,6.0,211029,,,
3904111,2,1,61,2,1.0,1.0,4.0,19.0,,1,1,2,43000.0,452.0,1.0,1.0,434051,20.0,1.0,1.0
3904111,2,1,23,2,6.0,1.0,4.0,20.0,,1,1,2,7000.0,452.0,1.0,1.0,434051,10.0,1.0,1.0
3904102,2,1,66,2,6.0,1.0,4.0,22.0,5502.0,1,2,1,55300.0,460.0,2.0,6.0,252020,,,
3904105,1,1,35,2,6.0,1.0,4.0,21.0,5301.0,1,1,2,50000.0,388.0,1.0,1.0,1191XX,5.0,1.0,1.0
3904104,2,1,69,2,4.0,1.0,4.0,22.0,2300.0,1,2,1,11000.0,91.0,3.0,6.0,252020,,,
3904104,2,1,78,2,1.0,1.0,4.0,18.0,,1,2,1,12500.0,234.0,,6.0,,,,
3904104,1,1,75,2,1.0,1.0,2.0,19.0,,1,2,1,23000.0,234.0,,6.0,,,,
3904105,1,1,54,2,6.0,1.0,4.0,16.0,,1,1,2,130000.0,501.0,1.0,1.0,411011,30.0,1.0,1.0
3904105,1,1,48,2,6.0,1.0,4.0,16.0,,1,1,2,45000.0,347.0,1.0,1.0,411011,20.0,1.0,1.0
3904111,2,1,58,2,6.0,1.0,4.0,20.0,,1,1,2,46600.0,364.0,3.0,6.0,131151,,,
3904102,2,1,41,2,1.0,1.0,4.0,22.0,4000.0,1,1,2,60000.0,501.0,3.0,1.0,291123,10.0,1.0,1.0
3904102,1,1,39,2,1.0,1.0,4.0,21.0,2100.0,1,1,2,200000.0,501.0,1.0,1.0,1520XX,20.0,1.0,1.0
3904102,2,1,9,2,,1.0,,6.0,,1,1,2,,501.0,,,,,,
3904102,1,1,7,2,,1.0,,4.0,,1,1,2,,501.0,,,,,,
3904105,1,1,26,2,6.0,1.0,4.0,22.0,6201.0,1,1,2,65600.0,501.0,1.0,1.0,132011,15.0,1.0,1.0
3904103,2,1,75,2,1.0,1.0,4.0,22.0,2304.0,1,1,1,49000.0,501.0,,6.0,,,,
3904103,1,1,76,2,1.0,1.0,4.0,22.0,2306.0,1,1,1,52400.0,501.0,,6.0,,,,
3904108,2,1,51,2,4.0,1.0,4.0,20.0,,1,1,2,88000.0,501.0,5.0,1.0,132011,30.0,2.0,1.0
3904108,2,1,32,2,6.0,1.0,4.0,20.0,,1,1,2,30000.0,501.0,5.0,1.0,431011,30.0,1.0,1.0
3904108,2,1,72,1,3.0,1.0,4.0,11.0,,1,2,1,12000.0,501.0,,6.0,,,,
3904108,1,1,22,2,6.0,1.0,4.0,18.0,,1,1,2,10000.0,501.0,1.0,1.0,472061,30.0,1.0,1.0
3904111,2,1,47,2,6.0,1.0,4.0,21.0,6201.0,1,1,2,55000.0,425.0,1.0,1.0,433021,20.0,1.0,1.0
3904102,2,1,43,2,4.0,1.0,4.0,22.0,1901.0,1,1,2,115200.0,501.0,1.0,1.0,411012,40.0,1.0,1.0
3904102,1,1,7,2,,1.0,,4.0,,1,1,2,,501.0,,,,,,
3904102,2,1,4,2,,1.0,,1.0,,1,1,2,,501.0,,,,,,
3904110,2,9,31,2,3.0,1.0,4.0,20.0,,1,2,1,23300.0,143.0,2.0,1.0,252010,20.0,1.0,1.0
3904110,2,9,8,2,,1.0,,6.0,,1,2,1,,143.0,,,,,,
3904110,1,9,1,2,,1.0,,,,1,2,1,,143.0,,,,,,
3904110,2,9,63,1,3.0,1.0,4.0,16.0,,1,2,1,12600.0,143.0,1.0,6.0,5191XX,,,
3904104,1,1,28,2,6.0,1.0,2.0,21.0,5200.0,1,1,2,56000.0,435.0,1.0,1.0,339030,30.0,1.0,1.0
3904104,2,1,27,2,6.0,1.0,4.0,22.0,5200.0,1,1,2,5700.0,44.0,2.0,6.0,29112X,,,
3904107,2,1,67,2,1.0,1.0,4.0,17.0,,1,1,1,24600.0,472.0,1.0,6.0,292072,,,
3904107,1,1,62,2,1.0,1.0,4.0,16.0,,1,1,2,46000.0,472.0,1.0,1.0,514120,7.0,1.0,1.0
3904105,2,1,95,1,3.0,1.0,4.0,22.0,1902.0,1,1,1,92300.0,501.0,,6.0,,,,
3904110,2,1,36,2,4.0,1.0,4.0,19.0,,2,2,2,35000.0,204.0,6.0,1.0,372012,15.0,1.0,1.0
3904110,1,1,13,2,,1.0,,9.0,,2,2,2,,204.0,,,,,,
3904110,1,1,39,2,6.0,1.0,4.0,19.0,,2,2,2,0.0,0.0,,6.0,,,,
3904102,2,1,46,2,6.0,1.0,4.0,20.0,,1,1,2,96000.0,501.0,1.0,1.0,112021,20.0,1.0,1.0
3904102,2,1,73,2,3.0,3.0,4.0,16.0,,1,1,1,38000.0,501.0,1.0,1.0,436014,20.0,1.0,1.0
3904110,2,1,35,2,6.0,1.0,4.0,21.0,2304.0,1,1,2,14000.0,70.0,7.0,1.0,371011,10.0,2.0,1.0
3904110,1,1,12,1,,1.0,,8.0,,1,2,1,,70.0,,,,,,
3904110,2,1,2,2,,1.0,,,,1,2,1,,70.0,,,,,,
3904110,1,1,34,2,6.0,1.0,4.0,16.0,,2,2,2,16000.0,124.0,1.0,1.0,373011,20.0,1.0,1.0
3904110,1,1,49,2,6.0,3.0,4.0,20.0,,1,1,2,35000.0,270.0,1.0,1.0,517011,25.0,1.0,1.0
3904105,2,1,33,2,6.0,1.0,4.0,21.0,6206.0,1,1,2,24000.0,185.0,1.0,1.0,411011,7.0,,10.0
3904107,2,1,52,2,4.0,1.0,4.0,18.0,,1,1,2,47000.0,365.0,3.0,1.0,259040,5.0,1.0,1.0
3904107,2,2,40,2,6.0,1.0,4.0,15.0,,1,2,1,33300.0,229.0,2.0,1.0,311131,10.0,1.0,1.0
3904107,2,2,21,2,6.0,1.0,4.0,1.0,,1,2,1,35000.0,229.0,2.0,1.0,211011,10.0,1.0,1.0
3904107,1,2,18,2,6.0,1.0,4.0,16.0,,1,2,1,2000.0,229.0,1.0,1.0,537064,25.0,2.0,1.0
3904107,2,2,16,2,6.0,1.0,,11.0,,1,2,1,0.0,229.0,,6.0,,,,
3904107,2,2,12,2,,1.0,,8.0,,1,2,1,,229.0,,,,,,
3904107,1,1,72,2,1.0,1.0,4.0,22.0,5501.0,1,1,1,456800.0,501.0,4.0,6.0,1191XX,,,
3904107,2,1,72,2,1.0,1.0,4.0,21.0,3604.0,1,1,1,18430.0,501.0,2.0,1.0,253041,20.0,1.0,1.0
3904109,2,1,27,2,6.0,3.0,4.0,18.0,,1,2,1,9000.0,52.0,1.0,1.0,331090,25.0,1.0,1.0
3904109,1,9,9,1,,3.0,,5.0,,1,2,1,,52.0,,,,,,
3904109,2,1,44,2,1.0,1.0,4.0,19.0,,1,1,2,36000.0,480.0,1.0,1.0,1191XX,20.0,1.0,1.0
3904109,1,1,60,2,1.0,1.0,4.0,16.0,,1,1,2,43000.0,480.0,1.0,1.0,537062,15.0,1.0,1.0
3904105,2,1,36,2,4.0,1.0,4.0,19.0,,1,1,2,21500.0,167.0,1.0,1.0,411011,40.0,,10.0
3904102,1,1,54,2,1.0,1.0,4.0,17.0,,1,1,2,85000.0,501.0,1.0,1.0,511011,20.0,1.0,1.0
3904102,2,1,56,2,1.0,1.0,4.0,16.0,,1,1,2,120000.0,501.0,1.0,1.0,1191XX,30.0,1.0,1.0
3904106,2,2,67,2,6.0,1.0,4.0,19.0,,1,1,2,50000.0,307.0,3.0,1.0,131141,15.0,1.0,1.0
3904106,2,2,33,2,6.0,1.0,4.0,18.0,,2,2,2,27000.0,307.0,3.0,1.0,319092,20.0,1.0,1.0
3904106,1,2,11,2,,1.0,,7.0,,1,2,1,,307.0,,,,,,
3904106,1,2,8,2,,1.0,,4.0,,1,2,1,,307.0,,,,,,
3904109,2,1,83,1,3.0,1.0,4.0,16.0,,1,1,1,22900.0,194.0,,6.0,,,,
3904105,1,1,59,2,4.0,1.0,4.0,23.0,5506.0,1,1,2,134000.0,501.0,3.0,1.0,331021,7.0,1.0,1.0
3904105,1,1,28,2,6.0,1.0,4.0,21.0,6204.0,1,1,2,73000.0,501.0,1.0,1.0,131081,30.0,1.0,1.0
3904104,2,1,44,2,4.0,1.0,4.0,21.0,5203.0,1,1,2,90000.0,501.0,1.0,1.0,151211,20.0,1.0,1.0
3904105,1,1,60,2,1.0,1.0,2.0,16.0,,1,2,1,2100.0,183.0,9.0,3.0,999920,,,
3904105,2,1,66,2,1.0,1.0,4.0,16.0,,1,2,1,5400.0,183.0,,6.0,,,,
3904105,2,1,41,2,4.0,1.0,4.0,19.0,,1,1,2,40200.0,183.0,1.0,1.0,412022,12.0,1.0,1.0
3904105,2,1,13,2,,1.0,,10.0,,1,1,2,,183.0,,,,,,
3904104,1,1,79,1,1.0,1.0,2.0,19.0,,1,1,1,96000.0,501.0,,6.0,,,,
3904104,2,1,82,2,1.0,1.0,4.0,16.0,,1,1,1,25600.0,501.0,,6.0,,,,
3904102,2,1,36,2,1.0,1.0,4.0,22.0,2304.0,1,1,2,0.0,501.0,,6.0,,,,
3904102,1,1,36,2,1.0,1.0,4.0,21.0,6207.0,1,1,2,432000.0,501.0,2.0,1.0,151211,30.0,1.0,1.0
3904102,1,1,8,1,,1.0,,6.0,,1,1,2,,501.0,,,,,,
3904102,2,1,6,2,,1.0,,4.0,,1,1,2,,501.0,,,,,,
3904102,1,1,4,2,,1.0,,2.0,,1,1,2,,501.0,,,,,,
3904108,2,1,82,1,4.0,1.0,4.0,16.0,,1,2,1,14600.0,121.0,,6.0,,,,
3904110,1,1,59,2,6.0,1.0,4.0,14.0,,1,1,2,45000.0,347.0,1.0,1.0,514120,15.0,1.0,1.0
3904109,1,2,65,2,1.0,1.0,4.0,16.0,,1,1,1,12300.0,102.0,1.0,6.0,435071,,,
3904109,2,2,47,1,1.0,1.0,4.0,16.0,,1,2,1,12200.0,102.0,1.0,6.0,436014,,,
3904109,2,2,24,2,6.0,1.0,4.0,16.0,,1,2,1,0.0,102.0,1.0,6.0,311131,,,
3904109,2,2,17,2,6.0,1.0,4.0,14.0,,1,2,1,2400.0,102.0,1.0,6.0,412010,,,
3904107,2,9,33,1,6.0,1.0,2.0,20.0,,1,2,1,15400.0,223.0,1.0,1.0,411011,30.0,1.0,1.0
3904107,2,1,46,1,2.0,1.0,4.0,20.0,,2,2,2,0.0,223.0,,6.0,,,,
3904107,1,1,61,2,2.0,1.0,4.0,19.0,,1,1,2,28000.0,223.0,1.0,1.0,537051,20.0,1.0,1.0
3904102,2,1,54,2,1.0,1.0,4.0,21.0,5301.0,1,1,2,32000.0,427.0,3.0,1.0,259040,15.0,1.0,1.0
3904102,1,1,53,2,1.0,1.0,4.0,21.0,6201.0,1,1,2,50000.0,427.0,6.0,1.0,132011,30.0,1.0,1.0
3904102,2,1,20,2,6.0,1.0,4.0,19.0,,1,1,2,0.0,427.0,1.0,6.0,352010,,,
3904110,1,1,61,2,3.0,1.0,4.0,16.0,,1,1,2,36200.0,282.0,1.0,6.0,472031,,,
3904110,2,1,66,2,3.0,1.0,4.0,19.0,,1,1,1,42100.0,358.0,4.0,1.0,131111,20.0,1.0,1.0
3904108,2,1,79,2,3.0,1.0,4.0,20.0,,1,2,1,94000.0,501.0,,6.0,,,,
3904107,2,2,72,2,4.0,1.0,4.0,22.0,3600.0,1,2,1,23000.0,238.0,,6.0,,,,
3904107,2,2,51,2,6.0,3.0,2.0,20.0,,1,2,1,12700.0,238.0,,6.0,,,,
3904104,1,1,33,2,1.0,3.0,4.0,21.0,6207.0,1,1,2,305000.0,501.0,1.0,1.0,113031,15.0,1.0,1.0
3904104,2,1,32,2,1.0,3.0,4.0,21.0,5200.0,1,1,2,74000.0,501.0,1.0,1.0,411012,30.0,1.0,1.0
3904104,1,1,2,2,,3.0,,,,1,1,2,,501.0,,,,,,
3904104,2,1,0,2,,,,,,1,1,2,,501.0,,,,,,
3904111,1,1,27,1,6.0,3.0,4.0,21.0,2102.0,1,1,2,78000.0,501.0,1.0,1.0,151251,30.0,1.0,1.0
3904111,2,1,27,2,6.0,1.0,4.0,19.0,,1,1,2,33000.0,255.0,1.0,1.0,433021,15.0,1.0,1.0
3904107,2,2,32,2,1.0,1.0,4.0,18.0,,1,2,1,45000.0,224.0,1.0,1.0,433011,10.0,1.0,1.0
3904107,1,2,34,2,1.0,1.0,4.0,16.0,,1,2,1,0.0,224.0,1.0,6.0,537051,,,
3904107,2,9,10,2,,1.0,,8.0,,1,2,1,,224.0,,,,,,
3904109,2,2,57,2,4.0,3.0,4.0,19.0,,1,1,2,61000.0,475.0,4.0,1.0,311122,10.0,1.0,1.0
3904103,2,1,90,1,3.0,1.0,4.0,21.0,2304.0,1,1,1,60100.0,501.0,,6.0,,,,
3904104,1,1,95,2,1.0,1.0,2.0,21.0,3301.0,1,1,1,22400.0,151.0,4.0,6.0,193011,,,
3904104,2,1,88,2,1.0,1.0,4.0,16.0,,1,2,1,0.0,151.0,,6.0,,,,
3904104,1,1,78,1,1.0,3.0,4.0,1.0,,1,1,1,13900.0,156.0,,6.0,,,,
3904104,2,1,75,2,1.0,3.0,4.0,15.0,,1,1,1,9700.0,156.0,,6.0,,,,
3904106,1,9,77,1,4.0,1.0,4.0,19.0,,1,1,1,43620.0,369.0,,6.0,,,,
3904110,1,1,50,2,1.0,1.0,4.0,21.0,1901.0,1,1,2,70000.0,501.0,2.0,1.0,119151,10.0,1.0,1.0
3904110,2,6,46,2,1.0,1.0,4.0,24.0,3699.0,1,1,2,170000.0,501.0,1.0,1.0,1191XX,25.0,1.0,1.0
3904110,1,9,9,2,,1.0,,6.0,,1,1,2,,501.0,,,,,,
3904108,2,1,65,1,6.0,1.0,4.0,18.0,,1,1,1,12100.0,101.0,,6.0,,,,
3904105,2,1,26,2,6.0,1.0,4.0,22.0,6002.0,1,2,1,46000.0,355.0,6.0,1.0,272042,15.0,1.0,1.0
3904103,1,1,30,2,6.0,1.0,4.0,19.0,,1,1,2,49000.0,377.0,1.0,1.0,119051,15.0,1.0,1.0
3904103,2,1,25,2,6.0,3.0,4.0,16.0,,1,1,2,30000.0,231.0,1.0,1.0,434171,15.0,1.0,1.0
3904101,2,1,58,2,1.0,1.0,4.0,21.0,3401.0,1,1,2,5500.0,501.0,,6.0,,,,
3904101,1,1,57,2,1.0,1.0,4.0,22.0,6204.0,1,1,2,437500.0,501.0,1.0,1.0,1110XX,15.0,1.0,1.0
3904104,1,1,35,2,6.0,1.0,4.0,21.0,1903.0,1,1,2,274500.0,501.0,1.0,1.0,1191XX,10.0,1.0,1.0
3904111,2,2,36,2,1.0,1.0,4.0,1.0,,1,2,1,3700.0,91.0,1.0,1.0,311121,15.0,1.0,1.0
3904111,1,2,43,2,1.0,1.0,4.0,20.0,,1,1,1,22600.0,91.0,1.0,1.0,537051,15.0,1.0,1.0
3904111,2,2,17,2,6.0,1.0,4.0,14.0,,1,2,1,1000.0,91.0,1.0,6.0,412010,,,
3904111,1,2,16,2,6.0,1.0,,13.0,,1,2,1,0.0,91.0,,6.0,,,,
3904111,2,2,12,2,,1.0,,8.0,,1,2,1,,91.0,,,,,,
3904107,2,8,26,2,6.0,3.0,4.0,23.0,5200.0,1,1,2,22000.0,171.0,1.0,1.0,537065,1.0,,10.0
3904107,1,5,26,2,6.0,3.0,4.0,24.0,5200.0,1,2,1,3800.0,29.0,1.0,1.0,359021,30.0,,2.0
3904108,1,1,60,2,4.0,1.0,2.0,16.0,,2,2,2,25000.0,194.0,6.0,1.0,119051,2.0,,10.0
3904108,1,2,24,2,6.0,1.0,4.0,16.0,,2,2,2,22000.0,169.0,1.0,1.0,537051,15.0,1.0,1.0
3904106,2,2,41,1,6.0,1.0,4.0,17.0,,1,2,1,5600.0,43.0,1.0,3.0,412010,,,
3904104,2,1,49,2,4.0,3.0,3.0,16.0,,1,1,2,58000.0,453.0,1.0,1.0,436011,20.0,1.0,1.0
3904101,2,1,25,2,6.0,3.0,4.0,21.0,1904.0,1,1,2,57000.0,446.0,1.0,1.0,131121,12.0,1.0,1.0
3904101,1,1,29,2,6.0,3.0,4.0,21.0,6200.0,1,1,2,60000.0,469.0,7.0,6.0,1110XX,,,
3904102,1,1,74,2,1.0,1.0,4.0,16.0,,1,2,1,15400.0,501.0,,6.0,,,,
3904102,2,1,74,2,1.0,1.0,4.0,16.0,,1,2,1,0.0,501.0,,6.0,,,,
3904102,2,1,45,2,6.0,1.0,4.0,21.0,6200.0,1,1,2,156000.0,501.0,1.0,1.0,113031,20.0,1.0,1.0
3904102,2,1,14,2,,1.0,,11.0,,1,1,2,,501.0,,,,,,
3904102,1,1,11,2,,1.0,,9.0,,1,1,2,,501.0,,,,,,
3904101,2,1,55,2,6.0,3.0,4.0,16.0,,1,1,2,53000.0,415.0,1.0,1.0,132070,,,11.0
3904107,2,1,84,1,3.0,1.0,4.0,21.0,5501.0,1,1,1,27300.0,232.0,,6.0,,,,
3904105,1,1,37,2,4.0,1.0,4.0,21.0,6402.0,1,1,2,102000.0,501.0,1.0,1.0,411012,25.0,2.0,1.0
3904105,2,1,5,2,,1.0,,3.0,,1,1,2,,501.0,,,,,,
3904109,2,1,32,2,1.0,1.0,4.0,18.0,,1,1,2,100.0,399.0,1.0,6.0,431011,,,
3904109,1,1,32,2,1.0,1.0,4.0,18.0,,1,1,2,100000.0,399.0,6.0,1.0,151255,10.0,1.0,1.0
3904109,2,1,6,2,,1.0,,2.0,,1,1,2,,399.0,,,,,,
3904109,1,1,3,2,,1.0,,1.0,,1,1,2,,399.0,,,,,,
3904106,1,1,48,1,6.0,1.0,4.0,17.0,,1,2,1,9210.0,71.0,,6.0,,,,
3904106,2,2,53,2,1.0,1.0,4.0,15.0,,1,1,2,27000.0,210.0,1.0,1.0,537065,40.0,1.0,1.0
3904106,1,2,16,2,1.0,1.0,,15.0,,1,1,2,35000.0,210.0,3.0,1.0,533052,20.0,1.0,1.0
3904106,1,2,16,2,6.0,1.0,,14.0,,1,1,2,0.0,210.0,,6.0,,,,
3904106,1,2,13,2,,1.0,,11.0,,1,2,1,,210.0,,,,,,
3904106,2,2,9,2,,1.0,,7.0,,1,2,1,,210.0,,,,,,
3904106,2,1,39,2,6.0,3.0,4.0,22.0,3604.0,1,1,2,69000.0,501.0,4.0,1.0,252020,40.0,1.0,1.0
3904103,2,1,39,2,1.0,1.0,4.0,21.0,6201.0,1,1,2,224000.0,501.0,1.0,1.0,132011,20.0,1.0,1.0
3904103,1,1,40,2,1.0,1.0,4.0,21.0,6201.0,1,1,2,140000.0,501.0,1.0,1.0,132011,30.0,1.0,1.0
3904103,1,1,7,2,,1.0,,4.0,,1,1,2,,501.0,,,,,,
3904103,2,1,4,2,,1.0,,2.0,,1,1,2,,501.0,,,,,,
3904103,1,1,2,2,,1.0,,,,1,1,2,,501.0,,,,,,
3904102,1,1,47,2,6.0,1.0,4.0,21.0,6402.0,1,1,2,60000.0,469.0,2.0,1.0,119151,7.0,,12.0
3904105,2,1,79,2,4.0,1.0,4.0,21.0,3600.0,1,2,1,52120.0,437.0,,6.0,,,,
3904109,2,1,73,1,1.0,1.0,4.0,16.0,,1,2,1,13200.0,255.0,,6.0,,,,
3904109,1,1,76,2,1.0,1.0,4.0,18.0,,1,2,1,25000.0,255.0,,6.0,,,,
3904102,2,1,57,2,1.0,1.0,4.0,23.0,3609.0,1,1,2,50000.0,501.0,1.0,1.0,292010,17.0,1.0,1.0
3904102,1,1,55,2,1.0,1.0,4.0,21.0,6206.0,1,1,2,110000.0,501.0,1.0,1.0,413091,15.0,1.0,1.0
3904102,2,1,24,2,6.0,1.0,4.0,21.0,2310.0,1,1,2,33000.0,501.0,2.0,1.0,252050,40.0,1.0,1.0
3904103,1,6,37,2,1.0,1.0,4.0,21.0,2408.0,1,1,2,120000.0,501.0,1.0,1.0,113021,45.0,1.0,1.0
3904103,2,6,30,1,1.0,1.0,4.0,21.0,2408.0,1,1,2,0.0,501.0,1.0,6.0,151211,,,
3904103,1,6,1,2,,1.0,,,,1,1,2,,501.0,,,,,,
3904108,1,1,29,2,1.0,1.0,4.0,21.0,6203.0,1,1,2,39000.0,476.0,1.0,1.0,435061,30.0,1.0,1.0
3904108,2,1,26,2,1.0,1.0,4.0,21.0,6110.0,1,1,2,40000.0,476.0,3.0,1.0,151251,15.0,1.0,1.0
3904110,2,1,26,2,6.0,3.0,4.0,21.0,6100.0,1,1,2,51000.0,397.0,1.0,1.0,131030,20.0,1.0,1.0
3904110,2,8,26,2,6.0,3.0,4.0,21.0,6102.0,1,1,2,33000.0,257.0,3.0,1.0,259040,12.0,1.0,1.0
3904111,1,1,51,2,1.0,1.0,4.0,21.0,6402.0,1,1,2,12000.0,330.0,1.0,1.0,131070,,,11.0
3904111,2,1,45,2,1.0,1.0,4.0,22.0,6203.0,1,1,2,70000.0,330.0,1.0,1.0,173023,15.0,1.0,1.0
3904111,2,1,14,2,,1.0,,11.0,,1,1,2,,330.0,,,,,,
3904111,1,1,11,1,,1.0,,7.0,,1,1,2,,330.0,,,,,,
3904104,2,1,38,2,1.0,1.0,4.0,21.0,6107.0,1,1,2,60000.0,501.0,4.0,1.0,291141,5.0,1.0,1.0
3904104,1,1,37,2,1.0,1.0,4.0,23.0,1901.0,1,1,2,200000.0,501.0,1.0,1.0,2310XX,2.0,1.0,1.0
3904104,2,1,7,2,,1.0,,4.0,,2,2,2,,501.0,,,,,,
3904104,2,1,4,2,,1.0,,2.0,,2,2,2,,501.0,,,,,,
3904103,1,1,62,2,1.0,1.0,4.0,21.0,6200.0,1,1,2,60000.0,501.0,1.0,1.0,111021,15.0,1.0,1.0
3904103,2,1,55,2,1.0,1.0,4.0,21.0,1901.0,1,1,2,45000.0,501.0,3.0,1.0,439061,40.0,1.0,1.0
3904103,2,1,22,2,6.0,1.0,4.0,19.0,,1,1,2,5000.0,501.0,1.0,6.0,434171,,,
3904110,2,1,62,1,6.0,1.0,4.0,19.0,,1,2,1,11600.0,117.0,,6.0,,,,
3904110,2,1,20,2,6.0,1.0,4.0,16.0,,1,2,1,8000.0,117.0,3.0,1.0,352010,3.0,1.0,1.0
3904103,1,1,63,2,1.0,1.0,4.0,21.0,6211.0,1,1,2,75000.0,494.0,1.0,1.0,132011,26.0,1.0,1.0
3904103,2,1,63,2,1.0,1.0,4.0,16.0,,1,1,2,17000.0,494.0,1.0,1.0,292052,28.0,1.0,1.0
3904103,1,1,20,2,6.0,1.0,4.0,19.0,,1,1,2,4000.0,494.0,1.0,1.0,537062,15.0,1.0,1.0
3904105,1,1,27,2,6.0,1.0,4.0,22.0,5501.0,1,1,2,31700.0,247.0,4.0,1.0,251000,10.0,,10.0
3904105,1,6,26,2,6.0,1.0,4.0,22.0,5501.0,1,1,2,24150.0,188.0,4.0,1.0,251000,15.0,,10.0
3904105,1,1,24,2,6.0,1.0,4.0,22.0,5501.0,1,1,2,21000.0,163.0,4.0,1.0,251000,15.0,,10.0
3904109,1,2,49,2,6.0,1.0,4.0,14.0,,1,1,2,34000.0,184.0,1.0,1.0,434171,25.0,1.0,1.0
3904109,1,2,21,2,6.0,1.0,4.0,19.0,,1,1,2,0.0,184.0,6.0,6.0,412010,,,
3904109,2,2,13,2,,1.0,,10.0,,1,2,1,,184.0,,,,,,
3904109,1,2,60,2,2.0,1.0,4.0,19.0,,1,1,1,14000.0,184.0,1.0,6.0,515112,,,
3904102,1,1,63,1,4.0,1.0,4.0,23.0,3600.0,1,1,2,95000.0,501.0,1.0,1.0,291020,16.0,1.0,1.0
3904102,2,1,33,2,6.0,1.0,4.0,21.0,2406.0,1,1,2,43000.0,333.0,1.0,1.0,273091,50.0,1.0,1.0
3904108,2,2,65,2,3.0,1.0,4.0,13.0,,1,2,1,4800.0,40.0,,6.0,,,,
3904108,2,1,53,2,6.0,1.0,4.0,20.0,,1,1,2,35000.0,305.0,1.0,1.0,252010,25.0,1.0,1.0
3904108,2,1,72,1,4.0,1.0,4.0,19.0,,1,2,1,15600.0,305.0,,6.0,,,,
3904111,1,1,88,1,2.0,1.0,3.0,12.0,,1,1,1,20800.0,205.0,,6.0,,,,
3904111,2,1,36,2,2.0,1.0,4.0,11.0,,1,1,1,10400.0,205.0,,6.0,,,,
3904103,1,1,46,2,1.0,1.0,4.0,19.0,,1,1,2,50000.0,321.0,1.0,1.0,119111,6.0,1.0,1.0
