BLK,detail,va_race,race
390490051002009,0,0,0
390490051002010,0,0,0
390490051002011,0,0,0
390490051002012,0,0,0
390490051002013,0,0,0
390490051002014,0,0,0
390490051002015,0,0,0
390490051002016,0,0,0
390490051002017,2,2,2
390490051002018,0,0,0
390490051002019,0,0,0
390490051002020,0,0,0
390490051002021,0,0,0
390490051002022,1,1,1
390490051002023,0,0,0
390490051002024,0,0,0
390490051002025,0,0,0
390490051002026,0,0,0
390490051002027,0,0,0
390490051002028,0,0,0
390490051002029,0,0,0
390490051002030,3,3,0
390490051002031,1,1,1
390490051002032,0,0,0
390490051002033,0,0,0
390490051002034,0,0,0
390490051002035,0,0,0
390490051002036,1,1,1
390490051002037,0,0,0
390490051002038,1,1,1
390490051002039,1,1,1
390490051002040,0,0,0
390490051002041,0,0,0
390490051002042,0,0,0
390490051002043,0,0,0
390490051002044,1,1,1
390490052001000,0,0,0
390490052001001,0,0,0
390490052001002,0,0,0
390490052001003,0,0,0
390490052001004,0,0,0
390490052001005,1,1,0
390490052001006,0,0,0
390490052001007,0,0,0
390490052001008,3,2,2
390490052001009,0,0,0
390490052001010,1,1,0
390490052001011,6,4,2
390490052001012,2,1,1
390490052001013,5,4,2
390490052001014,1,1,1
390490052001015,3,3,1
390490052001016,1,1,1
390490052001017,1,1,0
390490052001018,1,1,0
390490052001019,0,0,0
390490052001020,0,0,0
390490052001021,1,1,1
390490052001022,1,0,0
390490052001023,1,1,1
390490052001024,0,0,0
390490052001025,1,1,1
390490052001026,0,0,0
390490052001027,1,0,0
390490052001028,0,0,0
390490052001029,0,0,0
390490052001030,0,0,0
390490052002000,0,0,0
390490052002001,0,0,0
390490052002002,1,1,1
390490052002003,0,0,0
390490052002004,0,0,0
390490052002005,0,0,0
390490052002006,1,1,0
390490052002007,1,0,0
390490052002008,0,0,0
390490052002009,0,0,0
390490052002010,0,0,0
390490052002011,0,0,0
390490052002012,2,2,2
390490052002013,0,0,0
390490052002014,1,1,0
390490052002015,1,1,1
390490052002016,1,1,1
390490052002017,0,0,0
390490052002018,1,1,1
390490052002019,0,0,0
390490052002020,1,0,0
390490052002021,0,0,0
390490052002022,0,0,0
390490052002023,0,0,0
390490052002024,1,1,1
390490052002025,1,1,0
390490052002026,0,0,0
390490052002027,0,0,0
390490052002028,0,0,0
390490052002029,2,1,1
390490052002030,0,0,0
390490052002031,1,0,0
390490052002032,0,0,0
390490052002033,0,0,0
390490052002034,2,2,1
390490052002035,0,0,0
390490052002036,0,0,0
390490052002037,1,1,0
390490052002038,1,0,0
390490052002039,1,1,1
390490052002040,0,0,0
390490052002041,0,0,0
390490052002042,0,0,0
390490052002043,0,0,0
390490052002044,0,0,0
390490052002045,0,0,0
390490052002046,0,0,0
390490052002047,0,0,0
390490052002048,0,0,0
390490052002049,0,0,0
390490052002050,0,0,0
390490052002051,0,0,0
390490052002052,2,2,1
390490052002053,0,0,0
390490052002054,0,0,0
390490052002055,3,3,1
390490052002056,2,2,2
390490052002057,1,1,0
390490052002058,1,1,1
390490052002059,0,0,0
390490052002060,0,0,0
390490052002061,3,1,1
390490052002062,0,0,0
390490052002063,0,0,0
390490052002064,1,1,1
390490052002065,1,1,1
390490052002066,0,0,0
390490052002067,1,1,1
390490052002068,0,0,0
390490052002069,0,0,0
390490052002070,0,0,0
390490052002071,1,1,1
390490052002072,0,0,0
390490052002073,0,0,0
390490052002074,0,0,0
390490052002075,2,2,1
390490052002076,0,0,0
390490052002077,0,0,0
390490052002078,0,0,0
390490052002079,0,0,0
390490052002080,2,1,1
390490052002081,2,2,1
390490052002082,0,0,0
390490052002083,0,0,0
390490052002084,0,0,0
390490052002085,0,0,0
390490052002086,0,0,0
390490052002087,2,2,1
390490052002088,0,0,0
390490052002089,0,0,0
390490052002090,0,0,0
390490052002091,0,0,0
390490052002092,0,0,0
390490052002093,3,3,2
390490052002094,0,0,0
390490052002095,2,2,0
390490052002096,0,0,0
390490052002097,1,1,0
390490052002098,2,0,0
390490052002099,0,0,0
390490052002100,2,1,1
390490052002101,0,0,0
390490052002102,1,1,1
390490052002103,2,2,1
390490052002104,1,1,0
390490052002105,0,0,0
390490052002106,0,0,0
390490053001000,0,0,0
390490053001001,0,0,0
390490053001002,0,0,0
390490053001003,0,0,0
390490053001004,0,0,0
390490053001005,0,0,0
390490053001006,0,0,0
390490053001007,1,1,1
390490053001008,3,3,0
390490053001009,1,1,1
390490053001010,1,0,0
390490053001011,2,1,1
390490053001012,0,0,0
390490053001013,1,1,1
390490053001014,0,0,0
390490053001015,0,0,0
390490053001016,0,0,0
390490053001017,0,0,0
390490053001018,0,0,0
390490053001019,0,0,0
390490053001020,1,1,1
390490053002000,0,0,0
390490053002001,1,1,1
390490053002002,1,1,1
390490053002003,4,2,0
390490053002004,2,2,2
390490053002005,0,0,0
390490053002006,0,0,0
390490053002007,0,0,0
390490053002008,0,0,0
390490053002009,0,0,0
390490053002010,0,0,0
390490053002011,0,0,0
390490053002012,0,0,0
390490053002013,0,0,0
390490053002014,1,1,1
390490053002015,4,4,1
390490053002016,1,0,0
390490053002017,0,0,0
390490053002018,0,0,0
390490053002019,0,0,0
390490053002020,1,1,1
390490053002021,0,0,0
390490053003000,0,0,0
390490053003001,1,1,1
390490053003002,0,0,0
390490053003003,1,1,0
390490053003004,1,1,0
390490053003005,0,0,0
390490053003006,1,0,0
390490053003007,0,0,0
390490053003008,1,0,0
390490053003009,0,0,0
390490053003010,0,0,0
390490053003011,0,0,0
390490053003012,1,1,1
390490053003013,0,0,0
390490053003014,3,2,0
390490053003015,0,0,0
390490053003016,0,0,0
390490053003017,0,0,0
390490053003018,0,0,0
390490053003019,0,0,0
390490053003020,4,3,2
390490053003021,1,1,0
390490053003022,1,1,1
390490053003023,0,0,0
390490053003024,0,0,0
390490053003025,0,0,0
390490053003026,1,1,0
390490053003027,0,0,0
390490053003028,0,0,0
390490053003029,0,0,0
390490053003030,0,0,0
390490053003031,0,0,0
390490053003032,0,0,0
390490053003033,0,0,0
390490053004000,0,0,0
390490053004001,2,0,0
390490053004002,1,0,0
390490053004003,1,1,0
390490053004004,0,0,0
390490053004005,1,1,0
390490053004006,1,0,0
390490053004007,0,0,0
390490053004008,1,1,1
390490053004009,0,0,0
390490053004010,1,1,1
390490053004011,0,0,0
390490053004012,0,0,0
390490053004013,0,0,0
390490053004014,2,2,0
390490053004015,0,0,0
390490053004016,0,0,0
390490053004017,1,1,1
390490053004018,0,0,0
390490053004019,1,1,1
390490053004020,2,2,1
390490053004021,0,0,0
390490053004022,1,1,1
390490053004023,0,0,0
390490053004024,1,1,1
390490053004025,0,0,0
390490053004026,0,0,0
390490053004027,0,0,0
390490054101000,0,0,0
390490054101001,0,0,0
390490054101002,0,0,0
390490054101003,1,1,1
390490054101004,0,0,0
390490054101005,0,0,0
390490054101006,3,3,1
390490054101007,1,1,1
390490054101008,1,1,1
390490054101009,1,1,0
390490054101010,0,0,0
390490054101011,1,1,0
390490054101012,0,0,0
390490054101013,0,0,0
390490054101014,0,0,0
390490054101015,0,0,0
390490054101016,1,1,1
390490054101017,1,1,1
390490054101018,1,1,1
390490054101019,1,1,0
390490054101020,0,0,0
390490054101021,1,1,1
390490054101022,1,1,1
390490054101023,1,1,1
390490054101024,0,0,0
390490054101025,2,1,1
390490054101026,1,1,0
390490054101027,2,1,1
390490054101028,2,2,0
390490054101029,3,1,1
390490054101030,0,0,0
390490054101031,1,1,1
390490054101032,1,1,1
390490054101033,2,2,0
390490054101034,1,0,0
390490054101035,0,0,0
390490054101036,0,0,0
390490054101037,1,1,1
390490054101038,0,0,0
390490054101039,0,0,0
390490054101040,0,0,0
390490054101041,0,0,0
390490054101042,0,0,0
390490054101043,0,0,0
390490054101044,0,0,0
390490054101045,0,0,0
390490054101046,1,1,1
390490054201000,0,0,0
390490054201001,0,0,0
390490054201002,1,1,1
390490054201003,0,0,0
390490054201004,0,0,0
390490054201005,0,0,0
390490054201006,0,0,0
390490054201007,2,2,0
390490054201008,0,0,0
390490054201009,0,0,0
390490054201010,1,1,1
390490054201011,0,0,0
390490054201012,0,0,0
390490054201013,2,1,1
390490054201014,0,0,0
390490054201015,0,0,0
390490054201016,0,0,0
390490054201017,0,0,0
390490054201018,0,0,0
390490054201019,0,0,0
390490054201020,1,1,1
390490054201021,0,0,0
390490054202000,0,0,0
390490054202001,0,0,0
390490054202002,0,0,0
390490054202003,1,1,1
390490054202004,0,0,0
390490054202005,3,3,1
390490054202006,2,1,1
390490054202007,2,2,1
390490054202008,1,1,1
390490054202009,1,1,0
390490054202010,0,0,0
390490054202011,0,0,0
390490054202012,0,0,0
390490054202013,1,0,0
390490054202014,3,3,1
390490054203000,0,0,0
390490054203001,0,0,0
390490054203002,0,0,0
390490054203003,0,0,0
390490054203004,0,0,0
390490054203005,2,1,0
390490054203006,0,0,0
390490054203007,0,0,0
390490054203008,1,0,0
390490054203009,0,0,0
390490054203010,1,1,1
390490054203011,1,0,0
390490054203012,0,0,0
390490054203013,2,2,0
390490054203014,0,0,0
390490054203015,0,0,0
390490054203016,0,0,0
390490054203017,3,3,2
390490054203018,1,1,1
390490054203019,2,2,2
390490054203020,0,0,0
390490055001000,0,0,0
390490055001001,2,2,1
390490055001002,2,2,2
390490055001003,0,0,0
390490055001004,0,0,0
390490055001005,2,2,0
390490055001006,4,3,2
390490055001007,1,1,0
390490055001008,2,2,0
390490055001009,2,2,2
390490055001010,1,1,1
390490055001011,1,1,0
390490055001012,0,0,0
390490055001013,1,0,0
390490055001014,1,0,0
390490055001015,0,0,0
390490055002000,0,0,0
390490055002001,0,0,0
390490055002002,0,0,0
390490055002003,0,0,0
390490055002004,1,1,1
390490055002005,1,1,0
390490055002006,1,1,1
390490055002007,1,0,0
390490055002008,1,1,1
390490055002009,2,2,0
390490055002010,1,1,1
390490055002011,0,0,0
390490055002012,1,1,1
390490055002013,0,0,0
390490055002014,0,0,0
390490055003000,0,0,0
390490055003001,1,1,0
390490055003002,1,1,0
390490055003003,1,0,0
390490055003004,0,0,0
390490055003005,5,2,0
390490055003006,1,1,1
390490055003007,0,0,0
390490055003008,3,2,2
390490055003009,2,2,2
390490055003010,1,1,0
390490055003011,1,1,1
390490055003012,1,1,1
390490055004000,0,0,0
390490055004001,0,0,0
390490055004002,0,0,0
390490055004003,1,1,0
390490055004004,4,3,2
390490055004005,2,2,2
390490055004006,0,0,0
390490055004007,2,1,0
390490055004008,2,1,1
390490055004009,0,0,0
390490055004010,0,0,0
390490055004011,1,1,1
390490055005000,0,0,0
390490055005001,0,0,0
390490055005002,0,0,0
390490055005003,1,1,0
390490055005004,2,1,1
390490055005005,0,0,0
390490055005006,3,3,1
390490055005007,2,2,1
390490055005008,0,0,0
390490055005009,0,0,0
390490055005010,0,0,0
390490055005011,0,0,0
390490055005012,0,0,0
390490055005013,1,1,1
390490055006000,0,0,0
390490055006001,0,0,0
390490055006002,1,1,1
390490055006003,1,1,0
390490055006004,0,0,0
390490055006005,1,0,0
390490055006006,0,0,0
390490055006007,2,2,2
390490055006008,0,0,0
390490055006009,1,1,0
390490055006010,2,2,2
390490055006011,1,1,1
390490055006012,0,0,0
390490055006013,0,0,0
390490055007000,0,0,0
390490055007001,0,0,0
390490055007002,0,0,0
390490055007003,2,2,1
390490055007004,1,1,0
390490055007005,2,2,1
390490055007006,0,0,0
390490055007007,1,1,1
390490055007008,0,0,0
390490055007009,0,0,0
390490055007010,2,2,2
390490055007011,2,2,1
390490055007012,2,2,2
390490055007013,1,1,0
390490055007014,0,0,0
390490055007015,3,2,1
390490056101000,0,0,0
390490056101001,2,1,1
390490056101002,0,0,0
390490056101003,0,0,0
390490056101004,0,0,0
390490056101005,0,0,0
390490056101006,1,1,1
390490056101007,2,1,0
390490056101008,0,0,0
390490056101009,0,0,0
390490056101010,1,1,1
390490056101011,0,0,0
390490056101012,1,0,0
390490056101013,0,0,0
390490056101014,0,0,0
390490056101015,0,0,0
390490056101016,1,1,1
390490056101017,0,0,0
390490056101018,0,0,0
390490056101019,0,0,0
390490056101020,3,3,1
390490056101021,0,0,0
390490056101022,1,1,1
390490056101023,0,0,0
390490056101024,1,1,0
390490056101025,1,1,1
390490056101026,0,0,0
390490056101027,0,0,0
390490056101028,3,2,2
390490056101029,1,1,1
390490056101030,0,0,0
390490056101031,0,0,0
390490056101032,1,1,1
390490056101033,4,4,2
390490056101034,0,0,0
390490056101035,1,1,0
390490056101036,0,0,0
390490056102000,0,0,0
390490056102001,0,0,0
390490056102002,0,0,0
390490056102003,0,0,0
390490056102004,0,0,0
390490056102005,0,0,0
390490056102006,0,0,0
390490056102007,0,0,0
390490056102008,0,0,0
390490056102009,0,0,0
390490056102010,0,0,0
390490056102011,0,0,0
390490056102012,0,0,0
390490056102013,0,0,0
390490056102014,2,2,2
390490056102015,2,2,1
390490056102016,1,0,0
390490056102017,0,0,0
390490056102018,1,1,1
390490056102019,0,0,0
390490056102020,0,0,0
390490056102021,0,0,0
390490056102022,0,0,0
390490056102023,2,2,0
390490056102024,1,0,0
390490056102025,1,1,0
390490056102026,0,0,0
390490056102027,2,2,2
390490056102028,1,1,1
390490056102029,2,2,2
390490056102030,3,3,1
390490056102031,0,0,0
390490056102032,0,0,0
390490056102033,0,0,0
390490056102034,0,0,0
390490056102035,1,1,0
390490056102036,0,0,0
390490056102037,2,2,0
390490056102038,0,0,0
390490056102039,0,0,0
390490056102040,1,1,0
390490056102041,1,1,0
390490056102042,0,0,0
390490056102043,2,2,0
390490056102044,1,1,0
390490056102045,1,1,1
390490056102046,0,0,0
390490056102047,0,0,0
390490056102048,1,1,1
390490056102049,1,1,1
390490056102050,1,0,0
390490056102051,2,2,0
390490056102052,0,0,0
390490056102053,1,0,0
390490056102054,0,0,0
390490056201000,1,1,1
390490056201001,1,1,0
390490056201002,3,3,2
390490056201003,1,1,1
390490056201004,0,0,0
390490056201005,1,1,1
390490056201006,0,0,0
390490056201007,1,0,0
390490056201008,1,1,0
390490056201009,0,0,0
390490056201010,1,1,1
390490056201011,1,1,1
390490056201012,0,0,0
390490056201013,1,1,0
390490056201014,1,1,1
390490056202000,0,0,0
390490056202001,0,0,0
390490056202002,0,0,0
390490056202003,0,0,0
390490056202004,3,3,0
390490056202005,2,2,2
390490056202006,2,0,0
390490056202007,2,1,1
390490056202008,1,0,0
390490056202009,1,1,1
390490056202010,0,0,0
390490056202011,2,2,1
390490056203000,0,0,0
390490056203001,0,0,0
390490056203002,0,0,0
390490056203003,1,1,1
390490056203004,2,2,1
390490056203005,1,1,1
390490056203006,1,1,0
390490056203007,1,0,0
390490056203008,2,1,1
390490056203009,1,0,0
390490056203010,1,1,0
390490056203011,2,2,1
390490056203012,1,1,1
390490056203013,1,1,1
390490056204000,2,1,1
390490056204001,0,0,0
390490056204002,0,0,0
390490056204003,0,0,0
390490056204004,1,1,1
390490056204005,0,0,0
390490056204006,2,2,2
390490056204007,4,4,2
390490056204008,0,0,0
390490056204009,1,1,1
390490056204010,0,0,0
390490056204011,0,0,0
390490056204012,2,2,0
390490056204013,0,0,0
390490056204014,2,2,2
390490056204015,3,3,1
390490056204016,0,0,0
390490056204017,1,1,1
390490057001000,2,2,1
390490057001001,2,2,1
390490057001002,2,1,1
390490057001003,2,0,0
390490057001004,4,0,0
390490057001005,2,2,0
390490057001006,2,2,2
390490057001007,3,2,0
390490057001008,2,1,1
390490057001009,0,0,0
390490057001010,1,0,0
390490057001011,1,1,1
390490057001012,1,0,0
390490057001013,2,2,1
390490057001014,0,0,0
390490057001015,1,1,1
390490057001016,0,0,0
390490057001017,1,1,0
390490057001018,3,3,3
390490057002000,2,2,2
390490057002001,2,2,0
390490057002002,0,0,0
390490057002003,2,2,1
390490057002004,1,1,0
390490057002005,0,0,0
390490057002006,2,2,2
390490057002007,1,1,1
390490057002008,2,2,1
390490057002009,2,2,1
390490057002010,1,1,1
390490057002011,0,0,0
390490057002012,0,0,0
390490057002013,0,0,0
390490057002014,0,0,0
390490057002015,1,1,1
390490057002016,1,1,1
390490057002017,0,0,0
390490057002018,1,1,0
390490057002019,0,0,0
390490057002020,0,0,0
390490057002021,1,1,1
390490057002022,5,4,2
390490057002023,0,0,0
390490057002024,0,0,0
390490057002025,1,1,1
390490057002026,0,0,0
390490057002027,0,0,0
390490057002028,1,0,0
390490057002029,1,1,1
390490057002030,1,1,0
390490057002031,1,1,1
390490057002032,0,0,0
390490057002033,3,2,1
390490057002034,2,1,1
390490057002035,1,1,0
390490057002036,1,0,0
390490057002037,1,1,1
390490057002038,2,1,1
390490057002039,1,0,0
390490057002040,0,0,0
390490057002041,0,0,0
390490057002042,1,1,0
390490057002043,0,0,0
390490057002044,1,0,0
390490057002045,1,0,0
390490057002046,3,2,2
390490057002047,1,1,1
390490057002048,0,0,0
390490057002049,0,0,0
390490057002050,0,0,0
390490057002051,0,0,0
390490057003000,0,0,0
390490057003001,0,0,0
390490057003002,2,0,0
390490057003003,1,1,1
390490057003004,3,2,2
390490057003005,1,1,1
390490057003006,4,4,3
390490057003007,0,0,0
390490057003008,2,2,1
390490057003009,0,0,0
390490057003010,0,0,0
390490057003011,2,0,0
390490057003012,1,1,0
390490057003013,0,0,0
390490057003014,0,0,0
390490057003015,0,0,0
390490057003016,0,0,0
390490057003017,2,2,2
390490057003018,2,1,1
390490057003019,1,1,1
390490057003020,3,3,2
390490057003021,0,0,0
390490057003022,1,1,1
390490057003023,0,0,0
390490057003024,0,0,0
390490057003025,1,1,0
390490057003026,0,0,0
390490057003027,1,1,0
390490057003028,1,1,1
390490057003029,0,0,0
390490057003030,1,1,1
390490057003031,0,0,0
390490057003032,1,1,1
390490057003033,0,0,0
390490057003034,1,1,0
390490057003035,1,1,0
390490057003036,1,1,1
390490057003037,0,0,0
390490057003038,1,1,1
390490057003039,1,1,0
390490057003040,1,0,0
390490057003041,2,2,1
390490057003042,0,0,0
390490057003043,1,1,1
390490057003044,0,0,0
390490057003045,0,0,0
390490057003046,0,0,0
390490057003047,0,0,0
390490057003048,1,1,0
390490057003049,1,1,1
390490057003050,0,0,0
390490057003051,1,1,0
390490057003052,1,1,1
390490057003053,0,0,0
390490057003054,0,0,0
390490057003055,1,1,1
390490057003056,1,0,0
390490057003057,3,3,1
390490057003058,0,0,0
390490057003059,1,1,1
390490057003060,0,0,0
390490057003061,0,0,0
390490057003062,0,0,0
390490057003063,0,0,0
390490057003064,0,0,0
390490057003065,0,0,0
390490057003066,2,2,1
390490057003067,2,0,0
390490057003068,0,0,0
390490057003069,0,0,0
390490057003070,0,0,0
390490057003071,0,0,0
390490057003072,0,0,0
390490057003073,0,0,0
390490057003074,0,0,0
390490057003075,0,0,0
390490057003076,0,0,0
390490057003077,0,0,0
390490057003078,0,0,0
390490057003079,0,0,0
390490057003080,0,0,0
390490057003081,0,0,0
390490057003082,0,0,0
390490057003083,0,0,0
390490058101000,1,1,0
390490058101001,0,0,0
390490058101002,1,1,1
390490058101003,0,0,0
390490058101004,0,0,0
390490058101005,0,0,0
390490058101006,0,0,0
390490058101007,0,0,0
390490058101008,2,2,2
390490058101009,1,0,0
390490058101010,2,2,1
390490058101011,0,0,0
390490058101012,3,0,0
390490058101013,2,1,1
390490058101014,0,0,0
390490058101015,0,0,0
390490058101016,2,2,0
390490058101017,1,0,0
390490058101018,3,2,0
390490058101019,2,0,0
390490058101020,0,0,0
390490058101021,1,1,1
390490058101022,0,0,0
390490058101023,0,0,0
390490058101024,0,0,0
390490058101025,2,2,1
390490058101026,1,1,1
390490058101027,0,0,0
390490058102000,1,1,1
390490058102001,1,0,0
390490058102002,2,2,1
390490058102003,2,0,0
390490058102004,2,2,0
390490058102005,1,1,1
390490058102006,1,1,1
390490058102007,2,2,1
390490058102008,1,1,1
390490058103000,0,0,0
390490058103001,1,1,1
390490058103002,1,1,1
390490058103003,1,1,1
390490058103004,1,1,1
390490058103005,2,1,1
390490058103006,1,1,1
390490058103007,1,1,1
390490058103008,0,0,0
390490058103009,0,0,0
390490058103010,0,0,0
390490058103011,0,0,0
390490058103012,0,0,0
390490058103013,4,4,1
390490058103014,5,3,3
390490058103015,2,2,2
390490058103016,0,0,0
390490058103017,0,0,0
390490058103018,0,0,0
390490058103019,2,2,1
390490058103020,0,0,0
390490058103021,3,1,1
390490058103022,1,1,0
390490058103023,2,1,1
390490058103024,1,1,1
390490058103025,1,1,1
390490058103026,2,1,1
390490058103027,1,0,0
390490058103028,2,1,0
390490058103029,0,0,0
390490058201000,0,0,0
390490058201001,1,0,0
390490058201002,0,0,0
390490058201003,0,0,0
390490058201004,0,0,0
390490058201005,0,0,0
390490058201006,0,0,0
390490058201007,2,2,1
390490058201008,0,0,0
390490058201009,0,0,0
390490058201010,0,0,0
390490058201011,4,4,1
390490058201012,0,0,0
390490058201013,0,0,0
390490058201014,2,2,1
390490058201015,0,0,0
390490058201016,2,2,1
390490058201017,6,4,0
390490058201018,0,0,0
390490058201019,2,1,1
390490058201020,7,6,0
390490058201021,1,1,1
390490058201022,1,1,1
390490058201023,2,1,1
390490058201024,1,1,1
390490058201025,3,3,1
390490058202000,0,0,0
390490058202001,0,0,0
390490058202002,3,1,1
390490058202003,0,0,0
390490058202004,1,0,0
390490058202005,1,1,0
390490058202006,0,0,0
390490058202007,2,2,1
390490058202008,0,0,0
390490058202009,1,1,1
390490058202010,2,1,1
390490058202011,0,0,0
390490058202012,1,0,0
390490058202013,0,0,0
390490058202014,1,1,0
390490058202015,2,2,2
390490058202016,3,3,2
390490058202017,1,1,1
390490058202018,1,1,1
390490058202019,0,0,0
390490058202020,0,0,0
390490058202021,1,0,0
390490058202022,2,2,1
390490058202023,0,0,0
390490058202024,0,0,0
390490058202025,0,0,0
390490058202026,1,1,1
390490058202027,0,0,0
390490058202028,3,3,1
390490058202029,1,1,1
390490058202030,0,0,0
390490059001000,0,0,0
390490059001001,0,0,0
390490059001002,1,1,1
390490059001003,0,0,0
390490059001004,1,1,1
390490059001005,1,1,1
390490059001006,5,4,2
390490059001007,4,4,2
390490059001008,0,0,0
390490059001009,1,1,1
390490059001010,5,5,2
390490059001011,1,1,0
390490059001012,1,1,1
390490059001013,0,0,0
390490059002000,1,0,0
390490059002001,1,0,0
390490059002002,2,2,0
390490059002003,0,0,0
390490059002004,0,0,0
390490059002005,1,1,1
390490059002006,1,1,1
390490059002007,1,1,1
390490059002008,2,1,1
390490059002009,2,2,0
390490059002010,0,0,0
390490059002011,1,1,0
390490059003000,3,3,3
390490059003001,3,2,0
390490059003002,5,5,2
390490059003003,0,0,0
390490059003004,0,0,0
390490059003005,0,0,0
390490059003006,0,0,0
390490059003007,2,2,0
390490059003008,2,2,0
390490059003009,0,0,0
390490059003010,1,1,1
390490059003011,0,0,0
390490059004000,0,0,0
390490059004001,1,1,0
390490059004002,0,0,0
390490059004003,0,0,0
390490059004004,0,0,0
390490059004005,1,1,1
390490059004006,2,2,2
390490059004007,0,0,0
390490059004008,1,0,0
390490059004009,1,1,1
390490059004010,0,0,0
390490059004011,0,0,0
390490060001000,0,0,0
390490060001001,3,2,1
390490060001002,0,0,0
390490060001003,2,0,0
390490060001004,1,1,1
390490060002000,4,3,2
390490060002001,1,0,0
390490060002002,1,1,1
390490060002003,1,1,0
390490060002004,1,1,1
390490060002005,0,0,0
390490060002006,0,0,0
390490060002007,0,0,0
390490060002008,0,0,0
390490060002009,1,1,1
390490060002010,1,1,1
390490060002011,0,0,0
390490060002012,1,1,0
390490060002013,2,2,0
390490060002014,0,0,0
390490060002015,2,2,0
390490060002016,1,1,1
390490060003000,1,1,1
390490060003001,3,2,0
390490060003002,0,0,0
390490060003003,3,2,0
390490060003004,0,0,0
390490060003005,2,2,2
390490060003006,1,1,0
390490060003007,0,0,0
390490060003008,4,3,2
390490060003009,1,1,1
390490060003010,1,1,0
390490060003011,2,2,0
390490060003012,0,0,0
390490060003013,0,0,0
390490060003014,2,1,0
390490060003015,1,0,0
390490060003016,0,0,0
390490060003017,2,2,1
390490060003018,0,0,0
390490060003019,1,1,0
390490060003020,2,2,1
390490061001000,3,3,1
390490061001001,0,0,0
390490061001002,2,2,0
390490061001003,2,1,1
390490061001004,0,0,0
390490061001005,0,0,0
390490061001006,1,0,0
390490061001007,1,1,1
390490061001008,2,2,0
390490061001009,0,0,0
390490061002000,0,0,0
390490061002001,3,0,0
390490061002002,0,0,0
390490061002003,0,0,0
390490061002004,0,0,0
390490061002005,0,0,0
390490061002006,0,0,0
390490061002007,0,0,0
390490061002008,0,0,0
390490061002009,0,0,0
390490061002010,1,0,0
390490061002011,0,0,0
390490061002012,0,0,0
390490061002013,0,0,0
390490061002014,1,0,0
390490061002015,0,0,0
390490061002016,3,2,0
390490061002017,0,0,0
390490061002018,2,2,2
390490061002019,0,0,0
390490061002020,1,1,0
390490061002021,0,0,0
390490061002022,2,2,0
390490061002023,1,1,1
390490061002024,2,2,2
390490061002025,0,0,0
390490061002026,1,1,1
390490061002027,0,0,0
390490061002028,0,0,0
390490061002029,0,0,0
390490061002030,0,0,0
390490061002031,0,0,0
390490061002032,0,0,0
390490061002033,0,0,0
390490061002034,0,0,0
390490061002035,1,1,1
390490061002036,0,0,0
390490061002037,0,0,0
390490061002038,1,1,0
390490061003000,3,3,1
390490061003001,1,1,0
390490061003002,2,1,0
390490061003003,2,2,1
390490061003004,0,0,0
390490061003005,0,0,0
390490061003006,1,1,0
390490061003007,1,1,0
390490061003008,3,2,2
390490061003009,0,0,0
390490061003010,2,2,1
390490061003011,0,0,0
390490061003012,2,2,2
390490061003013,1,1,1
390490061003014,2,1,1
390490061004000,1,1,1
390490061004001,1,0,0
390490061004002,0,0,0
390490061004003,1,1,0
390490061004004,1,1,0
390490061004005,2,1,1
390490061004006,0,0,0
390490061004007,0,0,0
390490061004008,3,2,2
390490061004009,1,1,1
390490061004010,3,3,1
390490061004011,1,1,1
390490061004012,0,0,0
390490061004013,1,1,1
390490062201000,0,0,0
390490062201001,0,0,0
390490062201002,0,0,0
390490062201003,0,0,0
390490062201004,0,0,0
390490062201005,0,0,0
390490062201006,0,0,0
390490062201007,0,0,0
390490062201008,0,0,0
390490062201009,0,0,0
390490062201010,0,0,0
390490062201011,0,0,0
390490062201012,0,0,0
390490062201013,4,3,1
390490062201014,0,0,0
390490062201015,2,1,1
390490062201016,0,0,0
390490062201017,0,0,0
390490062201018,0,0,0
390490062201019,0,0,0
390490062201020,0,0,0
390490062201021,0,0,0
390490062201022,0,0,0
390490062201023,0,0,0
390490062201024,0,0,0
390490062201025,0,0,0
390490062201026,0,0,0
390490062201027,1,1,1
390490062201028,0,0,0
390490062201029,0,0,0
390490062201030,0,0,0
390490062201031,0,0,0
390490062201032,0,0,0
390490062201033,0,0,0
390490062201034,0,0,0
390490062201035,0,0,0
390490062201036,0,0,0
390490062201037,1,1,1
390490062201038,3,2,2
390490062201039,1,0,0
390490062201040,0,0,0
390490062201041,0,0,0
390490062201042,3,2,2
390490062201043,0,0,0
390490062201044,0,0,0
390490062201045,0,0,0
390490062201046,2,2,1
390490062201047,0,0,0
390490062201048,0,0,0
390490062201049,0,0,0
390490062201050,0,0,0
390490062201051,1,1,1
390490062201052,0,0,0
390490062201053,0,0,0
390490062201054,0,0,0
390490062201055,0,0,0
390490062201056,0,0,0
390490062201057,1,1,1
390490062201058,0,0,0
390490062201059,0,0,0
390490062201060,0,0,0
390490062201061,0,0,0
390490062201062,0,0,0
390490062201063,0,0,0
390490062201064,0,0,0
390490062201065,0,0,0
390490062201066,1,1,1
390490062201067,0,0,0
390490062201068,1,1,0
390490062201069,0,0,0
390490062201070,0,0,0
390490062201071,1,1,0
390490062201072,0,0,0
390490062201073,0,0,0
390490062201074,0,0,0
390490062201075,0,0,0
390490062201076,1,0,0
390490062201077,0,0,0
390490062201078,0,0,0
390490062201079,0,0,0
