BLK,detail,va_race,race
390490075331003,3,3,1
390490075331004,0,0,0
390490075331005,1,0,0
390490075331006,0,0,0
390490075331007,0,0,0
390490075331008,0,0,0
390490075332000,0,0,0
390490075332001,1,1,1
390490075332002,1,1,0
390490075332003,2,2,1
390490075332004,1,0,0
390490075332005,0,0,0
390490075332006,0,0,0
390490075332007,0,0,0
390490075332008,0,0,0
390490075332009,0,0,0
390490075332010,1,1,0
390490075332011,0,0,0
390490075332012,3,2,2
390490075332013,0,0,0
390490075332014,1,1,0
390490075332015,0,0,0
390490075332016,0,0,0
390490075332017,0,0,0
390490075332018,0,0,0
390490075341000,0,0,0
390490075341001,2,2,1
390490075341002,0,0,0
390490075341003,0,0,0
390490075341004,0,0,0
390490075341005,0,0,0
390490075341006,0,0,0
390490075341007,1,1,1
390490075341008,2,0,0
390490075341009,1,1,1
390490075341010,0,0,0
390490075341011,1,1,1
390490075341012,1,1,1
390490075341013,0,0,0
390490075341014,0,0,0
390490075341015,1,1,0
390490075341016,0,0,0
390490075341017,6,6,2
390490075341018,0,0,0
390490075341019,0,0,0
390490075341020,2,2,1
390490075341021,1,1,0
390490075341022,1,1,1
390490075341023,1,1,1
390490075341024,1,1,1
390490075341025,0,0,0
390490075341026,0,0,0
390490075341027,0,0,0
390490075341028,1,1,1
390490075341029,1,1,1
390490075341030,0,0,0
390490075341031,3,3,0
390490075341032,0,0,0
390490075341033,0,0,0
390490075341034,0,0,0
390490075341035,2,2,1
390490075341036,0,0,0
390490075342000,2,0,0
390490075342001,0,0,0
390490075342002,0,0,0
390490075342003,4,3,1
390490075342004,2,2,1
390490075342005,0,0,0
390490075342006,2,2,2
390490075342007,2,1,0
390490075342008,0,0,0
390490075342009,0,0,0
390490075342010,0,0,0
390490075342011,0,0,0
390490075342012,0,0,0
390490075342013,1,1,1
390490075342014,0,0,0
390490075342015,1,1,0
390490075342016,1,1,1
390490075342017,2,2,2
390490075342018,1,1,1
390490075342019,0,0,0
390490075342020,0,0,0
390490075342021,0,0,0
390490075342022,0,0,0
390490075501000,0,0,0
390490075501001,0,0,0
390490075501002,0,0,0
390490075501003,1,1,1
390490075501004,0,0,0
390490075501005,0,0,0
390490075501006,0,0,0
390490075501007,0,0,0
390490075501008,0,0,0
390490075501009,3,2,1
390490075501010,5,3,1
390490075501011,0,0,0
390490075501012,1,1,1
390490075501013,1,0,0
390490075501014,0,0,0
390490075501015,2,2,0
390490075501016,2,2,2
390490075501017,0,0,0
390490075501018,0,0,0
390490075501019,0,0,0
390490075501020,0,0,0
390490075501021,0,0,0
390490075501022,1,1,1
390490075501023,1,1,1
390490075501024,0,0,0
390490075501025,0,0,0
390490075501026,0,0,0
390490075501027,0,0,0
390490075501028,0,0,0
390490075501029,0,0,0
390490075501030,0,0,0
390490075501031,0,0,0
390490075501032,0,0,0
390490075501033,1,1,1
390490075501034,3,3,2
390490075501035,0,0,0
390490075501036,0,0,0
390490075501037,0,0,0
390490075501038,0,0,0
390490075501039,0,0,0
390490075501040,0,0,0
390490075501041,0,0,0
390490075501042,1,1,1
390490075501043,0,0,0
390490075501044,0,0,0
390490075501045,0,0,0
390490075501046,0,0,0
390490075501047,0,0,0
390490075501048,0,0,0
390490075501049,0,0,0
390490075501050,0,0,0
390490075501051,0,0,0
390490075501052,0,0,0
390490075501053,0,0,0
390490075501054,0,0,0
390490075501055,0,0,0
390490075501056,0,0,0
390490075501057,0,0,0
390490075501058,0,0,0
390490075501059,0,0,0
390490075501060,0,0,0
390490075501061,0,0,0
390490075501062,0,0,0
390490075501063,0,0,0
390490075501064,0,0,0
390490075501065,0,0,0
390490075501066,0,0,0
390490075501067,0,0,0
390490075501068,0,0,0
390490075501069,0,0,0
390490075501070,0,0,0
390490075501071,0,0,0
390490075501072,0,0,0
390490075501073,0,0,0
390490075501074,0,0,0
390490075501075,0,0,0
390490075501076,2,2,1
390490075501077,0,0,0
390490075501078,0,0,0
390490075502000,0,0,0
390490075502001,0,0,0
390490075502002,0,0,0
390490075502003,1,1,1
390490075502004,1,1,1
390490075502005,0,0,0
390490075502006,0,0,0
390490075502007,1,0,0
390490075502008,0,0,0
390490075502009,3,1,1
390490075502010,0,0,0
390490075502011,1,1,0
390490075502012,0,0,0
390490075502013,0,0,0
390490075502014,3,2,0
390490075502015,0,0,0
390490075502016,0,0,0
390490075502017,0,0,0
390490075502018,1,1,1
390490075502019,0,0,0
390490075502020,0,0,0
390490075502021,0,0,0
390490075502022,0,0,0
390490075502023,0,0,0
390490075502024,0,0,0
390490075502025,0,0,0
390490075502026,4,2,0
390490075502027,3,3,1
390490075502028,2,2,2
390490075502029,1,1,0
390490075502030,0,0,0
390490075502031,0,0,0
390490075502032,0,0,0
390490075502033,1,1,1
390490075502034,0,0,0
390490075502035,0,0,0
390490075502036,0,0,0
390490075502037,0,0,0
390490075502038,0,0,0
390490075502039,0,0,0
390490075502040,0,0,0
390490075502041,0,0,0
390490075502042,0,0,0
390490075502043,0,0,0
390490075502044,0,0,0
390490075502045,1,1,1
390490075511000,0,0,0
390490075511001,3,2,0
390490075511002,0,0,0
390490075511003,2,2,0
390490075511004,0,0,0
390490075511005,2,2,1
390490075511006,3,3,1
390490075511007,2,2,2
390490075511008,1,1,0
390490075511009,1,1,0
390490075511010,0,0,0
390490075511011,2,2,2
390490075511012,3,3,1
390490075511013,0,0,0
390490075511014,0,0,0
390490075511015,3,2,0
390490075511016,2,1,0
390490075511017,2,2,1
390490075511018,2,2,1
390490075511019,1,1,1
390490075511020,2,2,0
390490075511021,2,2,0
390490075511022,0,0,0
390490075511023,0,0,0
390490075511024,1,1,0
390490075511025,2,1,1
390490075511026,2,2,0
390490075511027,1,0,0
390490075511028,3,3,2
390490075511029,3,2,1
390490075511030,1,1,0
390490075511031,2,1,1
390490075511032,2,1,1
390490075511033,0,0,0
390490075511034,1,1,0
390490075511035,0,0,0
390490075511036,0,0,0
390490075511037,0,0,0
390490075511038,0,0,0
390490075511039,5,4,0
390490075511040,0,0,0
390490075511041,3,3,2
390490075511042,0,0,0
390490075511043,0,0,0
390490075511044,0,0,0
390490075511045,0,0,0
390490075511046,0,0,0
390490075511047,0,0,0
390490075511048,1,1,1
390490075511049,5,3,1
390490075511050,2,2,1
390490075511051,2,2,0
390490075511052,2,1,1
390490075511053,4,4,1
390490075511054,0,0,0
390490075511055,2,2,1
390490075511056,0,0,0
390490075511057,0,0,0
390490075511058,0,0,0
390490075511059,2,1,1
390490075511060,3,2,0
390490075512000,2,2,2
390490075512001,1,1,1
390490075512002,1,1,1
390490075512003,0,0,0
390490075512004,0,0,0
390490075512005,5,4,1
390490075512006,1,1,1
390490075512007,0,0,0
390490075512008,0,0,0
390490075512009,0,0,0
390490075512010,0,0,0
390490075512011,0,0,0
390490075512012,1,0,0
390490075512013,3,1,1
390490075512014,1,1,0
390490075512015,2,2,1
390490075512016,2,2,2
390490075512017,0,0,0
390490075512018,0,0,0
390490075512019,0,0,0
390490077101000,0,0,0
390490077101001,1,1,0
390490077101002,0,0,0
390490077101003,0,0,0
390490077101004,4,2,2
390490077101005,0,0,0
390490077101006,0,0,0
390490077101007,0,0,0
390490077101008,0,0,0
390490077101009,0,0,0
390490077101010,0,0,0
390490077101011,0,0,0
390490077101012,0,0,0
390490077101013,0,0,0
390490077101014,3,2,1
390490077101015,1,1,1
390490077101016,0,0,0
390490077101017,4,4,1
390490077101018,0,0,0
390490077101019,1,1,1
390490077101020,0,0,0
390490077101021,0,0,0
390490077101022,2,1,1
390490077101023,0,0,0
390490077101024,2,2,0
390490077101025,3,2,2
390490077101026,0,0,0
390490077101027,2,2,0
390490077102000,2,1,0
390490077102001,0,0,0
390490077102002,0,0,0
390490077102003,4,3,0
390490077102004,0,0,0
390490077102005,0,0,0
390490077102006,1,1,0
390490077102007,0,0,0
390490077102008,2,2,0
390490077102009,4,4,2
390490077102010,0,0,0
390490077102011,0,0,0
390490077102012,1,1,1
390490077102013,0,0,0
390490077102014,0,0,0
390490077103000,2,1,1
390490077103001,3,3,2
390490077103002,2,0,0
390490077103003,2,2,2
390490077103004,0,0,0
390490077103005,1,0,0
390490077103006,0,0,0
390490077103007,2,2,0
390490077103008,2,2,0
390490077103009,0,0,0
390490077103010,2,1,0
390490077103011,1,1,1
390490077103012,4,3,0
390490077104000,1,1,1
390490077104001,3,3,0
390490077104002,4,1,1
390490077104003,0,0,0
390490077104004,1,0,0
390490077104005,2,2,1
390490077104006,1,0,0
390490077104007,1,1,1
390490077104008,0,0,0
390490077104009,1,1,0
390490077211000,2,2,1
390490077211001,0,0,0
390490077211002,0,0,0
390490077211003,4,3,0
390490077211004,2,2,1
390490077211005,2,2,1
390490077211006,1,1,0
390490077211007,0,0,0
390490077211008,5,3,0
390490077211009,1,1,0
390490077211010,0,0,0
390490077211011,1,1,1
390490077211012,1,1,0
390490077211013,0,0,0
390490077211014,3,3,1
390490077211015,0,0,0
390490077211016,0,0,0
390490077211017,0,0,0
390490077211018,2,2,2
390490077211019,0,0,0
390490077211020,1,1,0
390490077211021,0,0,0
390490077211022,0,0,0
390490077211023,0,0,0
390490077211024,0,0,0
390490077211025,1,1,0
390490077211026,1,1,1
390490077211027,0,0,0
390490077212000,0,0,0
390490077212001,3,3,1
390490077212002,4,3,1
390490077212003,1,1,1
390490077213000,4,1,1
390490077213001,2,0,0
390490077213002,0,0,0
390490077213003,2,2,2
390490077213004,2,1,1
390490077213005,3,3,2
390490077213006,2,1,0
390490077214000,0,0,0
390490077214001,0,0,0
390490077214002,3,0,0
390490077214003,1,0,0
390490077214004,0,0,0
390490077214005,1,1,1
390490077214006,1,1,1
390490077214007,1,1,0
390490077214008,3,3,2
390490077214009,1,1,0
390490077214010,2,2,2
390490077214011,1,1,0
390490077215000,0,0,0
390490077221000,0,0,0
390490077221001,0,0,0
390490077221002,1,1,1
390490077221003,0,0,0
390490077221004,3,1,1
390490077221005,1,1,0
390490077221006,1,1,0
390490077221007,0,0,0
390490077221008,1,1,0
390490077221009,0,0,0
390490077221010,1,1,1
390490077221011,0,0,0
390490077221012,1,1,1
390490077221013,2,1,1
390490077221014,0,0,0
390490077222000,0,0,0
390490077222001,0,0,0
390490077222002,0,0,0
390490077222003,1,1,0
390490077222004,2,1,0
390490077222005,2,2,0
390490077222006,2,1,0
390490077222007,2,2,1
390490077222008,2,2,2
390490077222009,0,0,0
390490077222010,1,1,0
390490077222011,1,0,0
390490077222012,1,1,1
390490077222013,5,4,1
390490077222014,1,1,1
390490077222015,0,0,0
390490077222016,0,0,0
390490077222017,2,2,0
390490077222018,0,0,0
390490077222019,1,1,1
390490077222020,1,1,0
390490077222021,2,2,0
390490077223000,1,0,0
390490077223001,1,1,1
390490077223002,3,1,1
390490077223003,1,1,1
390490077223004,1,1,0
390490077223005,4,4,1
390490077223006,6,6,1
390490077223007,1,1,1
390490077223008,0,0,0
390490077223009,0,0,0
390490077223010,0,0,0
390490077223011,0,0,0
390490077223012,0,0,0
390490077223013,2,0,0
390490077223014,1,1,0
390490077223015,0,0,0
390490077301000,4,4,2
390490077301001,3,2,1
390490077301002,1,1,0
390490077301003,1,1,0
390490077301004,1,1,0
390490077301005,0,0,0
390490077301006,1,1,0
390490077301007,0,0,0
390490077301008,3,3,0
390490077301009,1,1,0
390490077301010,0,0,0
390490077301011,1,0,0
390490077301012,1,1,1
390490077301013,3,1,1
390490077301014,1,1,1
390490077301015,3,1,0
390490077301016,3,3,1
390490077301017,4,4,1
390490077302000,1,1,0
390490077302001,5,1,0
390490077302002,1,1,0
390490077302003,0,0,0
390490077302004,1,1,0
390490077302005,0,0,0
390490077302006,1,0,0
390490077302007,3,3,1
390490077302008,0,0,0
390490077302009,0,0,0
390490077302010,0,0,0
390490077302011,0,0,0
390490077302012,2,2,1
390490077302013,6,4,0
390490077302014,1,1,1
390490077302015,1,1,1
390490077302016,1,1,1
390490077302017,1,1,0
390490077302018,0,0,0
390490077401000,2,1,1
390490077401001,0,0,0
390490077401002,2,1,1
390490077401003,0,0,0
390490077401004,0,0,0
390490077401005,0,0,0
390490077401006,0,0,0
390490077401007,0,0,0
390490077401008,0,0,0
390490077401009,2,1,1
390490077401010,0,0,0
390490077401011,0,0,0
390490077401012,1,1,1
390490077401013,0,0,0
390490077401014,0,0,0
390490077401015,0,0,0
390490077401016,0,0,0
390490077401017,0,0,0
390490077401018,3,3,0
390490077401019,2,2,2
390490077401020,0,0,0
390490077401021,0,0,0
390490077401022,1,1,0
390490077401023,1,1,0
390490077401024,0,0,0
390490077401025,0,0,0
390490077401026,0,0,0
390490077401027,0,0,0
390490077401028,0,0,0
390490077401029,3,3,1
390490077401030,2,1,0
390490077401031,0,0,0
390490077401032,0,0,0
390490077401033,1,1,1
390490077401034,1,1,1
390490077401035,0,0,0
390490077401036,1,1,1
390490078111000,2,2,2
390490078111001,2,0,0
390490078111002,1,1,1
390490078111003,0,0,0
390490078111004,1,0,0
390490078111005,0,0,0
390490078111006,2,1,1
390490078111007,0,0,0
390490078111008,0,0,0
390490078111009,1,1,0
390490078111010,0,0,0
390490078111011,2,2,2
390490078111012,0,0,0
390490078112000,0,0,0
390490078112001,3,3,0
390490078112002,0,0,0
390490078112003,2,1,1
390490078112004,0,0,0
390490078112005,1,0,0
390490078112006,3,3,1
390490078112007,0,0,0
390490078112008,3,0,0
390490078112009,0,0,0
390490078113000,0,0,0
390490078113001,0,0,0
390490078113002,3,2,2
390490078113003,2,2,2
390490078113004,3,3,1
390490078113005,1,1,0
390490078113006,0,0,0
390490078113007,0,0,0
390490078113008,0,0,0
390490078113009,0,0,0
390490078113010,1,1,0
390490078113011,2,2,2
390490078113012,1,1,1
390490078113013,5,4,2
390490078113014,0,0,0
390490078113015,1,1,1
390490078113016,0,0,0
390490078113017,0,0,0
390490078113018,1,1,0
390490078113019,2,2,1
390490078113020,1,1,0
390490078113021,0,0,0
390490078113022,1,1,1
390490078113023,2,2,1
390490078113024,2,2,2
390490078113025,0,0,0
390490078113026,2,2,1
390490078113027,1,1,1
390490078113028,1,1,0
390490078113029,0,0,0
390490078114000,3,1,1
390490078114001,2,2,0
390490078114002,1,1,0
390490078114003,0,0,0
390490078114004,1,1,0
390490078114005,2,2,2
390490078114006,0,0,0
390490078114007,0,0,0
390490078121000,0,0,0
390490078121001,0,0,0
390490078121002,0,0,0
390490078121003,0,0,0
390490078121004,0,0,0
390490078121005,0,0,0
390490078121006,0,0,0
390490078121007,0,0,0
390490078121008,0,0,0
390490078121009,0,0,0
390490078121010,0,0,0
390490078121011,0,0,0
390490078121012,2,1,0
390490078121013,1,1,1
390490078121014,1,0,0
390490078121015,2,1,1
390490078121016,0,0,0
390490078122000,0,0,0
390490078122001,0,0,0
390490078122002,0,0,0
390490078122003,0,0,0
390490078122004,0,0,0
390490078122005,0,0,0
390490078122006,0,0,0
390490078122007,0,0,0
390490078122008,0,0,0
390490078122009,0,0,0
390490078122010,0,0,0
390490078122011,0,0,0
390490078122012,0,0,0
390490078122013,0,0,0
390490078122014,0,0,0
390490078122015,0,0,0
390490078122016,1,1,1
390490078122017,0,0,0
390490078122018,4,3,1
390490078122019,0,0,0
390490078122020,0,0,0
390490078122021,0,0,0
390490078122022,1,1,1
390490078122023,0,0,0
390490078122024,0,0,0
390490078122025,0,0,0
390490078122026,0,0,0
390490078122027,1,0,0
390490078122028,1,1,1
390490078122029,2,2,1
390490078122030,1,1,0
390490078122031,0,0,0
390490078122032,0,0,0
390490078122033,0,0,0
390490078122034,0,0,0
390490078122035,0,0,0
390490078122036,0,0,0
390490078122037,0,0,0
390490078122038,0,0,0
390490078122039,0,0,0
390490078123000,0,0,0
390490078123001,0,0,0
390490078123002,1,0,0
390490078123003,0,0,0
390490078123004,0,0,0
390490078123005,0,0,0
390490078123006,0,0,0
390490078123007,0,0,0
390490078123008,4,2,2
390490078123009,3,2,1
390490078123010,0,0,0
390490078123011,0,0,0
390490078123012,0,0,0
390490078123013,3,1,0
390490078123014,0,0,0
390490078123015,3,2,2
390490078123016,0,0,0
390490078123017,0,0,0
390490078123018,2,1,1
390490078123019,2,1,0
390490078124000,0,0,0
390490078124001,0,0,0
390490078124002,0,0,0
390490078124003,2,0,0
390490078124004,2,1,0
390490078124005,1,1,1
390490078124006,0,0,0
390490078124007,1,1,1
390490078124008,4,4,1
390490078124009,2,0,0
390490078124010,0,0,0
390490078124011,0,0,0
390490078124012,0,0,0
390490078201000,1,1,0
390490078201001,2,1,0
390490078201002,0,0,0
390490078201003,0,0,0
390490078201004,0,0,0
390490078201005,0,0,0
390490078201006,0,0,0
390490078201007,0,0,0
390490078201008,1,1,1
390490078201009,0,0,0
390490078201010,0,0,0
390490078201011,0,0,0
390490078202000,0,0,0
390490078202001,5,2,0
390490078202002,0,0,0
390490078202003,0,0,0
390490078202004,0,0,0
390490078202005,0,0,0
390490078202006,0,0,0
390490078202007,0,0,0
390490078202008,0,0,0
390490078202009,0,0,0
390490078202010,0,0,0
390490078202011,2,0,0
390490078203000,2,1,1
390490078203001,1,1,0
390490078203002,0,0,0
390490078204000,0,0,0
390490078204001,0,0,0
390490078204002,3,1,1
390490078204003,2,1,1
390490078204004,1,1,1
390490078301000,0,0,0
390490078301001,0,0,0
390490078301002,0,0,0
390490078301003,0,0,0
390490078301004,0,0,0
390490078301005,3,2,1
390490078301006,2,1,1
390490078301007,2,2,2
390490078301008,4,4,4
390490078301009,0,0,0
390490078301010,0,0,0
390490078301011,1,1,1
390490078301012,2,1,1
390490078301013,1,1,0
390490078301014,0,0,0
390490078301015,0,0,0
390490078301016,0,0,0
390490078302000,0,0,0
390490078302001,0,0,0
390490078302002,2,2,0
390490078302003,2,1,0
390490078302004,0,0,0
390490078302005,0,0,0
390490078302006,1,1,1
390490078302007,0,0,0
390490078303000,3,1,0
390490078303001,0,0,0
390490078303002,1,1,0
390490078303003,3,1,1
390490078303004,2,2,1
390490078303005,0,0,0
390490078303006,0,0,0
390490078303007,4,3,1
390490079211000,0,0,0
390490079211001,0,0,0
390490079211002,1,1,1
390490079211003,1,0,0
390490079211004,0,0,0
390490079211005,3,1,1
390490079211006,1,0,0
390490079211007,1,1,0
390490079211008,0,0,0
390490079211009,2,2,2
390490079211010,0,0,0
390490079211011,0,0,0
390490079211012,1,1,0
390490079211013,1,1,0
390490079211014,0,0,0
390490079211015,1,1,1
390490079211016,1,1,0
390490079211017,1,1,0
390490079211018,2,2,1
390490079211019,0,0,0
390490079211020,1,1,1
390490079211021,0,0,0
390490079211022,0,0,0
390490079211023,1,1,1
390490079211024,0,0,0
390490079212000,0,0,0
390490079212001,0,0,0
390490079212002,0,0,0
390490079212003,0,0,0
390490079212004,0,0,0
390490079212005,0,0,0
390490079212006,0,0,0
390490079212007,2,2,0
390490079212008,0,0,0
390490079212009,0,0,0
390490079212010,0,0,0
390490079212011,0,0,0
390490079212012,0,0,0
390490079212013,1,1,1
390490079212014,2,2,1
390490079212015,0,0,0
390490079212016,0,0,0
390490079212017,0,0,0
390490079212018,0,0,0
390490079212019,0,0,0
390490079212020,0,0,0
390490079212021,0,0,0
390490079212022,1,0,0
390490079212023,0,0,0
390490079212024,0,0,0
390490079212025,0,0,0
390490079212026,1,1,0
390490079212027,0,0,0
390490079212028,2,2,1
390490079212029,0,0,0
390490079212030,0,0,0
390490079212031,1,0,0
390490079212032,0,0,0
390490079212033,0,0,0
390490079212034,0,0,0
390490079212035,0,0,0
390490079212036,0,0,0
390490079212037,0,0,0
390490079212038,0,0,0
390490079212039,0,0,0
390490079212040,0,0,0
390490079212041,0,0,0
390490079212042,0,0,0
390490079212043,2,2,1
390490079212044,0,0,0
390490079212045,4,4,2
390490079212046,1,1,1
390490079212047,0,0,0
390490079212048,0,0,0
390490079212049,1,0,0
390490079212050,2,2,2
390490079212051,1,1,1
390490079212052,0,0,0
390490079212053,0,0,0
390490079212054,0,0,0
390490079212055,2,2,0
390490079212056,0,0,0
390490079212057,1,1,1
390490079212058,1,1,1
390490079212059,0,0,0
390490079212060,0,0,0
390490079212061,1,1,1
390490079212062,0,0,0
390490079212063,0,0,0
390490079212064,1,1,1
390490079212065,0,0,0
390490079212066,0,0,0
390490079212067,0,0,0
390490079212068,0,0,0
390490079212069,1,0,0
390490079212070,3,2,1
390490079212071,0,0,0
390490079212072,0,0,0
390490079212073,0,0,0
390490079212074,2,2,1
390490079212075,0,0,0
390490079212076,0,0,0
390490079212077,0,0,0
390490079212078,0,0,0
390490079212079,0,0,0
390490079212080,0,0,0
390490079212081,0,0,0
390490079212082,0,0,0
390490079212083,2,1,0
390490079212084,0,0,0
390490079212085,0,0,0
390490079212086,0,0,0
390490079212087,0,0,0
390490079212088,0,0,0
390490079213000,0,0,0
390490079213001,3,3,2
390490079213002,1,1,0
390490079213003,0,0,0
390490079213004,0,0,0
390490079213005,0,0,0
390490079213006,0,0,0
390490079213007,0,0,0
390490079213008,2,2,2
390490079213009,0,0,0
390490079213010,1,1,1
390490079213011,0,0,0
390490079213012,2,2,0
390490079213013,0,0,0
390490079213014,0,0,0
390490079213015,0,0,0
390490079213016,0,0,0
390490079213017,3,1,1
390490079213018,0,0,0
390490079213019,2,2,0
390490079213020,0,0,0
390490079213021,3,3,0
390490079213022,3,2,2
390490079213023,1,1,1
390490079213024,0,0,0
390490079213025,0,0,0
390490079213026,0,0,0
390490079213027,0,0,0
390490079213028,0,0,0
390490079213029,0,0,0
390490079213030,3,3,1
390490079213031,0,0,0
390490079213032,1,1,1
390490079213033,0,0,0
390490079213034,2,2,2
390490079213035,1,1,0
390490079213036,0,0,0
390490079213037,1,1,0
390490079213038,0,0,0
390490079221000,0,0,0
390490079221001,0,0,0
390490079221002,0,0,0
390490079221003,0,0,0
390490079221004,3,2,1
390490079221005,1,1,1
390490079221006,0,0,0
390490079221007,0,0,0
390490079221008,1,1,1
390490079221009,0,0,0
390490079221010,0,0,0
390490079221011,2,1,1
390490079221012,1,1,0
390490079221013,0,0,0
390490079221014,2,2,1
390490079221015,1,1,0
390490079221016,2,2,0
390490079221017,0,0,0
390490079221018,0,0,0
390490079221019,0,0,0
390490079221020,1,1,0
390490079221021,0,0,0
390490079221022,1,1,1
390490079222000,0,0,0
390490079222001,0,0,0
390490079222002,0,0,0
390490079222003,0,0,0
390490079222004,0,0,0
390490079222005,0,0,0
390490079222006,0,0,0
390490079222007,1,1,0
390490079222008,0,0,0
390490079222009,1,1,0
390490079222010,0,0,0
390490079222011,0,0,0
390490079222012,3,3,2
390490079222013,0,0,0
390490079222014,0,0,0
390490079222015,1,1,1
390490079222016,0,0,0
390490079222017,0,0,0
390490079222018,0,0,0
390490079222019,0,0,0
390490079222020,0,0,0
390490079222021,0,0,0
390490079222022,0,0,0
390490079222023,0,0,0
390490079222024,0,0,0
390490079222025,2,2,0
390490079222026,0,0,0
390490079222027,1,1,1
390490079222028,1,1,0
390490079222029,0,0,0
390490079222030,3,3,0
390490079222031,0,0,0
390490079222032,1,1,0
390490079222033,4,4,0
390490079222034,0,0,0
390490079222035,0,0,0
390490079222036,0,0,0
390490079222037,0,0,0
390490079222038,1,1,0
390490079222039,5,5,1
390490079222040,0,0,0
390490079222041,0,0,0
390490079222042,0,0,0
390490079222043,0,0,0
390490079222044,0,0,0
390490079222045,0,0,0
390490079222046,0,0,0
390490079311000,0,0,0
390490079311001,0,0,0
390490079311002,0,0,0
390490079311003,0,0,0
390490079311004,0,0,0
390490079311005,1,1,1
390490079311006,0,0,0
390490079311007,2,2,2
390490079311008,0,0,0
390490079311009,1,1,0
390490079311010,3,2,2
390490079311011,0,0,0
390490079311012,0,0,0
390490079311013,0,0,0
390490079311014,3,2,2
390490079311015,0,0,0
390490079311016,0,0,0
390490079311017,1,1,1
390490079311018,0,0,0
390490079311019,0,0,0
390490079311020,0,0,0
390490079311021,0,0,0
390490079311022,0,0,0
390490079311023,1,1,1
390490079311024,0,0,0
390490079311025,0,0,0
390490079311026,1,1,1
390490079311027,1,1,1
390490079311028,2,2,0
390490079311029,0,0,0
390490079311030,0,0,0
390490079311031,1,1,0
390490079311032,1,1,1
390490079311033,4,4,1
390490079311034,3,2,0
390490079311035,0,0,0
390490079311036,0,0,0
390490079311037,2,2,0
390490079311038,2,2,0
390490079311039,1,1,0
390490079311040,2,2,1
390490079311041,0,0,0
390490079311042,0,0,0
390490079311043,0,0,0
390490079312000,2,2,1
390490079312001,0,0,0
390490079312002,3,2,2
390490079312003,2,1,1
390490079312004,1,1,1
390490079312005,2,2,0
390490079312006,0,0,0
390490079312007,0,0,0
390490079312008,0,0,0
390490079312009,0,0,0
390490079312010,1,1,1
390490079312011,3,3,2
390490079312012,1,1,0
390490079312013,0,0,0
390490079312014,2,2,2
390490079312015,0,0,0
390490079312016,1,1,1
390490079312017,2,2,0
390490079312018,1,1,1
390490079312019,1,1,0
390490079312020,0,0,0
390490079312021,0,0,0
390490079312022,4,3,1
390490079312023,3,3,1
390490079312024,1,0,0
390490079312025,0,0,0
390490079331000,1,0,0
390490079331001,2,2,2
390490079331002,2,2,2
390490079331003,0,0,0
390490079331004,0,0,0
390490079331005,1,1,1
390490079331006,0,0,0
390490079331007,1,0,0
390490079331008,2,1,0
390490079331009,2,1,0
390490079331010,0,0,0
390490079331011,1,0,0
390490079331012,0,0,0
390490079332000,0,0,0
390490079332001,0,0,0
390490079332002,0,0,0
390490079332003,0,0,0
390490079332004,0,0,0
390490079332005,0,0,0
390490079332006,2,2,2
390490079332007,2,2,1
390490079332008,0,0,0
390490079332009,2,2,2
390490079332010,2,2,0
390490079332011,1,1,1
390490079332012,2,2,0
390490079332013,2,2,1
390490079332014,1,1,0
390490079332015,2,1,1
390490079332016,2,2,2
390490079332017,2,2,2
390490079332018,3,3,3
390490079332019,3,2,1
390490079332020,0,0,0
390490079332021,0,0,0
390490079332022,1,1,1
390490079332023,2,2,1
390490079332024,1,1,1
390490079332025,2,1,0
390490079332026,2,1,0
390490079332027,0,0,0
390490079332028,0,0,0
390490079332029,0,0,0
390490079332030,0,0,0
390490079332031,0,0,0
390490079332032,0,0,0
390490079332033,0,0,0
390490079332034,0,0,0
390490079332035,0,0,0
390490079332036,0,0,0
390490079332037,0,0,0
390490079332038,0,0,0
390490079332039,1,1,1
390490079332040,1,1,1
390490079332041,1,1,1
390490079332042,0,0,0
390490079332043,1,1,0
390490079332044,0,0,0
390490079332045,1,1,0
390490079332046,1,1,1
390490079332047,0,0,0
390490079332048,1,1,1
390490079333000,6,5,0
390490079333001,4,1,1
390490079333002,1,1,1
390490079333003,1,1,0
390490079333004,0,0,0
390490079333005,1,1,0
390490079333006,3,0,0
390490079333007,1,0,0
390490079334000,1,1,1
390490079334001,0,0,0
390490079334002,2,2,2
390490079334003,2,2,2
390490079334004,2,2,1
390490079334005,2,2,1
390490079334006,1,1,1
390490079334007,4,3,0
390490079334008,1,1,0
390490079334009,2,2,2
390490079334010,0,0,0
390490079334011,3,2,0
390490079334012,0,0,0
390490079334013,0,0,0
390490079334014,0,0,0
390490079334015,0,0,0
390490079334016,1,1,1
390490079334017,4,3,2
390490079334018,2,2,2
390490079334019,3,3,1
390490079334020,1,1,1
390490079334021,0,0,0
390490079334022,0,0,0
390490079334023,0,0,0
390490079334024,0,0,0
390490079334025,0,0,0
390490079334026,0,0,0
390490079334027,3,3,3
390490079334028,2,1,1
390490079411000,0,0,0
390490079411001,1,1,1
390490079411002,1,1,1
390490079411003,0,0,0
390490079411004,1,0,0
390490079411005,0,0,0
390490079411006,0,0,0
390490079411007,0,0,0
390490079411008,0,0,0
390490079411009,5,5,2
390490079411010,0,0,0
390490079411011,1,0,0
390490079411012,3,3,1
390490079411013,0,0,0
390490079411014,2,2,1
390490079411015,1,1,1
390490079411016,0,0,0
390490079411017,0,0,0
390490079411018,0,0,0
390490079411019,0,0,0
390490079411020,0,0,0
